Name,BSE Code,NSE Code,Industry,Current Price,Number of equity shares 10years back,Average return on equity 5Years,Average return on equity 3Years,Book value 3years back,Book value 5years back,Book value 10years back,Inventory turnover ratio 3Years back,Inventory turnover ratio 5Years back,Inventory turnover ratio 7Years back,Inventory turnover ratio 10Years back,Exports percentage 3Years back,Exports percentage 5Years back,Average 5years dividend,Average return on capital employed 3Years,Average return on capital employed 5Years,Average return on capital employed 7Years,Average return on capital employed 10Years,Average return on equity 10Years,Average return on equity 7Years,Return on equity 5years growth,OPM 5Year,OPM 10Year,Number of Shareholders 1year back,Average dividend payout 3years,Average debtor days 3years,Debtor days 3years back,Debtor days 5years back,Return on assets 5years,Return on assets 3years,Historical PE 3Years,Historical PE 10Years,Historical PE 7Years,Historical PE 5Years,Market Capitalization 3years back,Market Capitalization 5years back,Market Capitalization 7years back,Market Capitalization 10years back,Average Working Capital Days 3years,Change in FII holding 3Years,Change in DII holding 3Years,Market Capitalization,join_key
Guj. Credit Corp,511441.0,__NA__,Construction,21.57,,1.99,3.45,4.98,5.04,,,,,,,0.0,0.0,0.13,0.18,0.34,0.34,,1.82,,,,9149.0,0.0,0.0,,0.0,0.86,1.55,55.68,54.6,54.6,53.43,9.38,24.25,44.63,41.0,0.0,0.0,0.0,53.93,511441.0___NA__
Guj. Inject(Ker),524238.0,__NA__,Pharmaceuticals - Indian - Formulations,17.55,0.49,,,,,,,,,,0.0,,0.0,2.64,2.64,2.64,2.64,,,,,,6551.0,,187.86,0.0,,-141.99,7.8,230.0,230.0,230.0,230.0,,,,,-1477.89,0.0,0.0,25.72,524238.0___NA__
Guj. Lease Fin.,500174.0,GLFL,Finance & Investments,7.18,2.71,,,-1.6,-2.47,-10.86,,,,,0.0,0.0,0.0,1.16,-0.56,-1.46,-2.65,,,,-127.14,-253.06,29304.0,0.0,0.0,0.0,0.0,-0.59,1.09,60.0,74.09,74.09,74.09,6.78,4.48,13.02,3.12,-396.47,0.0,0.0,19.48,500174.0_GLFL
Guj. Petrosynth.,506858.0,__NA__,Plastics Products,63.39,0.6,2.23,3.84,45.4,37.01,31.53,21.51,25.06,28.88,21.51,0.0,0.0,0.0,4.58,1.43,-1.16,-3.15,-1.13,0.69,21.76,-2.81,-6.26,18499.0,0.0,66.45,45.29,37.87,1.34,3.72,19.78,20.28,19.78,19.78,19.46,13.19,11.52,19.27,209.58,1.01,-5.47,37.84,506858.0___NA__
Guj. Raffia Inds,523836.0,GUJRAFFIA,Textiles - Products,44.48,0.5,4.08,4.09,33.25,31.05,23.36,5.65,3.43,3.47,2.79,0.0,0.0,0.0,5.81,5.52,6.13,6.64,5.03,4.56,-15.78,5.1,7.04,28331.0,0.0,61.32,59.94,82.58,2.6,2.59,15.79,14.18,15.91,15.8,25.05,8.11,7.89,1.44,147.05,0.0,0.0,24.04,523836.0_GUJRAFFIA
Guj. State Fin.,532160.0,__NA__,Finance - Term-Lending Institutions,24.51,8.91,,,-287.34,-273.54,-209.58,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,62.75,31.21,12261.0,0.0,0.0,0.0,0.0,-69.22,-66.63,,,,,32.17,10.69,28.52,12.92,-71233.1,0.0,0.0,218.41,532160.0___NA__
Guj. Terce Labs.,524314.0,__NA__,Pharmaceuticals - Indian - Formulations,48.8,0.74,-6.07,-2.46,10.32,14.97,14.86,2.81,3.89,2.84,2.51,0.0,0.0,0.0,1.06,-1.22,0.32,0.84,-2.72,-3.14,-3.24,-0.86,0.04,13579.0,0.0,51.72,74.94,53.29,-2.15,-0.5,42.4,13.9,23.74,23.22,5.16,6.75,10.2,5.45,28.79,0.0,0.0,36.22,524314.0___NA__
Guj. Themis Bio.,506879.0,__NA__,Pharmaceuticals - Indian - Bulk Drugs,473.7,7.26,45.09,41.42,9.63,5.81,-0.11,5.29,10.73,44.29,42.18,0.0,0.0,6.69,57.64,64.72,58.68,66.72,,44.85,-4.21,46.42,39.94,16804.0,20.8,60.66,59.29,51.57,39.86,37.36,19.81,15.31,15.17,15.75,295.7,57.06,75.29,14.16,101.11,1.05,0.79,3441.13,506879.0___NA__
Guj. Toolroom,513337.0,__NA__,Engineering,14.5,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,13095.0,,270.61,,,,,197.42,197.42,197.42,197.42,0.59,0.52,1.8,1.61,569.85,0.0,-1.95,169.16,513337.0___NA__
Guj.Nat.Resour.,513536.0,__NA__,Oil Drilling / Allied Services,14.24,3.88,-3.67,-3.73,15.98,16.69,23.07,0.52,0.99,0.0,0.02,0.0,0.0,0.0,-1.59,-1.83,-1.89,-0.12,-2.2,-3.6,-6.62,11.07,20.68,5699.0,0.0,121.81,129.78,443.71,-2.43,-2.55,,115.85,54.55,,72.56,37.09,136.21,534.97,1472.35,-0.01,0.0,114.29,513536.0___NA__
Guj.St.Petronet,532702.0,GSPL,Miscellaneous,299.95,56.3,23.11,18.92,113.27,86.58,67.14,0.47,0.53,0.47,0.07,0.0,0.0,180.54,25.41,27.35,25.98,23.21,21.42,23.79,-14.54,22.48,24.94,159984.0,13.69,22.77,30.35,27.35,14.99,13.78,9.78,12.77,10.19,9.39,15422.72,10754.93,9101.94,3899.78,-17.24,-1.79,5.69,16923.56,532702.0_GSPL
Gujarat Alkalies,530001.0,GUJALKALI,Chlor Alkali / Soda Ash,780.0,,4.53,4.13,731.87,625.8,,6.19,6.48,5.42,,0.0,0.0,93.12,6.81,7.19,11.18,11.19,,6.95,,16.82,,84097.0,4.13,23.14,43.41,56.23,3.58,3.18,14.22,11.9,11.9,11.89,2532.1,3622.64,2994.76,1336.18,14.74,0.74,0.74,5728.31,530001.0_GUJALKALI
Gujarat Cotex,514386.0,__NA__,Trading,5.99,1.42,2.69,3.92,4.12,4.25,4.87,33.94,89.25,,,0.0,0.0,0.0,4.05,2.81,4.36,3.33,2.83,4.3,-29.41,1.0,1.17,13021.0,0.0,251.49,531.87,197.87,1.35,1.72,12.54,12.07,11.71,11.77,1.57,1.49,3.54,2.71,96.42,0.0,0.0,8.53,514386.0___NA__
Gujarat Fluoroch,542812.0,FLUOROCHEM,Chemicals,3218.0,,11.53,17.37,317.96,338.24,,1.46,1.71,,,0.0,0.0,24.18,19.87,16.07,15.28,15.28,,,-24.1,26.73,,61983.0,5.49,71.64,91.87,76.77,6.83,11.37,38.42,34.41,34.41,34.41,6318.02,,,,160.46,2.31,3.86,35349.75,542812.0_FLUOROCHEM
Gujarat Gas,539336.0,GUJGASLTD,Miscellaneous,634.25,450.0,25.29,21.03,64.62,47.8,,143.25,137.8,96.51,191.53,0.0,0.0,241.77,27.5,29.11,25.89,22.59,23.42,24.51,-6.76,14.7,14.22,180747.0,24.94,22.28,28.66,24.02,14.09,13.02,27.37,29.59,27.83,24.59,37823.59,10195.06,10584.15,,-29.81,-4.45,7.14,43661.14,539336.0_GUJGASLTD
Gujarat Hotels,507960.0,__NA__,Hotels,210.0,0.38,10.02,10.06,91.46,87.97,53.54,,,,,0.0,0.0,0.82,12.05,12.23,13.63,14.55,11.11,10.76,-4.22,86.33,87.77,5142.0,21.93,150.33,320.76,160.8,9.36,9.38,16.13,14.05,12.99,13.9,39.77,40.05,48.48,52.04,1629.06,0.0,0.0,79.59,507960.0___NA__
Gujarat Hy-Spin,540938.0,__NA__,Textiles - Cotton/Blended,13.75,,0.27,-0.14,11.4,11.34,,3.71,3.29,3.39,,0.0,0.0,0.0,4.11,5.6,5.66,5.66,,0.57,13.39,2.78,,205.0,0.0,50.88,112.35,108.43,0.07,-0.1,92.35,151.2,151.2,109.4,13.38,9.55,,,83.39,0.66,0.0,23.03,540938.0___NA__
Gujarat Intrux,517372.0,__NA__,Castings & Forgings,384.85,0.34,9.4,9.66,149.51,141.18,105.43,2.27,2.97,2.15,2.84,0.0,0.0,2.0,13.11,12.73,13.03,11.14,8.15,9.45,3.62,15.48,13.29,2363.0,46.73,77.6,68.43,91.78,8.4,8.64,13.08,10.32,10.22,10.28,34.01,26.49,21.47,23.22,170.51,0.0,0.0,132.2,517372.0___NA__
Gujarat Poly,517288.0,__NA__,Trading,100.2,0.85,,35.97,0.44,-0.78,-9.45,3.85,3.63,2.94,2.54,0.0,0.0,0.0,56.74,56.74,56.74,37.86,,,,8.83,10.89,23587.0,0.0,93.49,118.0,78.5,10.68,10.41,12.47,15.81,10.33,11.85,6.41,19.88,7.7,3.41,-9.19,0.0,-0.63,85.67,517288.0___NA__
Gujchem Distill,506640.0,__NA__,Trading,226.75,0.16,2.27,3.4,24.75,24.06,20.44,,,,,,,0.0,3.11,1.67,-1.54,-4.05,-3.31,-0.67,17.21,,,5434.0,0.0,401.86,,,1.81,3.35,275.86,232.23,232.23,232.23,1.84,1.54,5.64,2.9,3978.55,0.0,-0.07,80.92,506640.0___NA__
Gulf Oil Lubric.,538567.0,GULFOILLUB,Chemicals,1277.75,4.96,24.05,22.73,172.8,151.94,37.74,2.25,2.21,3.22,7.55,0.0,0.0,95.06,23.4,25.28,29.66,36.02,28.13,25.98,-5.88,13.59,14.47,60186.0,40.7,51.09,41.74,32.24,13.71,13.03,10.88,21.78,18.01,13.98,3633.35,4192.19,3496.95,,68.72,-3.02,-0.49,6285.99,538567.0_GULFOILLUB
Gulshan Polyols,532457.0,GULPOLY,Miscellaneous,203.8,5.35,10.19,9.13,66.87,54.23,37.27,5.14,6.0,5.27,5.36,0.0,0.0,4.62,11.97,14.05,12.42,12.04,10.18,9.57,-16.24,9.83,10.76,29377.0,9.51,42.57,46.88,54.18,7.37,6.59,24.97,13.38,15.38,15.5,431.88,258.75,425.29,76.96,60.25,0.01,0.58,1271.11,532457.0_GULPOLY
GVK Power Infra.,532708.0,GVKPIL,Engineering - Turnkey Services,11.25,157.92,,,-21.91,-17.08,12.28,0.56,13.33,10.98,7.54,0.0,0.0,0.0,10.45,4.77,5.0,4.23,,,,31.96,31.23,282456.0,0.0,74.5,2.19,37.11,0.8,5.33,15.29,15.29,15.29,15.29,339.53,1208.1,939.63,1745.03,-501.15,0.58,-0.07,1776.59,532708.0_GVKPIL
GVP Infotech,-1.0,GVPTECH,Computers - Software - Medium / Small,13.66,2.0,10.74,15.16,12.2,9.13,,370.62,12.77,3.23,10.88,0.0,0.0,0.33,1.54,1.19,12.87,56.24,18.36,13.7,-23.98,-112.05,2.57,8156.0,19.11,54.99,0.0,0.0,6.82,11.28,66.63,10.92,13.92,54.69,11.72,58.81,156.6,,-733.87,,,222.45,-1.0_GVPTECH
Gyan Developers,530141.0,__NA__,Construction,15.35,0.3,-0.98,-1.5,13.23,13.5,12.47,0.0,0.0,0.01,0.38,0.0,0.0,0.0,-1.27,-0.72,0.44,1.12,0.52,0.0,24.48,-14.1,2.38,1291.0,0.0,674.24,638.75,91.25,-0.76,-1.17,32.61,29.33,30.51,32.02,0.94,2.05,1.98,0.87,18220.31,0.0,0.0,4.61,530141.0___NA__
H D I L,532873.0,HDIL,Construction,4.34,41.9,,,-47.52,-47.26,254.29,0.0,0.12,0.0,0.02,0.0,0.0,0.0,-6.82,-6.57,-4.0,-1.4,,,,-127.22,42.67,,0.0,137743.48,174938.06,236.86,-1.4,-0.36,,11.74,7.86,2.4,222.78,1173.6,3556.66,2413.46,-172852.59,,,205.72,532873.0_HDIL
H P C L,500104.0,HINDPETRO,Refineries,334.1,228.57,16.73,13.98,174.38,135.54,60.92,8.37,12.46,10.49,9.77,0.0,0.0,2249.06,8.29,9.9,13.38,14.63,20.91,19.04,11.1,2.85,3.41,385562.0,18.38,6.71,10.75,7.51,4.29,3.29,4.43,6.11,5.02,4.63,34139.35,43252.3,53398.52,10491.36,-11.96,-4.49,5.45,71090.54,500104.0_HINDPETRO
H P Cotton Tex,502873.0,__NA__,Textiles - Cotton/Blended,128.15,0.38,-6.72,-17.41,58.64,49.9,45.25,1.81,1.88,3.36,2.66,0.0,0.0,0.08,1.69,7.02,6.99,7.61,-2.92,-5.14,39.05,4.06,3.81,3390.0,1.83,36.04,52.23,29.15,-0.98,-3.49,7.1,6.81,6.75,6.75,15.41,14.46,15.62,8.99,63.32,0.0,0.0,50.25,502873.0___NA__
H T Media,532662.0,HTMEDIA,Entertainment / Electronic Media Software,27.0,23.27,-1.67,-4.21,89.78,92.61,81.75,2.01,3.94,5.02,4.14,0.0,0.0,0.0,-0.69,0.37,2.51,5.63,3.22,0.9,,-1.87,5.59,51284.0,0.0,77.14,87.61,68.4,-0.99,-2.14,30.65,9.91,9.91,38.32,484.02,914.74,1703.6,1908.14,-13.45,-2.57,-2.59,628.42,532662.0_HTMEDIA
H U D C O,540530.0,HUDCO,Finance - Housing,283.55,2.0,12.74,12.35,65.88,61.65,,,,,,0.0,0.0,671.84,9.07,9.28,9.1,9.36,11.77,12.34,3.18,96.33,93.32,330615.0,41.79,0.17,0.4,0.29,2.22,2.25,5.39,6.63,6.58,5.31,8778.33,8988.53,,,-42.52,1.78,9.24,56763.88,540530.0_HUDCO
H. S. India,532145.0,__NA__,Hotels,17.5,1.62,2.29,4.01,16.68,17.53,14.71,5.49,9.0,9.28,7.49,0.0,0.0,0.0,6.47,5.55,6.59,7.59,3.59,3.5,-6.13,16.59,21.35,3092.0,0.0,41.94,79.53,29.89,1.25,2.21,19.31,10.58,11.68,12.74,7.36,13.22,11.46,6.06,429.18,0.0,0.0,28.42,532145.0___NA__
H.G. Infra Engg.,541019.0,HGINFRA,Construction,1745.0,,26.51,27.35,163.04,126.78,,8.69,8.06,7.02,,0.0,0.0,5.93,25.96,25.58,25.18,26.13,,25.95,2.56,18.87,,61428.0,1.73,55.0,81.36,111.35,10.7,11.66,11.21,10.62,10.62,10.48,1942.75,1845.32,,,87.13,1.21,-4.0,11372.35,541019.0_HGINFRA
Halder Venture,539854.0,__NA__,Trading,723.45,0.32,25.2,25.99,141.49,157.34,,6.21,4.24,4.78,1.2,0.0,0.0,0.19,10.95,11.21,10.15,8.23,15.34,20.11,24.44,4.41,4.44,1754.0,2.24,86.02,84.77,65.68,4.72,4.28,13.87,10.19,10.19,10.65,37.14,10.27,,,166.82,0.0,0.0,228.66,539854.0___NA__
Haldyn Glass,515147.0,__NA__,Glass & Glass Products,139.6,,10.21,12.53,26.8,25.83,,3.53,6.08,2.96,,0.0,0.0,3.44,14.22,13.21,11.36,11.64,,8.2,21.62,10.92,,21738.0,18.88,79.03,94.09,82.46,6.72,8.05,18.42,20.15,19.12,18.41,171.2,188.13,241.61,67.24,67.84,-0.04,1.51,750.38,515147.0___NA__
Hampton Sky,526407.0,__NA__,Finance & Investments,32.49,11.59,,,,,1.34,,,,0.22,,,,8.5,8.5,8.5,8.73,,,,,,16356.0,0.0,129.59,,,,,124.23,7.79,10.42,43.74,42.88,15.3,8.69,14.49,428.57,-0.58,0.05,890.93,526407.0___NA__
Hanman Fit,538731.0,__NA__,Miscellaneous,3.69,0.72,-26.74,-9.25,2.34,4.08,16.49,1.07,0.25,2.95,,0.0,0.0,0.0,-10.91,-19.52,-18.35,-15.19,-17.17,-21.43,16.56,,,290.0,0.0,0.0,0.0,0.0,-10.7,-3.49,47.5,146.63,47.5,47.5,1.99,4.73,6.73,,803.0,0.0,0.0,3.87,538731.0___NA__
Happiest Minds,543227.0,HAPPSTMNDS,Computers - Software - Medium / Small,829.1,,30.41,26.2,37.18,,,,,,,0.0,0.0,51.87,27.59,31.99,31.99,31.99,,,,22.08,,711568.0,32.54,55.82,57.54,79.92,17.7,15.91,61.42,57.6,57.6,57.6,7931.37,,,,46.44,-1.54,-1.45,12625.06,543227.0_HAPPSTMNDS
Happy Forgings,544057.0,HAPPYFORGE,Castings & Forgings,1247.3,,18.88,20.45,,,,3.02,3.45,,,0.0,0.0,2.33,23.58,21.39,23.12,23.12,,,-8.3,27.66,,,1.86,94.71,103.31,82.28,13.52,15.44,41.31,41.31,41.31,41.31,,,,,135.74,,,11750.19,544057.0_HAPPYFORGE
Hardcast.& Waud,509597.0,__NA__,Miscellaneous,1174.1,0.07,3.03,4.05,513.76,516.56,670.49,7.92,5.66,294.0,426.0,0.0,0.0,0.0,5.01,4.02,3.46,4.55,0.74,2.65,78.94,47.7,41.53,1271.0,0.0,16.1,73.23,45.47,2.75,3.8,19.92,19.55,19.6,20.71,11.88,18.34,20.13,17.82,313.83,0.0,0.0,79.83,509597.0___NA__
Hardwyn India,541276.0,HARDWYN,Trading,30.94,,3.93,3.79,0.59,0.51,,10.44,120.56,,,0.0,0.0,0.0,12.67,11.71,10.09,10.09,,,49.54,8.86,,3456.0,0.0,92.57,135.0,147.56,3.97,4.42,106.14,104.31,104.31,105.65,69.16,8.36,,,87.67,0.46,0.0,1079.45,541276.0_HARDWYN
Haria Apparels,538081.0,__NA__,Textiles - Products,5.23,1.53,-3.5,19.94,1.84,3.52,8.74,0.06,0.56,2.32,0.17,0.0,0.0,0.0,20.33,10.14,11.14,8.13,-2.38,5.43,7.17,,,8931.0,0.0,7.23,,164.96,-1.56,5.53,6.85,6.39,6.12,6.34,1.71,1.99,4.2,,-2970.59,0.0,0.0,8.0,538081.0___NA__
Haria Exports,512604.0,__NA__,Textiles - Products,5.6,1.16,2.79,1.25,11.69,10.76,12.86,,,,,,,0.0,2.35,3.54,4.59,3.52,2.82,3.91,-37.77,,,8637.0,0.0,0.0,,,2.85,1.26,13.98,6.19,5.92,9.0,1.09,0.92,7.52,1.32,0.0,0.0,0.0,6.47,512604.0___NA__
Hariom Pipe,543517.0,HARIOMPIPE,Steel - Medium / Small,587.65,,18.47,17.91,,,,2.89,2.5,2.93,,0.0,0.0,0.35,20.02,19.87,21.69,21.69,,19.24,-14.91,12.65,,30703.0,1.02,36.76,28.19,28.66,9.73,10.88,26.93,26.93,26.93,26.93,,,,,134.68,,,1696.27,543517.0_HARIOMPIPE
Harish Textile,542682.0,__NA__,Textiles - Products,53.0,0.05,-2.72,0.25,27.25,22.0,,3.92,4.55,3.08,,0.0,0.0,0.0,11.72,10.49,11.86,12.49,,0.77,,4.55,4.66,9761.0,0.0,63.39,79.96,36.03,-0.51,0.04,18.31,13.16,13.16,13.16,11.99,,,,54.81,0.0,0.0,17.68,542682.0___NA__
Hariyana Ship,526931.0,__NA__,Miscellaneous,119.0,0.62,1.83,2.24,220.17,204.16,159.19,3.1,2.55,1.04,3.71,0.0,0.0,0.0,4.44,4.47,5.42,7.33,4.44,2.83,-14.02,-2.65,-3.11,3425.0,0.0,2.81,4.06,0.09,1.11,1.4,10.1,4.55,5.35,8.22,32.65,37.25,43.38,24.42,-18.16,0.0,0.0,73.4,526931.0___NA__
Harmony Capital,530055.0,__NA__,Finance & Investments,40.58,0.3,-2.05,0.49,4.4,4.6,4.53,,,0.0,0.0,,0.0,0.0,0.04,-2.27,0.89,1.59,0.97,0.62,,,,1418.0,0.0,220.92,,0.0,-1.83,0.76,,11.03,8.8,,1.34,1.5,1.71,1.7,639.71,0.0,0.0,12.17,530055.0___NA__
Harri. Malayalam,500467.0,HARRMALAYA,Miscellaneous,215.0,1.85,14.7,9.02,62.16,42.64,154.94,4.16,3.32,5.17,4.82,0.0,0.0,0.37,10.73,14.34,10.69,6.53,-1.13,8.52,14.95,6.5,2.71,28777.0,3.46,10.95,13.01,10.17,4.3,3.02,10.35,19.1,14.24,12.47,257.43,130.89,154.66,88.52,-49.65,0.11,0.0,396.89,500467.0_HARRMALAYA
Harsha Engg Intl,543600.0,HARSHA,Auto Ancillaries,555.55,,13.1,14.19,,,,1.56,3.63,22.15,,49.01,0.0,3.64,17.41,15.36,11.48,11.48,,12.59,16.27,15.75,,122843.0,4.75,83.4,103.17,427.44,7.63,10.11,29.53,29.53,29.53,29.53,,,,,176.88,,,5057.97,543600.0_HARSHA
Harshdeep,544105.0,__NA__,Miscellaneous,62.0,,,,,,,,,,,,,,18600.0,18600.0,18600.0,18600.0,,,,,,,,0.0,,,,,14.57,14.57,14.57,14.57,,,,,0.0,,,99.78,544105.0___NA__
Harshil Agrotech,505336.0,__NA__,Trading,23.89,0.08,,17.95,2.37,-18.75,-5.12,,,0.2,0.33,0.0,0.0,0.0,22.69,0.82,-2.88,-4.92,,,,6.42,,1929.0,0.0,324.31,,0.0,0.35,1.66,1.43,1.35,1.36,1.4,0.06,0.04,0.03,0.0,253.51,0.0,-0.01,25.8,505336.0___NA__
Haryana Capfin,532855.0,__NA__,Finance & Investments,220.0,0.52,1.1,0.96,173.44,129.88,62.93,,,,,0.0,0.0,0.0,1.28,1.46,2.04,2.79,1.64,1.35,-16.17,78.02,78.57,3458.0,0.0,3.33,0.0,0.0,0.98,0.76,26.29,15.38,21.55,23.22,16.15,22.14,14.12,7.19,583.95,-0.72,0.01,114.61,532855.0___NA__
Haryana Leather,524080.0,__NA__,Chemicals,105.45,0.49,6.59,7.11,68.78,65.52,48.83,7.47,7.83,6.6,6.6,24.53,0.0,0.0,9.01,8.56,8.29,9.05,6.49,6.31,18.8,6.58,6.83,3146.0,0.0,84.23,104.62,90.19,5.36,5.89,13.41,10.81,12.06,12.16,14.23,12.27,20.57,7.88,73.93,0.0,0.0,51.77,524080.0___NA__
Hasti Finance,531387.0,__NA__,Finance & Investments,8.43,1.08,0.19,-1.22,19.57,19.06,23.58,,,,,0.0,0.0,0.0,-1.43,-0.34,-0.03,-0.21,0.11,0.49,,-3.9,0.28,1220.0,0.0,2.63,1.96,30.03,0.21,-1.16,69.83,67.42,40.76,35.94,4.49,6.32,8.62,83.25,-88.12,0.0,0.0,9.14,531387.0___NA__
Hathway Bhawani,509073.0,__NA__,Entertainment / Electronic Media Software,19.89,0.81,,19.87,1.0,-0.32,-2.27,,,,60.0,0.0,0.0,0.0,30.24,63.82,63.82,11.18,,,,28.53,2.23,4928.0,0.0,7.75,7.53,3.87,30.54,9.43,30.08,20.95,20.95,20.95,13.24,3.13,3.13,7.14,-80.6,0.0,0.0,16.11,509073.0___NA__
Hathway Cable,533162.0,HATHWAY,Telecommunications - Service Provider,21.83,83.05,2.93,2.53,22.58,21.15,14.57,2.82,2.07,1.42,4.24,0.0,0.0,0.0,3.33,4.14,3.21,1.28,0.2,3.02,-23.91,21.68,19.52,301823.0,0.0,24.16,1.16,28.29,2.31,2.24,23.73,23.73,23.67,23.38,4549.17,5124.45,3130.96,3683.72,44.42,-1.19,-6.91,3864.14,533162.0_HATHWAY
Hatsun Agro,531531.0,HATSUN,Food - Processing - Indian,1035.2,22.27,17.69,16.72,45.87,40.6,9.94,8.31,10.01,9.32,13.02,0.0,0.0,126.78,13.07,14.48,14.41,16.04,19.7,18.34,-2.81,11.32,10.32,29965.0,63.33,0.43,0.6,0.63,6.03,5.72,104.0,92.97,98.83,95.79,15846.44,11662.24,8287.56,3122.11,28.08,-0.67,3.13,23058.9,531531.0_HATSUN
Havells India,517354.0,HAVELLS,Electric Equipment,1844.0,62.45,18.93,18.65,82.69,68.9,29.11,2.82,3.02,3.78,3.44,0.0,0.0,432.17,24.63,25.12,25.89,26.11,19.34,19.04,-2.09,11.44,11.41,239686.0,42.5,21.32,19.68,14.73,11.22,10.98,70.83,59.29,65.82,68.32,65756.41,48317.78,29102.64,11656.94,16.74,0.82,1.6,115560.33,517354.0_HAVELLS
Hawa Engineers,539176.0,__NA__,Engineering,172.85,0.35,6.83,7.39,41.52,39.53,,2.42,3.1,4.64,7.89,5.82,0.0,0.0,12.05,11.36,11.88,11.9,6.76,6.81,14.0,4.73,5.19,2294.0,0.0,68.31,49.92,54.45,2.28,2.34,25.91,14.59,15.04,18.03,10.58,12.98,23.43,,109.18,0.0,0.0,60.95,539176.0___NA__
Hawkins Cookers,508486.0,__NA__,Domestic Appliances,8019.0,0.53,42.77,38.73,335.92,264.12,111.43,3.25,2.58,3.59,3.57,8.53,98.78,47.61,46.93,52.05,54.14,58.9,45.8,43.39,-5.36,13.99,13.65,15078.0,69.4,18.11,19.0,43.92,22.79,21.66,35.25,34.28,34.1,35.12,2826.43,1628.85,1537.59,1054.78,44.76,0.02,1.06,4242.05,508486.0___NA__
Haz.Multi Proj.,532467.0,__NA__,Construction,350.0,1.52,,,,,12.46,,,,,,,,0.0,0.0,0.0,0.05,,,,,,6291.0,,13.14,,,,,988.5,41.25,194.62,342.12,4.48,1.6,2.05,1.52,186.99,10.92,0.0,654.86,532467.0___NA__
HB Estate Devel.,532334.0,__NA__,Hotels,73.86,1.61,-7.21,-5.09,89.11,105.78,29.89,0.52,0.97,0.88,0.84,0.0,0.0,0.0,4.13,2.28,2.27,1.73,-11.27,-6.65,20.89,27.62,26.36,69327.0,0.0,14.55,26.21,14.15,-2.37,-1.49,36.0,36.0,36.0,36.0,19.93,38.41,16.95,16.22,23.88,0.0,0.0,143.73,532334.0___NA__
HB Leasing &Fin.,508956.0,__NA__,Finance & Investments,27.4,1.11,3.89,6.92,1.88,1.92,2.19,,,0.0,0.0,0.0,0.0,0.0,6.78,3.65,1.75,1.14,1.26,1.84,16.88,18.98,4.15,35486.0,0.0,347.05,644.83,4197.5,2.91,5.42,28.03,15.28,18.05,25.6,1.56,2.16,2.31,3.37,1393.16,0.0,0.0,30.32,508956.0___NA__
HB Portfolio,532333.0,__NA__,Finance & Investments,76.35,1.2,1.86,2.68,143.5,117.27,100.6,,,,,0.0,0.0,0.18,2.99,1.77,2.43,1.83,1.93,2.09,27.34,14.4,17.37,64958.0,9.62,22.08,13.26,18.12,1.48,2.57,6.9,6.46,6.44,6.74,20.51,27.23,19.93,18.84,105.46,0.0,0.0,82.18,532333.0___NA__
HB Stockholdings,532216.0,HBSL,Finance & Investments,110.5,2.38,19.1,23.82,74.46,42.38,56.56,,,,,0.0,0.0,0.52,23.67,15.56,9.19,7.09,7.32,11.45,38.63,77.84,66.85,37752.0,-10.1,0.0,0.0,0.0,13.71,20.97,2.49,2.49,2.53,2.36,11.85,5.25,12.64,7.35,2775.36,0.0,0.0,78.86,532216.0_HBSL
HBL Power System,517271.0,HBLPOWER,Auto Ancillaries,503.2,25.3,12.0,17.17,28.21,27.88,22.32,2.02,2.33,2.91,1.59,0.0,0.0,11.09,20.51,14.38,12.47,11.22,8.65,9.97,54.62,12.6,10.8,171714.0,9.8,77.36,101.54,104.69,7.99,12.11,36.96,35.14,32.73,35.72,924.44,709.62,1082.84,249.2,114.89,-6.12,-9.02,13948.44,517271.0_HBLPOWER
HCKK Ventures,539224.0,__NA__,Computers - Software - Medium / Small,91.0,0.34,-0.34,0.94,11.11,12.67,,0.08,0.56,0.0,,0.0,0.0,0.0,2.21,0.07,-0.29,-0.19,-0.48,-0.47,42.44,-25.15,-7.84,1366.0,0.0,174.88,0.0,0.0,-0.29,0.81,185.94,181.64,175.07,175.07,11.17,16.69,16.19,,1027.59,0.9,0.0,33.76,539224.0___NA__
HCL Infosystems,500179.0,HCL-INSYS,Computers - Hardware,17.05,32.9,,,-7.29,-1.28,43.86,13.53,26.55,13.29,12.94,0.0,0.0,0.0,-28.63,-24.42,-22.96,-17.14,,,,-30.17,-8.63,190761.0,0.0,216.76,89.88,53.64,-12.4,-9.89,,,,,291.35,625.5,1707.04,1087.67,-2738.63,0.0,-0.29,561.29,500179.0_HCL-INSYS
HCL Technologies,532281.0,HCLTECH,Computers - Software - Large,1468.8,280.0,22.4,22.86,220.78,188.92,69.82,21.3,20.25,7.45,7.18,0.0,0.0,8796.6,27.82,27.27,28.27,30.54,23.98,22.98,-1.78,23.63,23.31,940079.0,87.38,81.52,84.86,70.71,15.26,15.9,22.39,16.72,18.81,20.56,266658.3,147492.2,124810.76,54075.56,51.02,-3.57,3.61,398583.11,532281.0_HCLTECH
HCP Plastene,526717.0,__NA__,Packaging,160.0,,,-1.06,16.04,,,,,,,0.0,,,4.42,4.42,4.42,4.42,,,,,,4871.0,0.0,62.02,76.13,,,-0.44,475.18,475.18,475.18,475.18,14.92,82.46,90.37,19.23,104.79,-0.06,-0.2,170.81,526717.0___NA__
