Name,BSE Code,NSE Code,Industry,Current Price,Debt,Equity capital,Preference capital,Reserves,Secured loan,Unsecured loan,Balance sheet total,Gross block,Revaluation reserve,Accumulated depreciation,Net block,Capital work in progress,Investments,Current assets,Current liabilities,Book value of unquoted investments,Market value of quoted investments,Contingent liabilities,Total Assets,Working capital,Lease liabilities,Inventory,Trade receivables,Face value,Cash Equivalents,Advance from Customers,Trade Payables,Number of equity shares preceding year,Debt preceding year,Working capital preceding year,Net block preceding year,Gross block preceding year,Capital work in progress preceding year,Working capital 3Years back,Working capital 5Years back,Working capital 7Years back,Working capital 10Years back,Debt 3Years back,Debt 5Years back,Debt 7Years back,Debt 10Years back,Net block 3Years back,Net block 5Years back,Net block 7Years back,Market Capitalization,join_key
Ecoboard Inds.,523732.0,__NA__,Miscellaneous,31.8,15.24,17.83,0.0,-4.64,4.02,20.82,56.15,78.15,0.0,51.52,18.65,0.0,0.0,25.37,29.77,0.0,0.0,5.77,56.15,-1.61,0.0,13.9,8.89,10.0,0.12,0.33,7.29,1.78,24.84,14.78,26.63,78.15,3.25,21.36,-1.43,12.13,28.88,30.14,47.86,42.08,28.59,20.91,35.27,39.89,56.7,523732.0___NA__
Ecofinity Ato,539455.0,__NA__,Trading,40.93,0.0,3.85,0.0,-0.56,0.02,0.0,5.71,0.0,0.0,0.0,0.0,0.0,0.0,5.71,2.42,0.0,0.0,0.0,5.71,3.29,0.0,1.04,2.1,10.0,0.34,0.0,2.35,0.39,0.02,2.4,0.0,0.0,0.0,2.63,3.36,2.65,-0.18,0.42,0.55,0.08,0.0,0.0,0.0,0.0,15.76,539455.0___NA__
Econo Trade Indi,538708.0,__NA__,Finance & Investments,8.44,29.22,18.67,0.0,24.92,0.0,23.46,73.25,0.01,0.0,0.0,0.0,0.0,8.34,72.68,29.29,8.28,0.0,0.0,73.25,72.61,0.0,0.0,0.0,10.0,0.03,0.0,0.0,1.87,23.46,7.3,0.0,0.01,0.0,7.85,31.21,36.71,35.45,2.26,0.0,0.1,0.0,0.0,0.01,0.01,15.74,538708.0___NA__
Ecoplast,526703.0,__NA__,Packaging,386.0,1.1,3.0,0.0,38.96,1.05,0.18,54.63,30.42,0.0,15.62,15.96,0.48,0.0,36.0,10.44,0.0,0.0,0.73,54.63,25.97,0.81,12.45,10.65,10.0,10.04,0.85,8.58,0.3,1.23,19.56,14.8,30.42,0.08,23.15,22.26,21.68,18.77,8.69,9.13,14.71,17.01,16.56,14.0,15.61,115.81,526703.0___NA__
ECS Biztech,540063.0,__NA__,Computers - Software - Medium / Small,12.83,5.59,20.56,0.0,-22.7,0.0,5.69,3.58,0.21,0.0,0.0,0.14,0.0,0.0,0.61,5.72,0.01,0.0,0.0,3.58,0.48,0.0,0.52,0.02,10.0,0.01,0.0,0.02,2.06,5.69,0.35,0.21,0.21,0.0,-2.91,0.61,7.22,,8.21,42.26,76.58,,0.3,9.85,29.5,26.38,540063.0___NA__
Edelweiss.Fin.,532922.0,EDELWEISS,Finance & Investments,66.27,20357.9,89.89,0.0,4672.48,4986.37,16805.09,42919.58,2023.76,0.0,656.58,1322.17,3.65,18491.48,6007.4,15449.16,17224.59,0.0,1824.58,42919.58,-9441.76,109.48,0.0,357.54,1.0,3330.8,0.09,1673.99,94.33,21791.46,-7298.92,1367.18,2023.76,24.77,-1760.13,2195.93,16186.95,8516.41,28436.05,46147.74,33379.02,12948.09,1780.7,1264.77,636.79,6255.06,532922.0_EDELWEISS
Educomp Sol.,532696.0,EDUCOMP,Computers - Education,2.55,2651.61,24.49,0.0,-3066.34,5006.02,-2365.44,229.62,95.19,0.0,90.06,5.01,0.44,81.32,142.16,3226.92,0.0,0.0,1384.06,229.62,-477.47,0.0,0.2,118.33,2.0,13.91,27.96,148.55,12.25,2583.73,-440.21,5.34,95.09,0.0,-2837.45,-2612.18,-1427.83,1154.76,2570.91,2478.4,2507.64,1128.33,6.43,23.72,51.77,31.23,532696.0_EDUCOMP
Edvenswa Enter,517170.0,__NA__,Computers - Software - Medium / Small,58.7,0.0,18.93,0.0,33.76,0.0,0.31,64.17,7.83,0.0,0.0,12.26,0.0,0.05,51.4,8.48,0.0,0.0,0.0,64.17,42.92,0.0,0.0,15.28,10.0,13.89,0.0,1.83,1.82,0.31,36.6,7.83,7.83,0.0,1.0,,,,0.0,,,,0.56,,,111.12,517170.0___NA__
eDynamics Solut.,535694.0,__NA__,Trading,2.94,0.89,25.55,,9.86,,,39.08,,,,0.02,0.0,10.08,9.51,2.78,,,,39.08,6.73,0.0,0.0,2.78,10.0,0.03,,2.62,2.56,0.89,6.6,0.02,0.29,0.0,6.85,6.92,7.46,0.05,1.76,1.66,3.56,0.0,0.03,0.04,0.08,7.52,535694.0___NA__
EFC (I),512008.0,__NA__,Miscellaneous,565.0,409.13,9.96,0.0,416.82,57.98,265.79,957.85,418.38,0.0,77.63,454.32,0.62,11.43,440.04,134.53,0.0,0.0,0.0,957.85,367.59,280.27,0.0,119.55,2.0,174.18,6.85,47.68,3.41,323.77,44.72,340.76,418.38,19.18,,,,,,,,,,,,2812.38,512008.0___NA__
Eicher Motors,505200.0,EICHERMOT,Automobiles - Motorcycles / Mopeds,4676.65,419.44,27.38,0.0,18018.15,195.7,92.71,23127.93,5120.95,0.0,2430.96,3257.83,211.65,13526.96,4151.33,3598.41,0.0,9638.81,162.83,23127.93,700.92,143.86,1409.64,373.78,1.0,146.31,126.28,2090.13,27.35,288.41,386.42,2689.99,5120.95,472.07,5276.72,2035.3,-920.57,182.12,219.25,186.76,111.85,83.9,2433.3,1874.58,872.78,128145.14,505200.0_EICHERMOT
EID Parry,500125.0,EIDPARRY,Sugar,768.1,1740.28,17.75,0.0,7040.5,1055.74,562.1,21493.0,7027.65,0.0,3151.7,4925.68,490.31,1275.15,15193.76,9332.79,12.15,20.03,537.85,21493.0,6957.76,475.8,6948.37,1834.6,1.0,2916.74,139.75,7597.69,17.75,1617.84,5221.27,3875.95,7027.65,499.44,3838.72,5498.61,3679.88,2985.12,1229.49,5124.62,3922.69,4288.15,3583.41,3077.33,3296.57,13635.12,500125.0_EIDPARRY
Eighty Jewellers,543518.0,__NA__,Trading,46.5,6.77,10.2,0.0,15.11,9.71,1.45,36.54,2.57,0.0,1.71,0.45,0.0,1.44,34.14,9.57,0.37,0.0,0.0,36.54,31.34,0.0,31.56,0.38,10.0,0.16,0.34,1.0,1.02,11.16,33.42,0.86,2.57,0.0,19.65,15.17,,,12.33,12.17,,,0.97,1.41,,47.43,543518.0___NA__
EIH,500840.0,EIHOTEL,Hotels,421.95,199.31,125.07,0.0,3814.48,56.55,181.86,5048.41,3386.6,0.0,513.27,2885.25,169.6,448.16,1394.25,544.14,0.0,0.18,47.82,5048.41,861.7,199.31,61.83,199.99,2.0,640.57,62.83,263.66,62.54,238.41,330.4,2870.85,3386.6,96.14,82.07,192.98,213.72,80.9,510.31,550.08,358.93,451.75,2885.38,2628.21,2092.26,26387.27,500840.0_EIHOTEL
EIH Assoc.Hotels,523127.0,EIHAHOTELS,Hotels,930.1,4.04,30.47,0.0,432.37,0.0,5.02,563.46,390.0,0.0,110.1,302.25,7.77,153.22,238.3,60.77,0.0,0.0,12.0,563.46,177.9,4.04,14.46,22.31,10.0,39.74,10.52,42.51,3.05,5.02,-5.25,276.1,390.0,11.69,-5.67,39.85,14.08,25.95,2.21,1.45,1.01,73.75,278.55,251.56,247.69,2834.04,523127.0_EIHAHOTELS
Eiko Lifescience,540204.0,__NA__,Chemicals,48.97,0.0,12.87,0.0,37.81,0.05,0.0,52.74,15.34,0.0,1.46,13.57,0.0,4.02,30.93,1.5,0.0,0.0,0.0,52.74,29.43,0.0,3.39,13.13,10.0,13.35,0.01,1.38,1.39,0.05,8.1,13.88,15.34,0.0,8.45,0.63,0.15,0.04,1.83,0.31,0.41,0.02,0.25,0.37,0.49,60.82,540204.0___NA__
Eimco Elecon(I),523708.0,EIMCOELECO,Engineering,2502.65,0.41,5.77,0.0,380.4,0.0,0.41,450.37,143.53,0.0,70.14,73.4,0.08,179.71,195.6,58.71,0.0,38.02,5.86,450.37,137.17,0.41,85.79,93.78,10.0,8.02,23.16,27.19,0.58,0.64,111.95,76.09,147.64,0.52,92.92,83.69,73.08,96.85,1.69,1.63,0.0,0.0,86.87,74.49,67.55,1444.04,523708.0_EIMCOELECO
Ekam Leasing,530581.0,__NA__,Finance & Investments,5.81,1.57,3.0,0.0,5.9,0.0,1.42,10.77,0.02,0.0,0.02,0.0,0.0,0.0,0.91,0.26,0.0,0.0,0.0,10.77,0.65,0.0,0.0,0.0,5.0,0.72,0.0,0.0,0.6,1.42,1.7,0.0,0.02,0.0,2.3,3.37,1.37,,1.17,1.67,6.73,,0.02,0.15,0.11,3.49,530581.0___NA__
Ekansh Concept,531364.0,__NA__,Miscellaneous,53.79,54.08,15.13,0.0,30.9,0.12,43.3,112.97,2.12,0.0,1.08,0.95,1.25,27.05,81.52,66.77,0.0,0.0,0.0,112.97,68.83,0.0,0.0,9.99,10.0,5.01,21.33,9.27,1.51,43.42,24.93,1.04,2.12,1.25,-14.24,26.89,8.57,18.66,26.53,25.92,0.53,1.2,1.65,1.79,1.83,81.39,531364.0___NA__
Ekennis Software,543475.0,__NA__,Computers - Software - Medium / Small,108.5,0.0,1.4,0.0,3.61,0.0,0.14,5.69,2.03,0.0,0.3,1.7,0.0,0.0,3.87,0.49,0.0,0.0,0.0,5.69,3.38,0.0,0.4,0.62,10.0,2.68,0.01,0.25,0.14,0.14,3.29,1.73,2.03,0.0,,,,,,,,,,,,15.19,543475.0___NA__
EKI Energy,543284.0,__NA__,Miscellaneous,332.9,2.02,27.52,0.0,386.42,64.91,0.0,662.53,29.31,0.0,3.8,115.02,0.0,35.84,312.29,46.25,0.0,0.0,87.73,662.53,266.39,0.0,126.04,43.22,10.0,46.42,2.02,40.72,2.75,64.91,543.86,25.51,29.31,85.08,19.87,2.68,1.38,0.73,1.47,1.28,1.65,1.1,1.14,0.14,0.86,916.37,543284.0___NA__
EL Forge,531144.0,__NA__,Castings & Forgings,19.73,0.0,20.32,12.11,2.16,0.0,0.0,37.96,122.96,0.0,99.48,22.01,0.0,0.0,14.86,10.79,0.0,0.0,1.47,37.96,4.07,0.0,3.8,5.44,10.0,3.55,3.61,8.46,2.03,0.0,2.22,23.47,122.96,0.0,-0.12,-59.18,-7.54,-19.9,0.0,30.34,139.77,137.6,31.99,41.02,55.8,40.09,531144.0___NA__
Elango Industrie,513452.0,__NA__,Miscellaneous,12.36,0.0,3.82,0.0,0.17,0.0,0.0,4.73,0.2,0.0,0.06,0.12,0.0,0.0,3.3,0.7,0.0,0.0,0.0,4.73,2.6,0.0,0.0,0.0,10.0,0.0,0.0,0.01,0.38,0.0,2.62,0.14,0.2,0.0,1.32,3.4,3.77,0.27,0.0,0.0,0.0,0.0,0.06,0.0,0.0,4.72,513452.0___NA__
Elantas Beck,500123.0,__NA__,Chemicals,11697.85,0.0,7.93,0.0,724.07,0.0,0.0,880.53,163.38,0.0,63.97,99.41,17.05,517.14,241.83,123.97,0.0,517.14,3.68,880.53,117.86,0.0,73.24,102.03,10.0,57.03,0.24,87.65,0.79,0.0,127.53,98.36,151.0,12.69,74.91,87.78,72.14,18.12,0.0,0.0,0.0,0.0,102.71,69.84,36.39,9276.4,500123.0___NA__
Elcid Investment,503681.0,__NA__,Finance & Investments,3.53,0.0,0.2,0.0,11686.38,0.0,0.0,12482.35,20.76,0.0,2.02,28.98,0.0,12451.79,1.58,9.64,0.0,0.0,0.0,12482.35,-8.06,0.0,0.0,0.0,10.0,1.23,0.0,0.0,0.02,0.0,1.45,18.74,20.76,0.0,4.71,0.84,3.46,0.95,0.0,0.0,0.0,0.0,17.51,2.53,1.24,0.07,503681.0___NA__
Eldeco Housing,523329.0,ELDEHSG,Construction,1035.55,83.94,1.97,0.0,368.61,0.46,2.11,692.28,25.81,0.0,7.03,18.06,0.0,0.33,603.82,235.89,0.0,0.13,2.23,692.28,368.96,1.62,437.24,3.31,2.0,117.39,183.77,20.46,0.98,2.57,272.03,18.78,25.81,0.0,208.62,168.47,111.89,70.4,3.39,0.46,3.26,7.4,18.49,12.9,13.54,1018.26,523329.0_ELDEHSG
Elecon Engg.Co,505700.0,ELECON,Engineering,1335.75,70.46,22.44,0.0,1581.59,0.0,70.46,2123.08,1182.18,0.0,413.63,768.55,0.91,286.41,1013.77,399.31,0.0,0.0,111.87,2123.08,625.51,70.46,229.74,445.1,2.0,263.31,104.78,194.04,11.22,51.58,537.26,753.99,1127.24,0.12,480.17,523.6,368.78,626.03,335.13,548.16,583.44,633.38,757.91,798.84,860.92,14987.13,505700.0_ELECON
Electro Force,-1.0,EFORCE,Electric Equipment,78.7,0.0,17.4,0.0,46.8,0.0,0.0,85.65,16.0,0.0,12.92,2.81,0.0,0.0,81.35,15.36,0.0,0.0,2.36,85.65,65.99,0.0,9.82,4.21,10.0,1.15,46.73,3.91,1.74,0.0,14.73,3.08,16.0,0.0,0.11,,,,5.87,,,,7.37,,,184.16,-1.0_EFORCE
Electronics Mart,543626.0,EMIL,Trading,230.4,1569.85,384.75,0.0,985.0,614.29,817.46,3057.35,1298.86,0.0,156.74,1356.35,44.94,0.11,1539.81,779.72,0.0,0.0,1.08,3057.35,1422.31,857.05,969.28,181.42,10.0,83.67,8.48,43.01,38.47,1431.75,1331.82,1142.12,1298.86,13.88,741.62,479.98,,,967.88,377.06,,,673.65,179.36,,8864.62,543626.0_EMIL
Electrost.Cast.,500128.0,ELECTCAST,Castings & Forgings,176.75,2332.14,61.82,0.0,5051.04,1874.6,792.79,9108.26,3481.64,0.0,750.8,2928.26,1228.56,204.42,4575.91,2899.18,0.0,0.01,379.34,9108.26,3535.48,65.69,2273.49,1365.17,1.0,400.36,0.0,547.6,59.46,2667.39,3177.09,2730.84,3481.64,1302.45,2100.54,1113.18,1229.72,1104.43,2137.53,1761.14,2056.95,2570.87,2632.57,1633.11,1706.78,10509.69,500128.0_ELECTCAST
Electrotherm(I),526608.0,ELECTHERM,Steel - Medium / Small,794.8,1770.34,12.74,0.0,-793.86,1970.35,16.08,1841.28,1465.82,0.0,828.06,612.58,44.1,7.74,1102.24,1991.21,0.0,0.0,412.86,1841.28,274.78,1.03,617.67,224.01,10.0,62.34,333.89,427.49,1.27,1986.43,197.3,637.76,1465.82,26.08,340.84,-669.6,-498.86,-968.13,2233.64,2615.78,3073.09,3233.39,738.43,948.71,1117.61,1012.8,526608.0_ELECTHERM
Elegant Floricul,526473.0,__NA__,Miscellaneous,6.09,0.0,19.97,0.0,0.98,0.0,0.0,21.39,10.11,0.0,8.4,1.34,2.99,0.0,17.02,0.07,0.0,0.0,0.0,21.39,16.95,0.0,0.0,0.16,10.0,0.09,0.0,0.04,2.0,0.0,16.63,1.71,10.11,2.99,6.0,14.64,6.83,5.51,0.42,6.6,1.16,0.29,2.45,3.23,4.01,12.18,526473.0___NA__
Elegant Marbles,526705.0,__NA__,Miscellaneous,256.8,0.0,2.96,0.0,126.47,0.0,0.0,134.71,6.58,0.0,4.63,4.84,0.0,98.49,31.06,4.47,0.0,76.45,0.0,134.71,26.59,0.0,24.19,1.38,10.0,3.72,5.21,0.75,0.37,0.0,20.31,1.95,6.58,0.0,21.37,16.07,3.09,7.95,0.0,0.0,0.0,0.0,0.85,1.03,0.96,93.99,526705.0___NA__
Elgi Equipments,522074.0,ELGIEQUIP,Compressors / Drilling Equipment,734.7,638.05,31.69,0.0,1579.39,344.84,231.94,2820.93,1034.32,0.0,447.48,586.62,9.53,40.87,2119.22,1103.99,0.0,0.0,7.5,2820.93,1579.39,77.6,622.23,603.1,1.0,774.5,0.0,345.43,31.69,576.78,1309.83,586.84,1034.32,2.92,717.92,420.24,356.88,301.6,464.72,237.74,251.07,337.35,572.0,504.22,440.9,23283.35,522074.0_ELGIEQUIP
Elgi Rubber Co,-1.0,ELGIRUBCO,Miscellaneous,73.95,306.93,5.01,0.0,184.74,262.11,9.24,565.99,404.34,0.0,176.62,245.15,16.45,40.07,226.44,273.2,0.0,29.16,19.8,565.99,157.12,0.7,110.46,61.92,1.0,25.8,10.35,45.09,5.0,271.35,135.74,227.72,404.34,21.52,148.65,166.76,178.89,200.12,243.39,284.91,246.1,151.44,209.02,225.7,234.49,370.49,-1.0_ELGIRUBCO
Elin Electronics,543725.0,ELIN,Electronics - Components,212.25,11.99,23.96,0.0,479.14,77.85,0.52,669.22,379.15,0.0,146.77,223.6,11.94,63.28,423.42,154.42,0.0,0.0,14.39,669.22,280.48,0.52,110.53,199.44,5.0,33.71,4.44,108.52,4.97,78.37,283.37,232.37,379.15,0.09,188.6,115.89,,,113.97,86.3,,,161.26,122.34,,1053.99,543725.0_ELIN
Elixir Capital,531278.0,__NA__,Finance & Investments,106.95,23.6,5.8,0.0,42.63,7.17,0.17,96.38,8.99,0.0,5.45,3.27,0.0,12.24,70.92,28.14,11.07,0.0,0.0,96.38,66.38,0.0,54.42,0.23,10.0,9.62,0.0,0.77,0.58,7.34,31.05,3.54,8.99,0.0,34.22,27.88,25.46,12.5,17.44,1.22,1.72,1.54,3.93,4.54,4.75,62.03,531278.0___NA__
Elnet Technolog,517477.0,__NA__,Construction,340.0,4.26,4.0,0.0,135.36,0.0,4.26,159.07,42.97,0.0,20.77,21.86,0.0,4.24,119.53,13.1,0.0,0.0,12.74,159.07,110.69,0.0,0.0,2.53,10.0,111.51,0.0,0.45,0.4,4.26,35.04,22.2,42.97,0.0,61.05,43.4,9.3,13.01,4.26,4.26,4.26,4.26,24.48,25.63,22.86,136.0,517477.0___NA__
Elpro Internatio,504000.0,__NA__,Construction,100.3,365.44,16.95,0.0,1590.49,127.61,0.0,2127.11,439.28,0.0,20.89,456.08,0.0,1578.24,192.21,242.51,0.0,482.37,0.14,2127.11,130.24,0.0,0.91,6.73,1.0,4.26,0.57,17.37,16.95,127.61,-9.4,418.39,439.28,0.0,-7.47,-57.6,-29.66,-45.8,208.8,137.27,205.07,110.11,196.2,175.95,102.74,1699.84,504000.0___NA__
EMA India,522027.0,__NA__,Engineering,43.42,1.2,1.01,0.0,-2.13,0.0,0.83,0.48,0.35,0.0,0.0,0.26,0.0,0.0,0.19,1.61,0.0,0.0,0.0,0.48,-0.22,0.0,0.05,0.0,10.0,0.01,0.0,0.0,0.1,0.83,-0.16,0.35,0.35,0.0,-0.08,0.03,0.53,1.47,0.2,0.0,0.0,0.07,0.47,0.68,0.32,4.39,522027.0___NA__
Emami,531162.0,EMAMILTD,Personal Care - Indian,759.05,93.95,43.65,0.0,2402.94,69.42,21.09,3279.7,3691.9,0.0,2446.55,1114.46,6.72,441.54,1418.21,758.83,0.03,0.0,9.75,3279.7,737.9,28.26,323.4,494.21,1.0,201.38,8.42,454.59,44.12,90.51,531.02,1245.35,3691.9,6.33,434.25,271.4,-201.64,241.92,100.74,109.87,472.96,37.62,1131.83,1680.07,1993.78,33132.57,531162.0_EMAMILTD
Emami Paper,533208.0,EMAMIPAP,Paper,117.7,606.29,12.1,243.5,762.01,776.79,81.62,1714.42,1617.72,0.0,469.53,1085.48,9.72,44.95,554.42,543.57,0.0,0.0,97.72,1714.42,387.12,0.0,247.07,261.03,2.0,5.31,1.22,116.92,6.05,858.41,516.18,1148.19,1617.72,3.7,259.15,255.05,272.79,205.96,907.79,1248.96,1391.94,555.51,1225.41,1297.13,1219.95,712.07,533208.0_EMAMIPAP
Emami Realty Ltd,533218.0,EMAMIREAL,Construction,103.65,1916.45,7.57,0.0,-43.25,60.34,1526.94,2273.56,55.46,0.0,6.39,36.18,0.0,122.44,2118.66,1403.31,3.18,5.08,124.33,2273.56,1764.87,1.98,937.46,11.8,2.0,23.86,216.2,5.22,3.78,1587.28,1515.21,49.07,55.46,0.0,1651.21,1475.5,807.13,301.74,1671.41,2557.16,1555.95,728.79,52.46,72.49,58.51,392.25,533218.0_EMAMIREAL
Embassy Off.REIT,542602.0,EMBASSY,Construction,355.5,16959.25,28826.21,0.0,-5552.04,15851.06,1108.19,47359.64,43907.83,0.0,3986.58,39921.26,1803.5,2964.05,1325.06,5245.12,0.0,0.0,440.23,47359.64,-182.91,151.29,5.09,34.77,300.0,1026.85,40.88,42.49,94.79,14841.75,-396.55,38466.01,41578.3,1266.84,-56.73,3149.27,,,10655.78,7847.04,,,37428.4,26756.25,,33697.62,542602.0_EMBASSY
Emerald Finance,538882.0,__NA__,Finance & Investments,31.2,14.53,30.14,0.0,16.74,4.34,1.9,64.86,0.46,0.0,0.2,0.5,0.0,0.05,64.32,2.4,0.47,0.0,0.0,64.86,61.92,0.0,0.0,1.66,10.0,2.97,0.0,0.0,3.01,6.24,6.41,0.26,0.46,0.0,19.21,15.0,4.32,,2.68,0.94,0.0,,0.05,0.08,0.03,94.04,538882.0___NA__
Emerald Leisures,507265.0,__NA__,Hotels,232.4,120.6,2.5,31.72,-79.49,18.55,64.15,67.64,64.98,28.52,0.0,62.53,0.0,1.51,2.97,87.55,0.0,0.0,0.0,67.64,-9.64,0.0,1.13,0.65,5.0,0.41,3.13,1.88,0.5,82.7,-12.71,64.98,64.98,0.0,-27.25,-23.97,-19.76,-8.2,63.46,60.67,96.12,55.71,71.28,80.23,77.77,116.34,507265.0___NA__
Emergent Indust.,506180.0,__NA__,Trading,99.22,0.0,4.57,0.0,19.43,0.0,0.0,90.18,0.48,0.0,0.28,0.14,0.0,0.0,89.76,66.02,0.0,0.0,0.0,90.18,23.74,0.0,42.73,14.95,10.0,28.45,0.14,25.85,0.46,0.0,21.86,0.2,0.48,0.0,19.17,14.71,12.25,1.62,0.0,0.0,0.0,0.0,0.16,0.03,0.05,45.34,506180.0___NA__
Emk.Global Fin.,532737.0,EMKAY,Finance & Investments,164.0,52.04,24.69,0.0,216.19,14.97,18.0,1065.27,61.63,0.0,23.61,42.79,0.0,26.16,946.32,754.52,16.09,0.0,197.07,1065.27,191.8,9.16,0.0,126.45,10.0,582.8,0.02,208.89,2.46,32.97,125.28,38.01,61.63,0.0,88.17,83.33,112.71,103.78,17.02,23.43,48.63,34.46,34.46,35.47,35.34,405.29,532737.0_EMKAY
Emkay Taps & Cut,-1.0,EMKAYTOOLS,Engineering,995.0,6.48,10.67,0.0,288.24,5.73,0.0,337.44,58.02,0.0,41.57,13.85,0.0,254.75,68.52,37.95,50.55,0.0,0.0,337.44,37.05,0.0,16.37,23.79,10.0,3.75,0.0,4.26,1.07,5.73,28.36,16.45,58.02,0.0,28.7,29.0,23.68,14.02,0.0,2.86,5.1,1.86,19.06,17.11,18.15,1061.79,-1.0_EMKAYTOOLS
Emmbi Industries,533161.0,EMMBI,Packaging,112.2,156.39,17.69,0.0,152.44,146.85,0.0,388.4,227.5,0.0,65.7,176.31,0.0,0.01,206.71,158.48,0.0,0.0,3.69,388.4,162.17,0.0,110.51,78.02,10.0,1.17,0.0,42.59,1.77,146.85,153.95,161.8,227.5,4.62,140.48,99.68,82.34,76.0,136.42,104.48,78.54,69.37,137.17,117.41,80.18,198.49,533161.0_EMMBI
Emmessar Biotech,524768.0,__NA__,Chemicals,39.1,0.11,5.0,0.0,2.41,0.08,0.0,8.74,2.93,0.0,0.93,1.91,0.0,0.01,6.83,0.5,0.0,0.0,0.0,8.74,6.44,0.0,0.09,0.02,10.0,6.18,0.0,0.01,0.5,0.08,5.59,2.0,2.93,0.0,3.99,1.57,0.93,0.14,0.0,0.07,0.0,0.0,1.86,1.99,0.72,19.55,524768.0___NA__
Emmforce,544166.0,__NA__,Auto Ancillaries,175.3,42.33,,,4.27,,,81.92,,,,27.55,2.84,0.0,51.19,35.57,,,,81.92,31.78,0.0,9.44,20.7,10.0,0.36,,14.77,,,,,,,,,,,,,,,,,,359.35,544166.0___NA__
Empire Inds.,509525.0,__NA__,Diversified - Medium / Small,1002.0,167.91,6.0,0.0,294.22,69.0,113.63,727.07,443.55,0.0,126.89,315.25,0.18,28.55,367.3,250.22,0.0,0.0,0.0,727.07,218.95,8.32,105.89,163.54,10.0,79.27,23.54,29.83,0.6,182.63,246.01,316.67,443.55,9.45,199.94,232.63,235.86,74.17,258.97,225.48,129.87,100.17,303.43,212.56,215.13,601.2,509525.0___NA__
Empower India,504351.0,__NA__,Trading,2.65,0.0,116.38,0.0,179.52,0.0,0.86,304.09,0.0,0.0,0.0,0.0,0.0,196.68,5.9,8.17,0.0,0.0,0.0,304.09,-2.27,0.0,5.17,0.21,1.0,0.43,0.0,8.01,116.38,0.86,1.07,0.0,0.0,0.0,3.47,136.79,-39.22,,0.01,166.04,42.19,,0.0,0.0,0.12,308.41,504351.0___NA__
EMS,543983.0,EMSLIMITED,Construction,673.3,70.65,55.53,0.0,742.6,45.0,0.4,970.2,71.93,0.0,17.98,93.55,0.0,10.39,546.89,89.03,0.59,0.0,251.74,970.2,458.09,0.0,88.86,242.62,10.0,119.52,1.37,8.08,,45.4,409.33,53.95,71.93,4.03,234.06,,,,3.58,,,,35.53,,,3738.9,543983.0_EMSLIMITED
eMudhra,543533.0,EMUDHRA,Computers - Software - Medium / Small,872.9,7.64,40.42,0.0,615.87,0.0,7.64,749.99,348.98,0.0,96.32,252.66,50.6,4.02,435.48,75.73,0.0,0.0,3.23,749.99,367.36,0.17,2.94,103.29,5.0,245.44,0.0,23.96,7.81,25.32,190.5,162.04,246.22,47.23,22.24,21.69,,,52.23,21.23,,,124.61,61.6,,7228.65,543533.0_EMUDHRA
Enbee Trade,512441.0,__NA__,Finance & Investments,11.68,31.31,14.32,0.0,16.26,0.0,24.9,64.14,0.83,0.0,0.21,1.51,0.0,0.0,0.17,1.18,0.0,0.0,0.0,64.14,-1.01,0.0,0.0,0.0,10.0,0.01,0.0,0.0,3.36,24.9,-1.13,0.62,0.83,0.0,-0.58,-0.14,9.13,1.34,0.0,0.0,0.0,0.0,0.04,0.01,0.0,16.72,512441.0___NA__
Encode Packaging,530733.0,__NA__,Packaging,14.92,0.1,3.15,0.0,0.2,0.0,0.1,3.63,1.61,0.0,0.28,1.11,0.0,0.3,2.22,0.0,0.3,0.0,0.0,3.63,2.22,0.0,0.0,1.02,10.0,0.4,0.0,0.0,0.32,0.1,1.7,1.33,1.61,0.0,3.23,0.1,0.09,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,530733.0___NA__
Endurance Tech.,540153.0,ENDURANCE,Auto Ancillaries,2702.0,765.34,140.66,0.0,4836.78,32.19,482.58,7885.69,5794.29,0.0,2651.43,3632.79,156.72,792.59,3779.36,2237.43,194.47,290.12,70.35,7885.69,1810.53,25.56,872.21,1262.38,10.0,504.68,33.07,1604.47,14.07,514.77,832.67,3142.86,5794.29,170.89,999.61,558.4,341.71,339.9,641.09,730.5,693.98,698.03,2602.57,2163.13,1633.69,38007.11,540153.0_ENDURANCE
Energy Devl.Co.,532219.0,ENERGYDEV,Power Generation And Supply,24.0,153.85,47.5,24.86,53.7,73.84,59.79,350.35,226.36,0.0,75.12,140.98,29.71,12.29,127.46,166.06,0.0,0.0,351.75,350.35,26.04,0.13,0.69,39.96,10.0,17.98,4.49,15.34,4.75,133.63,29.51,151.24,226.36,29.71,12.11,16.38,0.63,-11.7,138.6,141.57,166.03,297.84,171.77,192.13,196.88,114.02,532219.0_ENERGYDEV
Energy-Mission,-1.0,EMMIL,Engineering,375.0,32.45,2.78,0.0,26.18,21.69,0.19,100.48,35.25,0.0,9.61,25.09,1.27,0.08,72.69,59.2,0.0,0.0,0.41,100.48,40.27,0.0,62.45,7.72,10.0,0.05,8.28,19.56,0.0,21.88,18.45,25.64,35.25,0.0,7.7,,,,22.28,,,,25.53,,,424.76,-1.0_EMMIL
