Name,BSE Code,NSE Code,Industry,Current Price,Sales,OPM,Profit after tax,Return on capital employed,EPS,Change in promoter holding,Sales last year,Operating profit last year,Other income last year,EBIDT last year,Depreciation last year,EBIT last year,Interest last year,Profit before tax last year,Tax last year,Profit after tax last year,Extraordinary items last year,Net Profit last year,Dividend last year,Material cost last year,Employee cost last year,OPM last year,NPM last year,Operating profit,Interest,Depreciation,EPS last year,EBIT,Net profit,Current Tax,Tax,Other income,Last annual result date,Sales preceding year,Operating profit preceding year,Other income preceding year,EBIDT preceding year,Depreciation preceding year,EBIT preceding year,Interest preceding year,Profit before tax preceding year,Tax preceding year,Profit after tax preceding year,Extraordinary items preceding year,Net Profit preceding year,Dividend preceding year,OPM preceding year,NPM preceding year,EPS preceding year,Sales preceding 12months,Net profit preceding 12months,Market Capitalization,join_key
Garware Tech.,509557.0,GARFIBRES,Textiles - Products,4044.95,1325.61,20.49,208.19,23.05,102.16,0.3,1325.61,271.62,43.19,314.81,25.88,288.93,17.21,271.72,63.54,208.19,0.0,208.19,6.11,27.59,193.61,20.49,15.71,271.62,17.21,25.88,102.16,288.93,208.19,58.94,63.54,43.19,202403.0,1305.55,229.83,27.61,255.75,22.31,233.44,11.95,223.18,50.98,170.92,1.69,172.2,7.13,17.6,13.09,84.5,1313.83,198.29,8242.84,509557.0_GARFIBRES
Gateway Distri,543489.0,GATEWAY,Miscellaneous,104.2,1496.94,23.61,245.36,12.53,4.91,0.0,1496.94,353.47,22.94,376.41,88.15,288.26,42.96,245.3,-0.07,245.36,0.0,245.36,0.0,0.0,73.12,23.61,16.39,353.47,42.96,88.15,4.91,288.26,245.36,43.77,-0.07,22.94,202403.0,1396.06,354.91,28.08,382.1,99.71,282.39,43.55,239.73,3.9,235.1,0.89,235.83,99.93,25.42,16.84,4.72,1498.5,259.95,5206.27,543489.0_GATEWAY
Gautam Exim,540613.0,__NA__,Trading,68.73,168.56,0.65,0.15,3.84,0.49,0.0,168.56,1.1,0.0,1.1,0.05,1.05,0.84,0.21,0.06,0.15,0.0,0.15,0.0,98.8,0.47,0.65,0.09,1.1,0.84,0.05,0.49,1.05,0.15,0.07,0.06,0.0,202403.0,279.55,0.06,1.97,2.03,0.06,1.97,1.46,0.51,0.14,0.37,0.0,0.37,0.0,0.02,0.13,1.2,,,21.18,540613.0___NA__
Gautam Gems,540936.0,__NA__,Trading,8.72,101.34,0.72,0.38,2.02,0.09,-1.12,101.34,0.73,0.24,0.97,0.1,0.87,0.35,0.52,0.14,0.38,0.0,0.38,0.0,98.05,0.91,0.72,0.37,0.73,0.35,0.1,0.09,0.87,0.38,0.09,0.14,0.24,202403.0,91.49,0.79,0.15,0.94,0.1,0.84,0.35,0.49,0.14,0.35,0.0,0.35,0.0,0.86,0.38,0.07,153.83,0.75,35.61,540936.0___NA__
Gayatri BioOrga.,524564.0,__NA__,Miscellaneous,6.39,0.0,,-0.68,-44.73,-0.09,0.0,0.0,-0.53,0.0,-0.53,0.0,-0.53,0.15,-0.68,0.0,-0.68,0.0,-0.68,0.0,,0.09,,-60.48,-0.53,0.15,0.0,-0.09,-0.53,-0.68,0.0,0.0,0.0,202403.0,1.67,-0.77,0.0,-0.77,0.0,-0.77,0.03,-0.8,0.21,-1.01,0.0,-1.01,0.0,-46.11,-60.48,-0.13,1.67,-1.12,50.35,524564.0___NA__
Gayatri Highways,541546.0,GAYAHWS,Construction,1.58,1.72,-427.91,-21.96,118.51,-18.41,0.0,1.72,-7.36,-398.87,12.98,0.08,12.9,15.09,-421.4,0.05,-21.96,-419.21,-441.12,0.0,0.0,0.08,-427.91,-1276.74,-7.36,15.09,0.08,-18.41,12.9,-441.12,0.05,0.05,-398.87,202403.0,7.63,-0.54,-96.54,13.12,0.04,13.08,20.84,-117.96,0.0,-296.84,-110.2,-117.96,0.0,-7.08,-3890.43,-4.92,2.02,-149.27,37.86,541546.0_GAYAHWS
Gayatri Projects,532767.0,GAYAPROJ,Construction,6.46,1369.06,-65.65,-1314.87,-16.57,-77.75,-0.01,3102.34,-409.44,-137.01,-405.94,76.27,-482.21,338.08,-960.8,-2.59,-817.7,-140.51,-958.21,0.0,0.2,135.65,-13.2,-26.36,-898.76,399.86,60.37,-51.19,-915.51,-1455.38,-0.51,-0.51,-96.89,202203.0,3900.52,435.46,7.53,442.99,84.5,358.49,320.75,37.74,-5.36,43.1,0.0,43.1,0.0,11.16,1.1,2.3,1938.54,-1451.95,120.91,532767.0_GAYAPROJ
Gayatri Rubbers,-1.0,GRCL,Miscellaneous,323.3,24.41,11.18,1.56,24.82,2.72,0.0,24.41,2.73,0.03,2.76,0.35,2.41,0.32,2.09,0.53,1.56,0.0,1.56,0.0,84.6,0.62,11.18,6.39,2.73,0.32,0.35,2.72,2.41,1.56,0.54,0.53,0.03,202403.0,22.21,1.73,0.0,1.73,0.21,1.52,0.28,1.24,0.32,0.91,0.0,0.91,0.0,7.79,4.1,1.59,,,185.51,-1.0_GRCL
Gayatri Sugars,532183.0,__NA__,Sugar,22.55,377.11,9.95,7.04,59.72,1.09,0.0,377.11,37.52,0.49,38.01,6.67,31.34,24.3,7.04,0.0,7.04,0.0,7.04,0.0,71.85,23.61,9.95,1.87,37.52,24.3,6.67,1.09,31.34,7.04,0.0,0.0,0.49,202403.0,388.31,39.78,26.4,40.32,7.97,32.35,23.89,34.32,0.0,8.46,25.86,34.32,0.0,10.24,2.18,7.85,379.15,40.71,146.13,532183.0___NA__
GCM Capital,538319.0,__NA__,Finance & Investments,7.1,1.41,61.7,0.52,2.3,0.31,0.0,1.41,0.87,0.01,0.88,0.23,0.65,0.06,0.59,0.07,0.52,0.0,0.52,0.0,-26.95,0.48,61.7,36.88,0.87,0.06,0.23,0.31,0.65,0.52,0.06,0.07,0.01,202403.0,3.73,-6.87,0.0,-6.87,0.21,-7.08,0.04,-7.12,0.1,-7.22,0.0,-7.22,0.0,-184.18,-193.57,-4.26,,,12.03,538319.0___NA__
GCM Commodity,535917.0,__NA__,Finance & Investments,6.56,2.97,-56.23,-0.68,-4.54,-0.92,0.0,2.97,-1.67,0.99,-0.68,0.0,-0.68,0.0,-0.68,0.0,-0.68,0.0,-0.68,0.0,138.72,0.23,-56.23,-22.9,-1.67,0.0,0.0,-0.92,-0.68,-0.68,0.0,0.0,0.99,202403.0,0.27,0.71,0.0,0.71,0.0,0.71,0.0,0.71,0.0,0.7,0.0,0.7,0.0,262.96,259.26,0.94,,,4.87,535917.0___NA__
GCM Securit.,535431.0,__NA__,Finance & Investments,1.0,0.0,,-0.38,-2.57,-0.02,0.0,0.0,-0.81,0.47,-0.34,0.01,-0.35,0.0,-0.35,0.03,-0.38,0.0,-0.38,0.0,,0.38,,-1883.33,-0.81,0.0,0.01,-0.02,-0.35,-0.38,0.0,0.03,0.47,202403.0,0.06,-1.09,0.0,-1.09,0.03,-1.12,0.0,-1.12,0.01,-1.13,0.0,-1.13,0.0,-1816.67,-1883.33,-0.06,0.0,-1.33,19.0,535431.0___NA__
Gconnect Logitec,544156.0,__NA__,Miscellaneous,73.5,4.01,11.47,0.24,42.86,1.04,,4.01,0.46,0.0,0.46,0.13,0.33,0.0,0.33,0.09,0.24,0.0,0.24,0.0,72.32,0.34,11.47,5.99,0.46,0.0,0.13,1.04,0.33,0.24,0.1,0.09,0.0,202403.0,1.01,0.14,0.0,0.14,0.0,0.14,0.0,0.14,0.04,0.11,0.0,0.11,0.0,13.86,10.89,6.32,,,27.34,544156.0___NA__
GE Power,532309.0,GEPIL,Engineering - Turnkey Services,409.05,1624.76,-14.22,-171.33,-25.31,-25.49,0.0,1624.76,-231.09,146.64,-84.45,20.14,-104.59,66.74,-171.33,0.0,-171.33,0.0,-171.33,0.0,76.94,398.58,-14.22,-10.54,-231.09,66.74,20.14,-25.49,-104.59,-171.33,0.0,0.0,146.64,202403.0,1795.81,-312.66,80.52,-221.45,22.53,-243.98,76.6,-331.27,109.31,-433.43,-10.69,-440.58,0.0,-17.41,-24.14,-65.54,1578.48,-326.97,2750.07,532309.0_GEPIL
GE Shipping Co,500620.0,GESHIP,Shipping,1222.6,5255.17,57.5,2614.18,20.15,183.11,0.0,5255.17,3021.62,663.53,3685.15,726.07,2959.08,264.7,2694.38,80.2,2614.18,0.0,2614.18,518.26,0.0,886.25,57.5,49.74,3021.62,264.7,726.07,183.11,2959.08,2614.18,59.2,80.2,663.53,202403.0,5690.46,3127.65,480.68,3491.13,712.05,2779.08,342.74,2553.54,-21.47,2459.33,117.2,2575.01,411.18,54.96,43.22,180.36,5213.82,2431.04,17454.74,500620.0_GESHIP
GE T&D India,522275.0,GET&D,Electric Equipment,1535.45,3167.91,10.07,181.05,22.15,7.07,0.0,3167.91,318.97,22.55,341.52,50.15,291.37,28.3,263.07,82.02,181.05,0.0,181.05,51.21,65.59,373.81,10.07,5.72,318.97,28.3,50.15,7.07,291.37,181.05,46.16,82.02,22.55,202403.0,2773.22,121.36,22.24,155.29,55.38,99.91,61.47,26.75,28.24,-2.14,-11.69,-1.49,0.0,4.38,-0.08,-0.06,2957.36,99.41,39315.18,522275.0_GET&D
GEE,504028.0,__NA__,Electrodes - Welding Equipment,120.65,369.14,8.0,12.86,9.27,4.95,0.0,369.14,29.52,0.73,30.25,4.01,26.24,8.17,18.07,5.21,12.86,0.0,12.86,0.0,76.78,19.55,8.0,3.48,29.52,8.17,4.01,4.95,26.24,12.86,5.33,5.21,0.73,202403.0,393.99,27.23,-2.54,28.56,4.2,24.36,8.95,11.54,3.03,11.15,-3.87,8.51,0.0,6.91,2.83,3.27,376.78,9.63,313.56,504028.0___NA__
GeeCee Vent.,532764.0,GEECEE,Construction,382.45,96.68,46.5,37.22,7.18,17.81,0.0,96.68,44.96,0.43,45.39,1.95,43.44,0.06,43.38,6.16,37.22,0.0,37.22,0.0,41.52,5.29,46.5,38.5,44.96,0.06,1.95,17.81,43.44,37.22,6.16,6.16,0.43,202403.0,40.04,14.96,1.31,16.26,1.73,14.53,0.2,14.34,2.74,11.59,0.01,11.6,4.18,37.36,28.95,5.56,37.87,8.23,799.76,532764.0_GEECEE
Geekay Wires,-1.0,GEEKAYWIRE,Steel - Medium / Small,93.13,411.55,8.85,38.53,34.52,7.37,0.0,411.55,36.44,29.11,65.55,5.4,60.15,5.35,54.8,16.28,38.53,0.0,38.53,0.0,78.78,16.86,8.85,9.36,36.44,5.35,5.4,7.37,60.15,38.53,15.09,16.28,29.11,202403.0,399.22,27.27,18.04,48.28,4.08,44.2,6.51,34.72,10.3,26.52,-2.97,24.43,2.82,6.83,6.64,4.67,416.42,41.1,486.7,-1.0_GEEKAYWIRE
Geetanjali Cred.,539486.0,__NA__,Finance & Investments,4.75,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202403.0,0.0,-0.01,0.0,-0.01,0.0,-0.01,0.0,-0.01,0.0,-0.01,0.0,-0.01,0.0,,16.67,-0.02,0.0,-0.03,2.1,539486.0___NA__
Gem Enviro,544199.0,__NA__,Miscellaneous,173.15,42.5,31.44,10.02,65.84,323.64,,42.5,13.36,0.28,13.64,0.05,13.59,0.09,13.5,3.48,10.02,0.0,10.02,1.49,15.41,2.41,31.44,23.58,13.36,0.09,0.05,323.64,13.59,10.02,3.48,3.48,0.28,202303.0,32.78,10.01,0.11,10.12,0.06,10.06,0.09,9.97,2.52,7.45,0.0,7.45,0.54,30.54,22.73,206.94,,,390.46,544199.0___NA__
Gem Spinners,521133.0,__NA__,Textiles - Cotton/Blended,3.52,0.0,,-0.58,-29.65,-0.09,0.0,0.0,-0.43,0.0,-0.43,0.16,-0.59,0.0,-0.59,0.0,-0.58,0.0,-0.58,0.0,,0.15,,,-0.43,0.0,0.16,-0.09,-0.59,-0.58,0.0,0.0,0.0,202403.0,0.0,-0.54,0.0,-0.54,0.16,-0.7,0.0,-0.7,0.0,-0.7,0.0,-0.7,0.0,,,-0.11,0.0,-0.57,21.61,521133.0___NA__
Gemstone Invest.,531137.0,__NA__,Finance & Investments,1.78,2.11,23.7,0.35,2.06,0.05,0.0,2.11,0.5,0.0,0.5,0.0,0.5,0.01,0.49,0.13,0.35,0.0,0.35,0.0,0.0,0.05,23.7,16.59,0.5,0.01,0.0,0.05,0.5,0.35,0.13,0.13,0.0,202403.0,1.19,0.28,0.0,0.28,0.01,0.27,0.0,0.27,0.04,0.23,0.0,0.23,0.0,23.53,19.33,0.03,1.87,0.61,13.31,531137.0___NA__
General Insuranc,540755.0,GICRE,Finance & Investments,386.1,45374.94,14.86,6685.88,15.78,38.11,0.0,45374.94,6742.98,1181.93,7924.91,0.0,7924.91,0.0,7924.91,1416.76,6685.88,0.0,6685.88,1754.4,0.0,223.17,14.86,14.73,6742.98,0.0,0.0,38.11,7924.91,6685.88,1416.76,1416.76,1181.93,202403.0,46638.29,6928.7,1112.17,8040.87,9.69,8031.18,0.0,8031.18,1454.02,6907.31,0.0,6907.31,1263.17,14.86,14.81,39.37,45776.66,6834.63,67737.38,540755.0_GICRE
Generic Engineer,539407.0,GENCON,Construction,48.46,289.36,9.68,11.14,6.62,2.1,0.0,289.36,28.02,3.94,31.96,10.77,21.19,9.94,11.25,0.11,11.14,0.0,11.14,0.0,85.56,3.79,9.68,3.85,28.02,9.94,10.77,2.1,21.19,11.14,2.85,0.11,3.94,202403.0,272.54,41.45,1.37,42.82,11.37,31.45,11.41,20.04,4.73,15.31,0.0,15.31,0.27,15.21,5.62,2.89,235.77,13.68,257.01,539407.0_GENCON
Genesys Intl.,506109.0,GENESYS,Computers - Software - Medium / Small,600.85,198.24,40.63,21.61,8.4,5.58,-1.71,198.24,80.54,5.03,85.57,44.48,41.09,3.91,37.18,15.56,21.61,0.0,21.61,0.0,0.0,45.05,40.63,10.9,80.54,3.91,44.48,5.58,41.09,21.61,10.32,15.56,5.03,202403.0,181.13,58.64,6.5,63.2,37.21,25.99,2.94,24.99,10.06,13.74,1.94,14.93,0.0,32.37,7.59,5.05,173.7,8.84,2379.27,506109.0_GENESYS
Gennex Lab.,531739.0,__NA__,Pharmaceuticals - Indian - Bulk Drugs,15.6,91.62,23.95,13.18,13.83,0.58,-5.18,91.62,21.94,0.0,21.94,2.37,19.57,3.08,16.49,3.32,13.18,0.0,13.18,0.0,53.32,7.79,23.95,14.39,21.94,3.08,2.37,0.58,19.57,13.18,3.41,3.32,0.0,202403.0,65.61,4.69,3.95,8.59,0.92,7.67,1.35,6.37,1.45,4.88,0.05,4.92,0.0,7.15,7.44,0.28,76.89,10.72,354.83,531739.0___NA__
Genomic Valley,539206.0,__NA__,Miscellaneous,64.2,0.17,11.76,0.02,0.57,0.07,-0.84,0.17,0.02,0.0,0.02,0.0,0.02,0.0,0.02,0.0,0.02,0.0,0.02,0.0,0.0,0.04,11.76,11.76,0.02,0.0,0.0,0.07,0.02,0.02,0.0,0.0,0.0,202403.0,2.72,0.88,-0.22,0.92,0.01,0.91,0.0,0.65,0.0,0.91,-0.26,0.65,0.0,32.35,33.46,2.13,1.17,1.05,19.62,539206.0___NA__
Genpharmasec,531592.0,__NA__,Trading,2.16,30.41,0.13,-0.13,,0.0,-29.98,30.41,0.04,0.66,0.7,0.04,0.66,0.41,0.25,0.42,-0.13,0.0,-0.17,0.0,79.68,0.76,0.13,-0.56,0.04,0.41,0.04,0.0,0.66,-0.17,0.0,0.42,0.66,202403.0,25.52,0.26,0.1,0.36,0.02,0.34,0.06,0.28,-0.84,1.12,0.0,1.12,0.0,1.02,4.39,0.02,,,119.61,531592.0___NA__
Gensol Engineer.,542851.0,GENSOL,Engineering - Turnkey Services,1053.0,963.1,23.63,53.52,14.56,15.73,0.02,963.1,227.6,32.7,260.39,74.25,186.14,108.15,77.9,24.44,53.52,-0.09,53.46,0.0,67.15,40.86,23.63,5.56,227.6,108.15,74.25,15.73,186.14,53.46,0.04,24.44,32.7,202403.0,392.65,58.46,4.37,63.15,11.35,51.8,16.86,34.62,9.83,25.02,-0.32,24.79,0.0,14.89,6.37,6.79,728.21,40.7,3988.02,542851.0_GENSOL
Genus Paper & Bo,538961.0,GENUSPAPER,Paper,20.3,711.84,8.26,3.46,4.3,0.13,0.0,711.84,58.77,1.8,60.57,26.03,34.54,31.62,2.92,-0.54,3.46,0.0,3.46,0.0,70.19,26.66,8.26,0.49,58.77,31.62,26.03,0.13,34.54,3.46,0.12,-0.54,1.8,202403.0,721.65,32.28,2.28,34.56,27.26,7.3,18.65,-11.35,0.41,-11.76,0.0,-11.76,0.0,4.47,-1.63,-0.46,750.77,2.82,521.97,538961.0_GENUSPAPER
Genus Power,530343.0,GENUSPOWER,Electronics - Components,325.1,1200.58,11.24,75.17,9.74,2.47,-7.62,1200.58,134.98,55.88,190.86,21.25,169.61,57.69,111.92,36.74,75.17,0.0,75.17,0.0,59.76,165.06,11.24,6.26,134.98,57.69,21.25,2.47,169.61,75.17,36.63,36.74,55.88,202403.0,808.39,78.96,18.22,97.33,18.73,78.6,28.18,50.27,15.28,35.08,-0.15,34.98,19.32,9.77,4.34,1.36,982.17,56.26,9875.08,530343.0_GENUSPOWER
Genus Prime,532425.0,__NA__,Construction,18.69,0.23,-869.57,-2.0,-2.78,-1.34,0.0,0.23,-2.0,0.0,-2.0,0.0,-2.0,0.0,-2.0,0.0,-2.0,0.0,-2.0,0.0,0.0,0.1,-869.57,-869.57,-2.0,0.0,0.0,-1.34,-2.0,-2.0,0.0,0.0,0.0,202403.0,0.22,-0.01,0.0,-0.01,0.0,-0.01,0.0,-0.01,0.0,-0.01,0.0,-0.01,0.0,-4.55,-4.55,-0.01,0.24,-1.99,27.91,532425.0___NA__
Geojit Fin. Ser.,532285.0,GEOJITFSL,Finance & Investments,102.95,623.29,38.05,144.69,18.79,6.06,0.0,623.29,237.16,0.68,237.61,28.97,208.64,16.89,191.98,48.76,144.69,0.23,149.38,35.86,0.0,220.78,38.05,23.94,237.16,16.89,28.97,6.06,208.64,149.38,49.35,48.76,0.68,202403.0,446.89,155.29,0.56,156.03,28.84,127.19,8.07,118.94,22.48,97.32,-0.18,100.97,35.86,34.75,22.63,4.06,516.83,127.62,2462.01,532285.0_GEOJITFSL
Getalong Enterp.,543372.0,__NA__,Miscellaneous,195.0,1.7,73.53,1.56,9.31,-9.5,-2.66,1.7,1.25,-2.96,1.75,0.02,1.73,0.09,-1.82,0.09,1.56,-3.46,-1.9,0.0,0.0,0.27,73.53,91.76,1.25,0.09,0.02,-9.5,1.73,-1.9,0.07,0.09,-2.96,202403.0,0.67,0.1,0.72,0.29,0.01,0.28,0.08,0.73,0.14,0.36,0.53,0.59,0.0,14.93,53.73,3.23,,,39.0,543372.0___NA__
GFL,500173.0,GFLLIMITED,Finance & Investments,82.0,3.2,-271.88,-7.57,-0.31,-0.69,0.0,3.2,-8.7,0.54,-8.16,0.02,-8.18,0.0,-8.18,-0.61,-7.57,0.0,-7.57,0.0,0.0,0.63,-271.88,-236.56,-8.7,0.0,0.02,-0.69,-8.18,-7.57,0.31,-0.61,0.54,202403.0,2453.72,2419.77,-47.36,-30.48,0.02,-30.5,0.0,2372.39,137.4,-30.5,2402.89,2234.99,0.0,98.62,-1.24,204.58,3.2,2271.13,900.76,500173.0_GFLLIMITED
GHCL,500171.0,GHCL,Chemicals,554.0,3446.54,24.68,598.75,20.63,82.94,0.01,3446.54,850.58,269.61,876.37,102.1,774.27,26.63,991.46,197.56,598.75,243.82,793.9,114.86,37.3,115.25,24.68,17.37,850.58,26.63,102.1,82.94,774.27,793.9,191.38,197.56,269.61,202403.0,4550.89,1502.74,118.92,1524.49,94.22,1430.27,38.67,1488.77,347.2,1087.13,97.17,1141.57,167.28,33.02,23.89,119.41,3740.56,895.57,5304.8,500171.0_GHCL
GHCL Textiles,543918.0,GHCLTEXTIL,Textiles - Spinning - Synthetic / Blended,90.62,1053.87,7.99,24.4,5.71,2.62,0.01,1053.87,84.2,5.63,88.94,47.36,41.58,7.92,34.55,9.5,24.4,0.89,25.05,4.78,69.21,62.15,7.99,2.32,84.2,7.92,47.36,2.62,41.58,25.05,0.0,9.5,5.63,202403.0,0.0,-0.01,0.0,-0.01,0.0,-0.01,0.0,-0.01,0.0,-0.01,0.0,-0.01,0.0,,,,767.72,14.79,866.18,543918.0_GHCLTEXTIL
Gian Lifecare,542918.0,__NA__,Healthcare,21.6,13.12,47.1,4.3,,4.16,-3.26,13.12,6.18,0.64,6.82,0.46,6.36,0.45,5.91,1.61,4.3,0.0,4.3,0.0,13.41,0.91,47.1,32.77,6.18,0.45,0.46,4.16,6.36,4.3,1.61,1.61,0.64,202403.0,11.92,2.02,0.69,2.71,0.5,2.21,0.43,1.78,0.53,1.26,0.0,1.26,0.0,16.95,10.57,1.22,10.07,1.19,22.35,542918.0___NA__
GIC Housing Fin,511676.0,GICHSGFIN,Finance - Housing,244.75,1057.16,86.73,151.16,8.59,28.07,0.0,1057.16,916.83,12.48,929.31,15.02,914.29,710.38,203.91,52.75,151.16,0.0,151.16,24.23,0.0,63.42,86.73,14.3,916.83,710.38,15.02,28.07,914.29,151.16,42.5,52.75,12.48,202403.0,1122.76,996.55,6.12,998.44,9.94,988.5,702.93,289.8,76.6,210.09,4.23,213.2,24.25,88.76,18.71,39.59,1078.3,149.86,1317.99,511676.0_GICHSGFIN
Gilada Finance,538788.0,__NA__,Finance & Investments,10.0,6.25,53.92,1.7,11.9,1.21,0.0,6.25,3.37,0.28,3.65,0.03,3.62,1.29,2.33,0.63,1.7,0.0,1.7,0.0,0.0,1.31,53.92,27.2,3.37,1.29,0.03,1.21,3.62,1.7,0.63,0.63,0.28,202403.0,5.57,2.54,0.24,2.78,0.03,2.75,0.7,2.05,0.53,1.52,0.0,1.52,0.0,45.6,27.29,1.08,5.52,2.14,14.05,538788.0___NA__
Gillanders Arbut,532716.0,GILLANDERS,Diversified - Medium / Small,103.81,363.28,-9.23,-48.54,-8.24,-22.78,0.0,363.28,-33.53,13.55,-19.9,11.76,-31.66,14.28,-46.02,2.6,-48.54,-0.08,-48.62,0.0,29.93,133.53,-9.23,-13.36,-33.53,14.28,11.76,-22.78,-31.66,-48.62,0.0,2.6,13.55,202403.0,449.03,11.95,30.25,31.13,11.97,19.16,18.04,12.19,-2.63,3.75,11.07,14.82,0.0,2.66,0.84,6.94,371.95,-34.78,221.51,532716.0_GILLANDERS
Gillette India,507815.0,GILLETTE,Personal Care - Multinational,7459.15,2607.19,22.88,387.48,52.01,118.91,0.0,2477.05,539.7,21.66,561.88,80.69,481.19,7.77,472.9,117.22,356.06,-0.52,355.68,277.02,47.97,170.56,21.79,14.37,596.55,9.11,83.08,109.15,539.77,387.48,153.93,143.18,26.3,202306.0,2256.16,482.86,7.36,490.6,68.36,422.24,10.53,411.33,122.0,289.6,-0.38,289.33,224.87,21.4,12.84,88.79,2545.52,391.09,24309.37,507815.0_GILLETTE
Gini Silk Mills,531744.0,__NA__,Textiles - Processing,133.9,43.73,5.88,2.75,7.23,5.44,0.0,43.73,2.57,3.07,5.27,1.39,3.88,0.77,3.48,0.45,2.75,0.37,3.04,0.0,31.81,4.5,5.88,6.29,2.57,0.77,1.39,5.44,3.88,3.04,0.7,0.45,3.07,202403.0,46.18,2.25,1.69,3.93,1.37,2.56,0.69,1.88,0.35,1.52,0.01,1.53,0.0,4.87,3.29,2.74,44.45,3.41,74.84,531744.0___NA__
Ginni Filaments,590025.0,GINNIFILA,Textiles - Cotton/Blended,31.95,350.87,6.35,-0.53,2.02,-9.86,0.0,350.87,22.28,-83.14,23.1,14.94,8.16,12.45,-88.25,-3.76,-0.53,-83.96,-84.49,0.0,55.79,27.64,6.35,-0.15,22.28,12.45,14.94,-9.86,8.16,-84.49,0.0,-3.76,-83.14,202403.0,953.17,22.48,3.65,26.06,29.14,-3.08,22.72,-25.73,-11.4,-14.4,0.07,-14.33,0.0,2.36,-1.51,-1.67,619.23,-38.93,273.65,590025.0_GINNIFILA
Giriraj Civil,-1.0,GIRIRAJ,Construction,385.0,134.67,10.76,10.12,19.75,4.23,0.0,134.67,14.49,2.47,16.96,1.12,15.84,2.66,13.18,3.04,10.12,0.0,10.12,0.0,56.59,6.35,10.76,7.51,14.49,2.66,1.12,4.23,15.84,10.12,3.0,3.04,2.47,202403.0,95.13,7.33,1.17,7.78,0.48,7.3,2.11,5.91,1.41,3.94,0.72,4.5,0.0,7.71,4.14,2.23,,,920.94,-1.0_GIRIRAJ
Gita Renewable,539013.0,__NA__,Power Generation And Supply,182.5,0.87,42.53,0.36,2.71,0.88,-0.35,0.87,0.37,0.0,0.37,0.0,0.37,0.01,0.36,0.0,0.36,0.0,0.36,0.0,0.0,0.23,42.53,41.38,0.37,0.01,0.0,0.88,0.37,0.36,0.0,0.0,0.0,202403.0,0.21,-0.79,8.66,1.96,0.0,1.96,0.01,7.86,0.0,1.95,5.91,7.86,0.0,-376.19,928.57,19.11,0.66,0.15,75.06,539013.0___NA__
GKB Ophthalmics,533212.0,__NA__,Personal Care - Indian,98.75,88.25,0.65,-2.81,-1.06,-5.57,0.05,88.25,0.57,1.51,2.08,2.9,-0.82,1.9,-2.72,0.21,-2.81,0.0,-2.98,0.0,67.69,13.76,0.65,-3.38,0.57,1.9,2.9,-5.57,-0.82,-2.98,0.17,0.21,1.51,202403.0,75.47,3.68,0.96,4.58,2.83,1.75,1.67,0.14,0.02,0.13,0.06,0.11,0.0,4.88,0.17,-0.34,86.66,-4.17,49.79,533212.0___NA__
GKW,-1.0,GKWLIMITED,Finance & Investments,2711.5,38.77,51.33,13.85,0.84,23.08,0.0,38.77,19.9,0.33,20.23,1.13,19.1,0.01,19.09,5.24,13.85,0.0,13.85,0.0,0.0,2.66,51.33,35.72,19.9,0.01,1.13,23.08,19.1,13.85,3.32,5.24,0.33,202403.0,20.33,13.56,0.36,13.92,1.0,12.92,0.01,12.91,4.15,8.77,0.0,8.77,0.0,66.7,43.14,14.62,33.68,17.93,1618.77,-1.0_GKWLIMITED
Glance Finance,531199.0,__NA__,Finance & Investments,90.21,23.23,45.42,1.94,10.95,8.6,0.0,23.23,10.55,0.0,10.55,6.11,4.44,1.12,3.32,1.38,1.94,0.0,1.94,0.0,50.41,0.47,45.42,8.35,10.55,1.12,6.11,8.6,4.44,1.94,1.99,1.38,0.0,202403.0,8.21,4.98,0.08,5.06,4.36,0.7,1.02,-0.32,-0.03,-0.29,0.0,-0.29,0.0,60.66,-3.53,-1.29,16.19,1.69,20.35,531199.0___NA__
Gland Pharma,543245.0,GLAND,Pharmaceuticals - Indian - Formulations,1818.4,5664.72,23.53,772.46,13.58,46.9,0.0,5664.72,1333.07,170.24,1503.31,344.57,1158.74,26.2,1132.54,360.08,772.46,0.0,772.46,329.4,38.36,1256.89,23.53,13.64,1333.07,26.2,344.57,46.9,1158.74,772.46,345.75,360.08,170.24,202403.0,3624.6,1024.85,183.92,1262.46,146.74,1115.72,7.45,1054.58,273.54,820.62,-53.69,781.04,0.0,28.27,22.64,47.42,4912.28,658.72,29958.46,543245.0_GLAND
Glaxosmi. Pharma,500660.0,GLAXO,Pharmaceuticals - Multinational,2652.8,3453.71,26.31,656.56,51.33,34.83,0.0,3453.71,908.69,-21.02,981.62,69.68,911.94,1.8,816.19,226.23,656.56,-93.95,589.96,542.11,38.64,626.04,26.31,19.01,908.69,1.8,69.68,34.83,911.94,589.96,237.59,226.23,-21.02,202403.0,3251.72,804.28,102.74,874.14,65.77,808.37,1.81,839.44,228.76,589.64,32.88,610.69,542.11,24.73,18.13,36.05,3311.36,528.91,44940.06,500660.0_GLAXO
