Name,BSE Code,NSE Code,Industry,Current Price,Return over 3months,Return over 6months,Volume 1month average,Volume 1week average,Volume,High price,Low price,High price all time,Low price all time,Return over 1day,Return over 1week,Return over 1month,DMA 50,DMA 200,DMA 50 previous day,DMA 200 previous day,RSI,MACD,MACD Previous Day,MACD Signal,MACD Signal Previous Day,Return over 1year,Return over 3years,Return over 5years,Volume 1year average,Return over 7years,Return over 10years,Market Capitalization,join_key
Genus Power,530343.0,GENUSPOWER,Electronics - Components,325.1,23.85,23.33,1031496,476379,306970,343.95,123.65,343.95,5.34,4.85,-1.52,-1.18,300.63,257.08,300.24,256.54,51.1,2.03,2.24,3.1,3.36,145.2,67.31,67.67,1344855,30.52,26.2,9875.08,530343.0_GENUSPOWER
Genus Prime,532425.0,__NA__,Construction,18.59,1.51,20.59,5807,3162,7408,26.46,12.35,76.06,1.1,6.17,-5.25,-2.07,18.07,16.96,18.1,16.95,45.31,-0.08,-0.05,-0.08,-0.09,37.87,37.74,47.83,7244,29.03,14.08,27.76,532425.0___NA__
Geojit Fin. Ser.,532285.0,GEOJITFSL,Finance & Investments,102.75,36.35,24.89,1330614,1199163,456122,116.1,45.0,147.05,7.2,-1.17,-7.58,4.97,98.21,80.2,97.98,79.96,52.83,1.96,2.15,2.08,2.11,112.18,10.84,25.8,1657991,0.78,9.91,2457.23,532285.0_GEOJITFSL
Getalong Enterp.,543372.0,__NA__,Miscellaneous,195.0,-10.14,0.0,5750,0,0,242.0,142.5,242.0,53.0,0.52,0.0,0.0,207.82,153.36,208.35,152.94,37.94,-4.9,-4.0,-0.61,0.46,30.0,,,3358,,,39.0,543372.0___NA__
GFL,500173.0,GFLLIMITED,Finance & Investments,82.36,2.77,-19.65,255405,673293,193475,118.45,51.0,164.7,6.65,3.27,3.24,14.5,76.59,80.04,76.46,80.05,57.42,1.34,1.21,0.4,0.17,42.79,5.79,-9.73,258080,-4.32,0.76,904.71,500173.0_GFLLIMITED
GHCL,500171.0,GHCL,Chemicals,554.6,16.52,-6.51,437877,498706,668013,659.9,434.95,673.04,19.51,-1.58,1.95,11.82,519.49,526.74,517.69,526.37,65.8,14.17,13.26,10.56,9.66,9.36,27.8,19.89,363558,14.31,25.93,5310.54,500171.0_GHCL
GHCL Textiles,543918.0,GHCLTEXTIL,Textiles - Spinning - Synthetic / Blended,91.18,14.06,24.84,585954,1132888,684072,98.25,67.71,98.25,58.7,0.05,5.01,14.7,83.71,79.84,83.4,79.73,67.89,2.18,1.96,1.38,1.18,24.49,,,622004,,,871.53,543918.0_GHCLTEXTIL
Gian Lifecare,542918.0,__NA__,Healthcare,21.33,-0.14,9.95,84571,79664,68749,29.0,18.25,65.91,5.48,1.62,1.06,-4.33,21.0,21.66,21.0,21.66,49.96,0.14,0.17,0.27,0.3,-2.1,12.99,,64523,,,22.07,542918.0___NA__
GIC Housing Fin,511676.0,GICHSGFIN,Finance - Housing,247.45,13.17,11.19,1033984,756216,322932,292.45,174.45,623.4,28.0,0.86,-1.53,18.44,227.69,215.18,226.97,214.88,60.77,8.96,9.48,8.21,8.02,32.41,9.8,-0.83,623757,-11.31,3.56,1332.54,511676.0_GICHSGFIN
Gilada Finance,538788.0,__NA__,Finance & Investments,10.0,-15.4,-15.61,16730,14652,11428,16.81,8.61,35.5,1.82,1.11,-1.0,3.78,10.18,11.51,10.19,11.52,49.15,-0.04,-0.04,-0.06,-0.06,-8.34,-0.8,23.09,24758,8.49,,14.04,538788.0___NA__
Gillanders Arbut,532716.0,GILLANDERS,Diversified - Medium / Small,102.0,20.73,-15.83,38277,109936,146057,159.8,62.5,159.8,15.15,7.77,12.72,17.8,84.78,90.19,84.38,90.15,67.79,2.02,1.34,0.79,0.48,38.58,23.79,18.21,81898,5.26,2.46,217.65,532716.0_GILLANDERS
Gillette India,507815.0,GILLETTE,Personal Care - Multinational,7437.6,9.53,9.32,32373,12975,13421,7999.95,5055.0,8200.0,520.0,2.66,-2.86,1.49,7153.19,6525.46,7149.45,6518.23,46.35,93.8,121.99,162.27,179.38,42.76,8.59,-0.6,28227,5.03,12.23,24239.14,507815.0_GILLETTE
Gini Silk Mills,531744.0,__NA__,Textiles - Processing,137.0,72.17,64.61,37096,17871,26121,138.0,41.0,505.0,12.0,2.91,12.24,82.41,93.83,76.24,92.22,75.67,77.25,12.17,11.24,8.75,7.89,182.51,31.16,23.15,5909,-12.41,10.11,76.58,531744.0___NA__
Ginni Filaments,590025.0,GINNIFILA,Textiles - Cotton/Blended,31.9,-4.95,9.31,192444,130588,63587,45.28,23.91,65.4,3.0,0.63,-2.07,3.43,33.1,32.71,33.16,32.72,47.01,-0.34,-0.34,-0.53,-0.57,6.55,-1.97,24.49,185218,-9.31,7.35,273.22,590025.0_GINNIFILA
Giriraj Civil,-1.0,GIRIRAJ,Construction,404.25,-21.13,-23.98,1838,1938,2000,1001.7,47.28,1001.7,4.09,5.0,6.65,-15.01,449.21,389.38,451.83,389.43,41.55,-30.52,-32.54,-25.77,-24.59,754.99,171.11,139.65,2504,,,966.99,-1.0_GIRIRAJ
Gita Renewable,539013.0,__NA__,Power Generation And Supply,183.1,14.55,-23.37,7619,15666,11054,310.3,90.95,328.35,4.65,2.92,-3.08,14.74,168.37,158.37,167.98,158.18,55.94,5.63,5.88,3.07,2.44,72.25,30.01,103.16,10144,48.64,,75.31,539013.0___NA__
GKB Ophthalmics,533212.0,__NA__,Personal Care - Indian,98.75,9.5,0.03,8530,11334,23278,136.4,74.1,209.2,12.25,-2.45,-1.71,8.21,98.15,97.86,98.03,97.83,55.07,0.42,0.18,-0.57,-0.81,10.57,-1.91,1.71,9507,-5.44,11.86,49.79,533212.0___NA__
GKW,-1.0,GKWLIMITED,Finance & Investments,2787.0,72.99,77.8,834,1027,345,2950.0,810.0,2950.0,55.35,2.78,-2.66,14.32,2355.72,1797.99,2341.2,1788.81,63.93,122.33,122.54,85.31,76.05,215.16,68.62,35.63,2959,30.45,20.9,1663.84,-1.0_GKWLIMITED
Glance Finance,531199.0,__NA__,Finance & Investments,90.21,10.09,2.51,442,383,263,109.09,50.71,109.09,2.25,-7.44,-9.54,-4.81,94.12,83.36,94.28,83.29,44.1,0.44,1.1,1.22,1.42,67.68,16.54,14.69,724,22.33,18.99,20.35,531199.0___NA__
Gland Pharma,543245.0,GLAND,Pharmaceuticals - Indian - Formulations,1820.05,2.02,-10.15,942697,285992,232298,2195.75,1040.05,4350.0,861.0,-0.26,0.09,-0.83,1815.46,1761.93,1815.08,1761.3,50.27,1.24,1.39,7.85,9.5,71.75,-19.23,,580982,,,29985.63,543245.0_GLAND
Glaxosmi. Pharma,500660.0,GLAXO,Pharmaceuticals - Multinational,2649.05,34.52,28.32,176140,92993,83819,2760.0,1376.5,2760.0,346.05,-0.07,0.48,1.21,2395.22,2026.21,2384.78,2019.93,59.93,84.5,86.9,95.74,98.55,86.02,20.48,17.49,178704,11.09,7.6,44876.54,500660.0_GLAXO
Gleam Fabmat,542477.0,__NA__,Trading,2.71,,,10000,0,0,2.71,2.71,6.35,1.65,49.72,0.0,,4.09,5.59,4.15,5.61,43.41,-0.77,-0.86,-0.79,-0.8,,,-11.24,10000,,,2.71,542477.0___NA__
Glenmark Life,543322.0,GLS,Pharmaceuticals - Indian - Bulk Drugs & Formln,878.45,9.92,19.06,71173,69485,125118,906.0,560.05,906.0,369.0,1.08,4.26,3.92,832.38,751.21,830.88,750.02,59.46,3.25,1.05,4.41,4.71,52.69,,,187770,,,10763.39,543322.0_GLS
Glenmark Pharma.,532296.0,GLENMARK,Pharmaceuticals - Indian - Bulk Drugs & Formln,1238.5,24.67,37.04,757948,484826,486950,1264.5,647.65,1264.5,109.25,0.65,0.87,6.05,1129.15,939.85,1125.01,936.93,63.11,34.67,36.15,40.15,41.53,82.03,22.91,22.65,1227661,9.82,7.44,34949.01,532296.0_GLENMARK
Glittek Granites,513528.0,__NA__,Miscellaneous,3.4,1.56,-17.3,6142,5335,2535,5.44,2.44,11.75,0.73,4.62,10.17,10.17,3.15,3.39,3.15,3.39,57.64,0.0,-0.02,-0.05,-0.06,11.3,14.94,16.11,8898,3.53,0.47,8.83,513528.0___NA__
Global Cap.Mkt.,530263.0,__NA__,Finance & Investments,1.05,13.33,-2.86,2386791,5715013,5622972,1.23,0.73,9.1,0.01,2.94,2.0,5.15,0.97,0.96,0.97,0.96,54.7,0.03,0.03,0.03,0.03,0.99,144.25,76.23,896682,29.17,4.45,41.83,530263.0___NA__
Global Education,-1.0,GLOBAL,Miscellaneous,170.15,-32.76,-47.4,24224,11448,17760,382.7,160.2,382.7,5.03,-1.76,-4.94,-11.36,208.93,230.7,210.51,231.31,28.84,-11.15,-10.81,-10.68,-10.56,-12.23,89.81,66.67,98684,26.44,,346.44,-1.0_GLOBAL
Global Health,543654.0,MEDANTA,Healthcare,1255.0,-1.75,36.42,584276,503976,354032,1513.9,615.0,1513.9,390.55,-4.07,-0.15,9.77,1291.85,1121.86,1291.18,1119.98,52.72,6.7,5.73,-0.03,-1.71,98.45,,,473076,,,33697.69,543654.0_MEDANTA
Global Longlife,543520.0,__NA__,Healthcare,33.8,-21.4,-37.07,62353,4500,3000,61.7,27.0,141.1,0.0,-0.24,-1.74,-7.45,36.91,44.56,37.04,44.67,46.91,-0.98,-1.07,-1.37,-1.46,-14.06,,,17990,,,35.49,543520.0___NA__
Global Offshore,501848.0,__NA__,Shipping,64.37,42.92,10.37,145502,135344,67732,70.39,33.0,864.9,2.6,0.78,1.82,37.33,52.77,48.37,52.31,48.21,65.28,4.52,4.53,3.51,3.26,56.28,76.79,49.16,45391,9.11,-16.69,159.19,501848.0___NA__
Global Pet Indus,-1.0,GLOBALPET,Engineering,97.05,-2.91,1.88,42667,14625,3000,123.9,50.2,123.9,50.2,-2.95,-2.63,4.17,99.32,93.09,99.3,93.02,50.94,0.8,0.86,0.45,0.36,,,,61525,,,94.98,-1.0_GLOBALPET
Global Surfaces,543829.0,GSLSU,Miscellaneous,215.0,-13.41,5.31,121161,74618,118426,333.0,167.5,333.0,147.6,0.89,-2.85,0.35,219.24,221.87,219.49,221.96,47.0,0.6,1.0,0.74,0.78,8.42,,,491402,,,911.24,543829.0_GSLSU
Global Vectra,532773.0,GLOBALVECT,Transport - Airlines,204.0,57.13,56.29,25004,6714,9046,237.0,68.1,328.7,8.1,-0.49,-7.42,10.99,193.66,143.65,193.21,143.04,49.95,6.15,7.33,7.44,7.76,179.37,62.85,27.43,75513,2.96,18.97,285.6,532773.0_GLOBALVECT
Globalspace Tech,540654.0,__NA__,Computers - Software - Medium / Small,18.1,-10.99,5.77,74255,72876,67681,26.99,15.2,64.54,13.78,-0.22,-6.4,2.2,19.11,19.69,19.15,19.7,43.33,-0.11,-0.07,-0.15,-0.16,14.16,-15.68,-8.65,82445,,,62.2,540654.0___NA__
Globe Commercial,540266.0,__NA__,Trading,20.9,-29.94,-18.77,4756,0,0,35.77,19.95,52.6,2.7,-0.43,0.0,-7.86,24.42,25.61,24.56,25.66,35.26,-1.0,-0.9,-0.8,-0.76,-42.49,26.99,43.08,6198,,,12.54,540266.0___NA__
Globe Intl. Car.,-1.0,GICL,Miscellaneous,43.0,-20.54,-18.41,12429,26250,6000,77.7,34.6,77.7,5.69,4.88,0.61,9.33,44.0,46.29,44.12,46.34,48.44,-0.93,-1.05,-1.18,-1.24,4.97,57.37,36.7,67508,22.3,,107.16,-1.0_GICL
Globe Textiles,-1.0,GLOBE,Textiles - Products,3.33,-7.78,0.0,5209147,3684742,2281364,4.92,1.89,15.73,0.98,0.3,-1.19,10.67,3.23,3.38,3.22,3.38,56.49,0.04,0.04,0.0,-0.02,19.0,-25.25,20.26,1445294,2.62,,99.99,-1.0_GLOBE
Globesecure Tech,-1.0,GSTL,Computers - Software - Medium / Small,44.3,-6.42,-50.18,15895,8500,14000,134.5,37.1,176.4,34.7,8.58,-7.17,-2.63,45.49,64.33,45.68,64.56,42.46,-0.51,-0.32,-0.16,-0.07,-55.65,,,47733,,,40.35,-1.0_GSTL
Globus Power,526025.0,__NA__,Miscellaneous,35.4,112.88,78.89,60926,191006,228935,35.4,10.64,228.0,4.48,4.98,56.26,91.59,19.14,17.89,18.54,17.73,91.31,3.14,2.4,1.46,1.04,131.59,52.27,33.51,16952,11.34,-16.39,350.27,526025.0___NA__
Globus Spirits,533104.0,GLOBUSSPR,Breweries & Distilleries,771.85,0.05,-13.27,156691,67421,67067,1327.7,656.1,1760.0,39.0,0.71,-2.48,9.12,770.7,816.94,770.88,817.45,48.2,5.28,6.85,6.14,6.36,-39.17,0.87,41.51,176440,40.8,24.07,2224.73,533104.0_GLOBUSSPR
Gloster Ltd,542351.0,GLOSTERLTD,Textiles - Jute - Yarn / Products,834.8,-0.34,-3.91,3156,2802,2053,998.7,666.65,1012.41,153.0,0.73,-0.3,-2.62,844.14,828.62,844.77,828.62,44.78,-4.31,-4.09,-4.28,-4.27,13.19,11.99,15.27,4124,,,913.54,542351.0_GLOSTERLTD
GMM Pfaudler,505255.0,GMMPFAUDLR,Engineering,1356.85,-0.22,-15.29,204792,89791,123925,1897.95,1143.1,2304.62,11.88,2.83,-0.63,6.96,1329.39,1431.39,1329.8,1432.52,50.13,2.65,3.06,-1.27,-2.25,-10.88,-4.97,23.68,255915,30.79,35.48,6100.01,505255.0_GMMPFAUDLR
GMR Airports Inf,532754.0,GMRINFRA,Engineering - Turnkey Services,97.14,13.61,18.06,66875577,48569793,40098913,101.25,43.1,122.57,8.88,0.59,-0.35,14.15,88.79,76.73,88.48,76.53,58.76,3.46,3.61,3.07,2.97,120.98,47.34,47.17,37836468,26.97,12.86,58633.18,532754.0_GMRINFRA
GMR Urban,543490.0,GMRP&UI,Engineering - Turnkey Services,84.88,80.6,56.95,6048009,3557718,4620273,98.0,17.75,98.0,14.32,1.18,-2.89,27.3,72.06,53.69,71.58,53.38,57.83,5.57,6.04,5.56,5.56,373.95,,,7105065,,,5123.33,543490.0_GMRP&UI
GNA Axles,540124.0,GNA,Auto Ancillaries,396.15,-3.82,-10.93,63650,63331,40183,583.25,357.2,583.25,63.08,0.2,-1.03,3.04,403.04,419.56,403.36,419.8,46.45,-1.26,-1.09,-1.24,-1.24,-0.52,19.68,24.19,134106,18.91,,1700.7,540124.0_GNA
Go Digit General,544179.0,GODIGIT,Finance & Investments,350.1,,,1133801,430850,613591,372.35,277.8,372.35,277.8,3.58,1.67,13.27,318.73,309.88,317.94,309.6,61.93,6.51,6.41,6.81,6.89,,,,3643569,,,32111.24,544179.0_GODIGIT
Go Fashion (I),543401.0,GOCOLORS,Textiles - Products,1041.55,-15.32,-16.59,56720,43836,144840,1404.7,933.3,1453.0,847.3,2.46,-3.17,5.4,1048.83,1122.93,1050.14,1124.0,43.23,4.01,7.02,5.91,6.39,-10.59,,,89638,,,5625.29,543401.0_GOCOLORS
Goa Carbon,509567.0,GOACARBON,Petrochemicals,801.0,-3.04,40.62,67577,35012,25035,1009.45,492.25,1215.4,35.55,-0.63,-3.22,3.73,821.13,730.09,821.75,729.33,48.31,-4.6,-4.73,-10.5,-11.98,52.07,25.96,18.16,150035,16.76,22.72,732.91,509567.0_GOACARBON
Goblin India,542850.0,__NA__,Trading,42.49,-15.02,-26.8,47053,23500,22000,82.44,36.01,133.95,0.0,-1.51,0.54,-8.31,48.8,54.6,49.05,54.72,39.02,-2.19,-2.24,-2.32,-2.35,-15.44,28.55,,55713,,,58.72,542850.0___NA__
GOCL Corpn.,506480.0,GOCLCORP,Chemicals,469.3,0.06,-7.78,194240,121546,121100,640.85,306.95,700.0,16.74,0.74,-2.39,22.45,428.19,440.84,426.65,440.59,63.48,18.27,18.27,12.93,11.59,49.19,19.33,12.7,216198,1.84,9.35,2326.41,506480.0_GOCLCORP
Godavari Drugs,530317.0,__NA__,Pharmaceuticals - Indian - Bulk Drugs,103.8,-1.92,-1.53,18340,23886,33924,114.0,82.1,114.0,2.61,2.4,0.06,9.0,97.87,96.32,97.72,96.27,62.31,1.35,1.29,1.02,0.94,4.29,16.03,34.95,19428,14.15,25.69,78.17,530317.0___NA__
Godawari Power,532734.0,GPIL,Steel - Large,1080.75,42.08,36.69,665759,378744,250610,1179.95,507.25,1179.95,9.74,1.56,-6.14,10.03,968.49,780.08,964.59,777.22,57.12,46.0,50.97,50.28,51.35,101.32,48.32,80.56,588432,71.96,38.41,14692.26,532734.0_GPIL
Godfrey Phillips,500163.0,GODFRYPHLP,Cigarettes,4257.45,23.04,89.05,123526,97872,111923,4490.0,1605.05,4490.0,122.0,3.22,-4.62,6.24,3778.18,2928.53,3764.04,2916.51,54.94,170.72,191.2,167.78,167.04,144.69,61.66,38.07,141149,18.18,21.47,22136.14,500163.0_GODFRYPHLP
Godha Cabcon,-1.0,GODHA,Cables - Power,0.93,27.14,27.14,16821911,30612513,23716283,1.25,0.45,25.7,0.45,4.49,4.71,-1.11,0.81,0.89,0.8,0.89,56.56,0.02,0.02,0.02,0.02,-25.83,-20.48,3.21,8713146,,,61.97,-1.0_GODHA
Godrej Agrovet,540743.0,GODREJAGRO,Food - Processing - Indian,685.0,32.23,20.32,644838,1041580,333630,694.0,446.35,746.8,265.05,1.44,7.01,30.09,577.75,532.14,573.77,530.7,73.64,32.2,30.63,23.29,21.06,48.84,1.98,6.2,260744,,,13169.83,540743.0_GODREJAGRO
Godrej Consumer,532424.0,GODREJCP,Personal Care - Indian,1392.4,13.79,17.79,1597780,2465160,640386,1467.3,959.55,1467.3,20.98,1.2,-0.36,8.3,1328.91,1193.09,1326.99,1191.25,52.53,16.9,18.72,23.59,25.26,27.28,15.57,15.38,1130511,11.13,17.7,142417.52,532424.0_GODREJCP
Godrej Industrie,500164.0,GODREJIND,Chemicals,868.1,7.96,7.8,435189,503661,380354,990.0,468.5,990.0,17.32,1.43,2.84,8.79,823.33,748.63,822.0,747.55,59.89,6.11,4.15,0.6,-0.78,65.28,14.19,12.02,454835,4.1,8.87,29228.11,500164.0_GODREJIND
Godrej Propert.,533150.0,GODREJPROP,Construction,3189.15,28.43,56.3,870498,688053,804148,3501.9,1495.3,3501.9,153.9,-0.58,3.11,15.45,2822.67,2328.51,2806.94,2319.67,66.07,100.03,91.59,84.49,80.6,104.53,32.2,27.57,815741,29.54,29.53,88676.52,533150.0_GODREJPROP
Goel Food,543538.0,__NA__,Food - Processing - Indian,178.15,15.1,27.7,12295,18600,14400,223.45,125.5,223.45,65.0,1.83,2.01,0.55,164.08,154.2,163.63,153.99,58.81,3.25,3.14,2.98,2.91,-0.6,,,5996,,,67.17,543538.0___NA__
Goenka Business,538787.0,__NA__,Finance & Investments,7.74,-0.87,-2.15,13818,20589,24067,8.39,4.65,560.1,0.53,13.16,-5.0,1.33,6.82,6.7,6.82,6.7,48.64,0.21,0.25,0.15,0.14,10.68,14.72,43.6,12753,-30.14,,10.06,538787.0___NA__
Goenka Diamond,533189.0,GOENKA,Diamond Cutting / Jewellery,0.97,9.41,-2.11,407281,718989,1588015,1.1,0.7,35.55,0.15,4.3,8.14,3.33,0.87,0.96,0.87,0.96,60.4,0.01,0.01,0.0,0.0,9.41,-10.56,25.39,330766,12.81,-14.0,30.75,533189.0_GOENKA
Gogia Capital,531600.0,__NA__,Finance & Investments,77.0,-33.62,-23.19,287,65,75,161.0,0.0,165.35,0.0,0.0,-4.5,-17.51,88.88,95.61,89.36,95.8,31.65,-3.09,-2.93,-3.21,-3.24,-33.62,0.0,10.38,621,17.43,,48.67,531600.0___NA__
Gokak Textiles,532957.0,__NA__,Textiles - Cotton/Blended,156.3,32.93,73.28,2041,1427,2169,250.05,27.51,250.05,8.04,-1.98,-4.06,0.19,167.93,127.36,168.27,127.04,42.92,-3.29,-3.14,-4.88,-5.28,431.5,86.58,59.91,3496,23.45,8.1,101.59,532957.0___NA__
Gokaldas Exports,532630.0,GOKEX,Textiles - Products,972.45,21.59,10.72,288578,365808,440749,1022.95,480.0,1022.95,22.75,3.45,5.95,10.74,844.94,787.64,841.06,786.11,66.28,25.81,22.54,14.32,11.45,94.59,82.46,57.42,416385,40.32,26.37,6921.43,532630.0_GOKEX
Gokul Agro,539725.0,GOKULAGRO,Solvent Extraction,168.25,47.5,34.01,649029,530654,245254,180.94,95.0,180.94,7.55,0.24,-4.98,11.97,149.23,128.27,148.47,127.87,58.97,7.0,7.36,6.6,6.5,56.43,60.87,67.9,388671,29.56,,2482.41,539725.0_GOKULAGRO
Gokul Refoils,532980.0,GOKUL,Solvent Extraction,41.38,3.02,-33.28,178716,89980,68036,64.9,29.15,89.68,7.2,5.56,-4.6,-5.2,41.63,41.92,41.73,41.95,38.81,-0.36,-0.23,-0.21,-0.17,29.37,9.02,23.76,436231,7.32,8.11,409.65,532980.0_GOKUL
Goldcoin Health,538542.0,__NA__,Trading,7.74,-6.02,2.88,1020,896,725,9.35,5.26,233.0,2.72,3.2,1.49,6.38,7.46,7.34,7.46,7.34,51.83,-0.06,-0.09,-0.12,-0.14,15.21,7.54,2.9,1209,-12.79,,2.32,538542.0___NA__
Golden Carpets,531928.0,__NA__,Textiles - Products,13.0,15.66,33.61,2851,0,0,13.0,8.0,76.85,1.91,4.92,0.0,4.92,9.87,8.34,9.74,8.29,91.66,0.93,0.86,0.71,0.66,52.05,39.88,25.59,1737,8.49,18.5,8.44,531928.0___NA__
Golden Crest,540062.0,__NA__,Miscellaneous,79.4,2.54,2.54,17,7,1,81.3,67.49,81.3,12.5,-1.79,1.79,0.51,74.32,54.29,74.11,54.04,58.54,1.05,1.06,1.15,1.18,19.99,29.04,35.32,16,,,41.65,540062.0___NA__
Golden Tobacco,500151.0,GOLDENTOBC,Construction,42.22,5.93,-11.07,7301,3640,1343,64.7,36.0,766.7,16.45,0.0,-1.02,12.74,45.76,50.7,45.84,50.77,47.18,0.09,0.18,-0.02,-0.05,4.91,-7.53,6.21,8711,-3.93,5.21,74.35,500151.0_GOLDENTOBC
Goldiam Intl.,526729.0,GOLDIAM,Diamond Cutting / Jewellery,161.6,-12.34,-7.25,415868,495620,321938,216.55,120.05,229.8,2.1,0.54,0.32,2.93,167.02,164.62,167.28,164.66,45.28,-1.2,-1.05,-1.25,-1.26,23.64,20.42,44.44,678272,38.89,36.34,1725.83,526729.0_GOLDIAM
Goldkart Jewels,-1.0,GOLDKART,Trading,99.1,17.0,21.22,4062,4375,5000,99.1,32.5,99.1,9.2,4.65,8.01,12.74,57.75,28.87,56.06,28.17,96.64,12.96,12.65,12.08,11.86,220.19,110.01,,22841,,,166.34,-1.0_GOLDKART
Goldline Intl.,538180.0,__NA__,Finance & Investments,0.72,-15.12,-28.43,1480536,0,0,1.28,0.46,59.8,0.19,-1.37,0.0,1.39,0.91,0.84,0.92,0.84,32.02,-0.08,-0.08,-0.08,-0.08,40.38,41.07,-24.47,1237091,-35.4,-34.41,37.51,538180.0___NA__
Goldstar Power,-1.0,GOLDSTAR,Auto Ancillaries,14.5,0.35,-15.63,177632,106875,112500,23.35,4.0,23.35,0.88,1.4,0.35,-6.84,14.53,13.31,14.54,13.3,46.96,-0.02,0.01,0.05,0.06,177.13,152.34,64.15,201014,,,349.03,-1.0_GOLDSTAR
Golech.Glob.Fin.,531360.0,__NA__,Finance & Investments,33.0,66.72,127.58,13424,28081,14574,39.21,12.01,55.95,1.19,-2.68,8.06,44.36,24.35,20.87,23.96,20.74,70.39,3.49,3.42,2.5,2.25,108.04,59.23,37.66,4697,28.07,10.85,18.15,531360.0___NA__
Golkonda Alumin.,513309.0,__NA__,Trading,15.39,4.26,3.48,38618,27656,23508,21.9,12.35,72.0,1.9,1.52,-4.95,-12.17,16.16,16.38,16.2,16.39,41.36,-0.41,-0.4,-0.27,-0.23,-15.31,0.35,45.69,58826,26.65,15.33,8.11,513309.0___NA__
Golkunda Diamond,523676.0,__NA__,Diamond Cutting / Jewellery,176.0,7.22,25.88,5354,3069,2171,275.0,97.5,275.0,6.37,-0.87,-3.45,-5.56,177.24,156.05,177.22,155.84,47.57,0.16,0.4,1.15,1.4,74.34,54.33,64.59,11327,40.72,25.72,122.5,523676.0___NA__
Goodluck India,530655.0,GOODLUCK,Steel - Medium / Small,917.45,-5.25,-6.97,124904,143495,315869,1168.8,402.3,1168.8,10.89,-0.29,0.67,3.97,902.49,848.0,901.77,847.27,55.07,6.18,5.36,4.84,4.5,117.12,105.13,69.64,204995,40.31,30.98,2915.1,530655.0_GOODLUCK
Goodricke Group,500166.0,__NA__,Tea,195.95,11.57,-2.11,22736,14516,8340,225.0,159.0,545.0,38.0,1.85,-3.87,16.11,182.52,185.53,182.12,185.46,56.88,6.3,6.88,5.91,5.82,1.64,-8.56,-0.5,13830,-2.96,-0.06,423.27,500166.0___NA__
Goodyear India,500168.0,__NA__,Tyres,1194.05,5.76,-9.47,10055,20385,35387,1451.1,1091.0,1451.1,54.1,-0.38,2.1,5.02,1177.02,1222.39,1176.14,1222.63,59.37,1.73,-0.7,0.63,0.36,0.11,2.31,4.94,20794,4.3,8.07,2754.67,500168.0___NA__
Gopal Iron Stl.,531913.0,__NA__,Trading,8.09,13.69,14.68,34942,49299,57543,11.38,4.88,21.75,3.15,1.51,0.76,6.84,7.64,7.64,7.63,7.64,58.68,0.13,0.12,0.05,0.03,46.51,13.16,6.93,41056,3.51,-2.49,3.96,531913.0___NA__
Gopal Snacks,544140.0,GOPAL,Food - Processing - Indian,327.3,-7.97,,209591,103394,78166,392.85,300.95,392.85,300.95,-0.74,-3.57,4.19,332.68,347.78,332.8,347.96,49.0,1.9,2.37,1.42,1.3,,,,403640,,,4078.3,544140.0_GOPAL
Gorani Industrie,531608.0,__NA__,Domestic Appliances,109.0,-10.11,-27.08,1251,2666,222,209.0,86.83,296.35,7.08,-0.81,7.68,14.23,107.15,125.43,107.04,125.58,59.37,0.39,-0.16,-0.77,-1.06,-13.34,89.3,53.73,2373,34.92,16.48,58.45,531608.0___NA__
Gothi Plascon,531111.0,__NA__,Construction,35.0,-20.63,-8.85,1079,950,2100,53.9,27.99,53.9,0.0,-0.6,4.48,-11.73,38.81,38.24,38.96,38.27,42.57,-1.14,-1.12,-1.08,-1.06,2.91,13.17,35.47,1960,18.54,18.71,35.7,531111.0___NA__
Gourmet Gateway,506134.0,__NA__,Hotels,48.5,6.96,22.44,110994,58378,35255,56.9,7.65,56.9,0.89,0.46,-3.67,15.01,46.35,38.77,46.27,38.67,54.78,0.96,0.96,0.56,0.46,562.28,186.18,112.28,75085,47.69,8.09,651.2,506134.0___NA__
Gowra Leasing,530709.0,__NA__,Finance & Investments,42.0,4.05,11.38,1514,736,883,51.57,19.42,51.57,9.36,2.19,-0.94,3.79,39.9,35.97,39.85,35.92,53.61,0.5,0.5,0.43,0.41,111.09,31.08,19.52,1479,10.37,7.13,12.6,530709.0___NA__
Goyal Aluminiums,541152.0,GOYALALUM,Trading,9.8,-0.54,-7.04,128494,153487,88585,13.45,7.19,47.55,0.72,5.95,-0.54,2.21,9.23,10.47,9.23,10.49,51.88,0.03,0.04,-0.01,-0.02,-32.48,44.59,13.55,298299,,,139.87,541152.0_GOYALALUM
Goyal Associates,530663.0,__NA__,Finance & Investments,1.89,-7.65,-8.12,380333,542596,794156,2.65,1.38,8.65,0.17,4.42,-2.16,-6.7,1.9,1.93,1.9,1.93,41.66,-0.02,-0.02,-0.01,0.0,-2.16,-33.91,-0.86,313284,-14.77,20.52,8.89,530663.0___NA__
Goyal Salt,-1.0,GOYALSALT,Food - Processing - Indian,173.0,-3.54,7.1,13547,20250,10200,249.0,123.5,249.0,123.5,1.53,-3.84,-8.63,186.98,178.5,187.66,178.58,35.28,-4.71,-4.26,-4.01,-3.83,,,,75104,,,309.68,-1.0_GOYALSALT
