Name,BSE Code,NSE Code,Industry,Current Price,Market Capitalization,Price to Earning,Dividend yield,Price to book value,Return on assets,Debt to equity,Return on equity,Promoter holding,Earnings yield,Pledged percentage,Industry PE,Enterprise Value,Number of equity shares,Book value,Inventory turnover ratio,Quick ratio,Exports percentage,Piotroski score,G Factor,Asset Turnover Ratio,Financial leverage,Number of Shareholders,Unpledged promoter holding,Return on invested capital,Debtor days,Industry PBV,Credit rating,Working Capital Days,Earning Power,Graham Number,Cash Conversion Cycle,Days Payable Outstanding,Days Receivable Outstanding,Days Inventory Outstanding,Public holding,FII holding,Change in FII holding,Change in DII holding,DII holding,Book value preceding year,Return on capital employed preceding year,Return on assets preceding year,Return on equity preceding year,Number of Shareholders preceding quarter,join_key
Bacil Pharma,524516.0,__NA__,Pharmaceuticals - Indian - Bulk Drugs,21.68,12.77,,0.0,10.47,-4.88,0.08,-5.19,42.67,-0.46,0.0,32.0,12.83,0.59,2.07,,0.45,,3.0,4.0,0.0,1.02,6770.0,42.67,-120.0,,3.4,,,-4.51,,,,,,57.33,0.0,0.0,0.0,0.0,1.87,-12.61,-12.5,-12.88,6628.0,524516.0___NA__
Bafna Pharma.,532989.0,BAFNAPH,Pharmaceuticals - Indian - Formulations,77.78,184.0,25.03,0.0,2.27,5.3,0.3,9.53,88.3,4.78,0.0,26.15,206.99,2.37,34.17,3.34,1.2,0.0,6.0,2.0,1.1,1.71,7539.0,88.3,10.03,108.66,3.36,,125.99,6.52,48.88,84.33,149.06,108.66,124.74,11.7,0.0,0.0,0.0,0.0,31.05,15.89,10.14,16.45,7367.0,532989.0_BAFNAPH
BAG Films,532507.0,BAGFILMS,Entertainment / Electronic Media Software,8.91,176.35,44.31,0.0,1.17,1.77,0.0,2.72,46.86,11.21,0.0,41.23,166.24,19.79,7.63,-0.18,1.32,0.0,9.0,1.0,0.35,2.53,59238.0,46.86,12.37,197.06,2.96,,225.6,4.87,5.88,197.06,,197.06,,53.11,0.02,0.01,0.0,0.0,7.14,2.41,-0.45,-1.2,56659.0,532507.0_BAGFILMS
Baheti Recycling,-1.0,BAHETI,Aluminium and Aluminium Products,264.8,274.55,38.13,0.0,6.6,5.67,2.38,20.91,73.4,5.3,0.0,23.13,373.26,1.04,40.15,7.09,0.51,0.0,5.0,3.0,3.38,3.69,667.0,73.4,14.2,46.04,2.36,,81.54,11.78,79.2,80.87,16.67,46.04,51.5,26.6,0.0,0.0,0.0,0.0,33.21,14.67,5.06,20.64,483.0,-1.0_BAHETI
Baid Finserv,511724.0,BAIDFIN,Finance & Investments,18.73,224.9,17.38,0.52,1.37,3.37,1.45,8.03,34.8,9.59,0.0,23.18,430.44,12.01,13.89,20.04,3.21,0.0,5.0,4.0,0.17,2.3,13573.0,34.8,69.3,1.55,1.78,,10.57,9.66,18.34,-106.33,144.38,1.55,36.5,65.18,0.03,0.03,0.0,0.0,12.91,10.03,3.15,6.9,10427.0,511724.0_BAIDFIN
Bajaj Auto,532977.0,BAJAJ-AUTO,Automobiles - Scooters And 3 - Wheelers,9630.0,268850.08,34.82,0.83,9.26,20.74,0.07,26.48,55.05,3.8,0.01,140.21,269806.5,27.92,1037.41,19.7,0.51,32.48,7.0,5.0,1.2,1.29,297605.0,55.05,472.12,16.88,6.65,,-20.56,25.72,2538.65,-27.85,64.06,16.88,19.33,21.88,14.53,-0.11,-0.19,8.47,1037.67,26.55,17.28,20.5,200795.0,532977.0_BAJAJ-AUTO
Bajaj Consumer,533229.0,BAJAJCON,Personal Care - Indian,269.05,3841.87,24.74,1.87,4.64,16.29,0.01,19.19,39.3,5.09,0.0,42.1,3806.27,14.28,58.17,8.23,5.1,0.0,8.0,4.0,1.03,1.15,137158.0,39.3,19.27,16.32,7.03,,225.58,19.32,119.35,29.55,33.14,16.32,46.37,29.12,14.1,-0.31,0.3,17.47,54.61,20.98,14.91,17.31,140511.0,533229.0_BAJAJCON
Bajaj Electrical,500031.0,BAJAJELEC,Domestic Appliances,1072.1,12354.11,90.9,0.29,8.57,3.18,0.15,7.99,62.8,1.95,2.55,89.61,12294.32,11.52,125.11,3.61,0.86,0.0,3.0,2.0,1.09,2.97,63094.0,61.2,13.09,91.48,6.87,,17.11,6.17,179.46,-29.98,206.15,91.48,84.69,14.41,10.18,-0.23,0.5,12.61,170.38,18.48,5.19,12.2,65600.0,500031.0_BAJAJELEC
Bajaj Finance,500034.0,BAJFINANCE,Finance & Investments,7116.05,440480.92,30.47,0.51,5.78,4.44,3.84,22.12,54.69,5.28,0.0,23.18,723202.74,61.9,1234.23,,2.5,0.0,4.0,5.0,0.17,4.26,799199.0,54.69,11.93,11.51,1.78,,-13.73,10.17,2546.22,11.51,,11.51,,10.19,20.55,-0.37,0.32,14.33,898.07,11.77,4.72,23.48,745040.0,500034.0_BAJFINANCE
Bajaj Finserv,532978.0,BAJAJFINSV,Finance & Investments,1585.35,253126.8,31.02,0.06,4.19,3.31,4.79,15.28,60.69,7.54,0.01,23.18,529672.76,159.67,378.12,,0.25,0.0,5.0,5.0,0.23,7.81,567041.0,60.68,11.72,19.75,1.78,,-400.09,7.44,659.14,19.75,,19.75,,23.38,8.42,0.51,-0.15,7.33,291.35,11.28,3.31,14.81,585220.0,532978.0_BAJAJFINSV
Bajaj Healthcare,539872.0,BAJAJHCARE,Pharmaceuticals - Indian - Bulk Drugs & Formln,343.15,947.01,33.04,0.3,3.4,3.44,1.2,8.87,67.73,4.55,0.0,34.7,1276.9,2.76,100.86,1.44,0.81,0.0,7.0,1.0,0.57,2.99,32712.0,67.73,9.5,138.96,3.58,,253.9,7.49,,217.2,128.12,138.96,206.36,31.31,0.53,-0.21,-0.05,0.43,133.23,11.87,5.3,12.35,29626.0,539872.0_BAJAJHCARE
Bajaj Hindusthan,500032.0,BAJAJHIND,Sugar,41.3,5275.51,,0.0,1.14,-0.54,0.86,-1.9,24.95,0.77,100.0,16.08,9051.04,127.74,35.03,1.83,0.14,0.0,6.0,4.0,0.38,3.56,635448.0,0.0,1.25,9.32,1.31,,-155.74,0.43,,-58.93,272.49,9.32,204.24,63.73,2.57,0.77,-0.85,8.6,34.64,0.91,-0.93,-4.04,556650.0,500032.0_BAJAJHIND
Bajaj Holdings,500490.0,BAJAJHLDNG,Finance & Investments,8705.85,96887.43,13.33,1.49,1.79,12.45,0.0,14.77,51.46,7.89,0.0,23.18,96896.04,11.13,4874.27,1.47,2.01,0.0,7.0,6.0,0.01,1.09,60774.0,51.46,2119.16,1.09,1.78,,30.71,11.5,8462.43,1.09,,1.09,,30.9,11.53,-0.04,0.14,6.09,3969.93,9.71,9.26,11.15,61275.0,500490.0_BAJAJHLDNG
Bajaj Steel Inds,507944.0,__NA__,Engineering,1664.0,865.28,14.62,0.18,2.61,11.7,0.19,19.49,48.39,10.26,0.0,43.13,839.69,0.52,638.73,2.16,1.07,0.0,3.0,6.0,1.09,1.52,14075.0,48.39,18.08,32.93,5.46,,71.81,14.96,1277.17,111.72,114.45,32.93,193.24,51.54,0.07,0.0,0.0,0.0,526.1,30.73,14.19,24.83,12565.0,507944.0___NA__
Bajel Projects,544042.0,BAJEL,Engineering - Turnkey Services,297.45,3430.78,342.04,0.0,6.07,1.49,0.03,3.54,62.75,0.91,2.55,37.82,3292.31,11.53,49.11,17.18,1.34,,5.0,2.0,1.74,1.19,83268.0,61.15,7.02,189.53,4.55,,63.33,2.23,20.28,88.28,143.73,189.53,42.48,28.67,0.51,-9.95,-3.96,8.07,,,,,62796.0,544042.0_BAJEL
Bal Pharma,524824.0,BALPHARMA,Pharmaceuticals - Indian - Bulk Drugs & Formln,119.15,188.3,25.48,0.84,2.7,2.36,2.02,11.11,51.23,7.78,0.0,34.7,314.66,1.58,43.84,2.06,0.72,0.0,7.0,4.0,1.07,4.56,14772.0,51.23,9.46,107.19,3.58,,130.28,7.59,67.92,125.24,149.09,107.19,167.14,48.64,0.13,0.0,0.0,0.0,40.66,9.56,0.91,4.2,15060.0,524824.0_BALPHARMA
Balaji Amines,530999.0,BALAMINES,Chemicals,2335.35,7566.8,36.98,0.48,4.44,11.29,0.01,12.49,53.7,4.33,0.0,39.79,7246.71,3.24,531.42,3.64,4.78,0.0,5.0,3.0,0.8,1.19,138017.0,53.7,13.51,71.35,3.67,,115.62,14.33,869.46,155.86,31.44,71.35,115.94,39.91,4.92,0.34,0.05,1.48,479.69,36.34,21.78,23.11,141417.0,530999.0_BALAMINES
Balaji Telefilms,532382.0,BALAJITELE,Entertainment / Electronic Media Software,71.07,721.57,37.24,0.0,1.68,2.76,0.18,4.63,34.21,5.83,0.0,41.23,761.93,10.15,42.47,0.0,1.11,0.0,8.0,3.0,0.89,1.63,35353.0,34.21,7.9,77.6,2.96,,152.84,6.19,43.16,77.6,,77.6,,46.89,18.9,0.33,-0.25,0.0,40.22,-5.1,-6.93,-10.94,35657.0,532382.0_BALAJITELE
Balaxi Pharma,-1.0,BALAXI,Trading,121.31,669.72,21.35,0.0,3.28,12.61,0.1,16.79,66.36,6.82,0.0,34.16,626.83,5.52,36.95,1.37,2.36,0.0,4.0,4.0,0.97,1.24,5132.0,66.36,-23.27,84.27,3.16,,168.42,16.25,,234.98,82.37,84.27,233.07,16.54,17.08,-1.49,-0.01,0.02,33.91,38.52,22.09,32.17,5045.0,-1.0_BALAXI
Balgopal Commer.,539834.0,__NA__,Trading,54.5,89.98,6.83,0.0,3.15,50.29,0.0,59.88,6.31,16.52,0.0,34.16,89.93,1.65,17.31,4.37,2.14,0.0,7.0,5.0,0.65,0.92,939.0,6.31,174.54,0.0,3.16,,160.34,40.73,55.74,-111.81,126.6,0.0,14.79,93.68,0.0,0.0,0.0,0.0,9.33,-16.64,-13.51,-16.05,926.0,539834.0___NA__
Balkrishna Inds,502355.0,BALKRISIND,Tyres,3207.95,62015.22,43.06,0.5,6.98,11.07,0.35,17.55,58.29,3.08,0.0,27.49,65034.66,19.33,457.99,3.21,0.54,72.09,7.0,4.0,0.72,1.47,134831.0,58.29,18.27,56.31,2.88,,76.31,14.71,885.66,90.55,73.97,56.31,108.21,7.38,12.24,-0.45,0.65,21.97,390.91,13.79,8.56,13.79,125341.0,502355.0_BALKRISIND
Balkrishna Paper,539251.0,BALKRISHNA,Paper,24.65,79.44,7942.56,0.0,,0.01,,,58.7,-3.32,0.0,8.71,293.74,3.22,-68.87,0.68,0.05,53.31,2.0,1.0,0.06,-0.41,13463.0,58.7,-35.45,115.78,1.1,,-431.72,-21.4,,37.67,559.52,115.78,481.41,41.3,0.0,0.0,0.0,0.0,-46.73,-44.5,-32.28,,12810.0,539251.0_BALKRISHNA
Balmer Law. Inv.,532485.0,__NA__,Finance & Investments,885.0,1964.69,11.68,3.71,1.61,9.06,0.09,14.4,59.67,26.31,0.0,23.18,1404.85,2.22,549.97,7.7,2.02,0.0,8.0,5.0,0.81,2.38,22802.0,59.67,16.58,66.37,1.78,,42.01,12.02,967.76,37.64,74.42,66.37,45.69,39.11,1.08,0.26,0.0,0.14,500.91,12.93,6.37,9.9,23794.0,532485.0___NA__
Balmer Lawrie,523319.0,BALMLAWRIE,Diversified - Large,270.4,4623.93,17.94,2.74,2.56,9.3,0.06,14.7,0.0,7.04,0.0,23.87,4212.24,17.1,106.48,7.75,1.81,0.0,8.0,5.0,0.85,1.52,93411.0,0.0,13.91,66.62,2.87,,42.44,10.32,191.42,37.89,74.42,66.62,45.69,95.17,2.71,0.59,-0.12,2.09,98.29,10.12,6.53,10.21,89289.0,523319.0_BALMLAWRIE
Balrampur Chini,500038.0,BALRAMCHIN,Sugar,434.55,8767.03,16.41,0.7,2.58,9.28,0.59,16.98,42.9,7.74,0.0,16.08,10773.22,20.17,168.57,1.51,0.08,0.0,8.0,3.0,0.97,1.69,239972.0,42.9,11.36,8.19,1.31,,169.26,13.57,316.99,248.03,27.5,8.19,267.33,25.07,11.27,0.78,-0.87,20.76,143.52,10.42,5.72,10.01,224016.0,500038.0_BALRAMCHIN
Balu Forge,531112.0,BALUFORGE,Castings & Forgings,325.85,3342.96,35.68,0.0,6.04,17.29,0.09,24.96,56.07,3.88,0.0,32.3,3300.89,10.26,53.9,6.06,3.02,11.53,6.0,4.0,1.03,0.98,23591.0,56.07,23.84,142.45,3.65,,190.6,17.89,105.23,151.07,78.16,142.45,86.78,33.68,8.74,-0.03,-0.44,1.51,23.71,26.9,11.89,21.93,18054.0,531112.0_BALUFORGE
Balurghat Tech,520127.0,__NA__,Miscellaneous,30.5,55.51,22.56,0.0,3.63,7.69,0.68,14.77,33.63,6.6,0.0,38.47,60.97,1.82,8.4,,2.09,0.0,6.0,5.0,2.48,2.09,13520.0,33.63,13.24,84.71,3.17,,74.86,12.88,15.98,84.71,,84.71,,66.37,0.0,0.0,0.0,0.0,9.91,10.01,3.84,7.32,13109.0,520127.0___NA__
Bambino Agro Ind,519295.0,__NA__,Food - Processing - Indian,362.0,289.97,26.53,0.44,3.12,5.36,0.75,12.36,74.96,6.4,0.0,38.34,358.54,0.8,116.43,2.64,0.34,0.0,8.0,6.0,1.63,2.19,7611.0,74.96,10.88,14.25,3.49,,77.31,10.95,189.09,138.85,17.4,14.25,142.0,25.04,0.0,0.0,0.0,0.0,104.39,11.27,4.68,11.57,7641.0,519295.0___NA__
BAMPSL Sec.,531591.0,__NA__,Finance & Investments,8.63,29.37,75.31,0.0,0.76,1.02,0.0,1.03,10.83,1.64,0.0,23.18,29.35,3.4,11.2,1.79,4.78,0.0,6.0,3.0,0.22,1.0,8029.0,10.83,6.54,11.32,1.78,,246.09,1.28,5.37,215.32,0.0,11.32,204.0,89.17,0.0,0.0,0.0,0.0,11.08,1.39,1.14,1.15,7698.0,531591.0___NA__
Banaras Beads,526849.0,BANARBEADS,Glass & Glass Products,100.5,66.7,24.26,2.0,1.21,4.75,0.06,5.14,58.14,6.8,0.0,44.38,58.0,0.66,81.73,0.47,4.71,0.0,4.0,4.0,0.49,1.07,6806.0,58.14,5.5,86.4,6.47,,427.73,6.59,87.3,871.72,15.31,86.4,800.63,41.84,0.0,0.0,0.0,0.0,79.61,7.62,4.39,4.86,6592.0,526849.0_BANARBEADS
Banas Finance,509053.0,__NA__,Finance & Investments,10.0,89.57,20.41,0.0,0.62,2.69,0.04,2.85,26.58,38.75,0.0,23.18,88.45,8.96,16.22,,171.0,0.0,7.0,4.0,0.41,1.05,41040.0,26.58,10.15,0.0,1.78,,81.77,20.13,12.91,0.0,,0.0,0.0,73.39,0.0,0.0,-0.02,0.03,15.87,-60.74,-30.8,-34.07,40271.0,509053.0___NA__
Banco Products,500039.0,BANCOINDIA,Auto Ancillaries,690.0,4934.81,18.19,3.21,4.67,13.98,0.4,26.44,67.88,7.28,0.0,36.73,5294.32,7.15,147.02,1.67,0.87,7.02,6.0,7.0,1.43,1.85,51172.0,67.88,19.03,63.41,3.72,,130.88,18.94,354.31,183.04,90.43,63.41,210.06,28.97,3.0,0.65,0.05,0.13,140.03,25.83,14.1,23.87,47751.0,500039.0_BANCOINDIA
Bandaram Pharma,524602.0,__NA__,Healthcare,34.28,41.14,42.42,0.3,3.34,3.71,0.99,12.63,75.0,4.01,0.0,42.74,53.31,1.2,10.23,5.95,1.6,0.0,7.0,0.0,1.3,2.13,4337.0,75.0,6.69,155.51,5.67,,228.23,6.61,13.64,186.92,55.06,155.51,86.47,25.0,0.0,0.0,0.0,0.01,2.57,,1.88,2.78,4262.0,524602.0___NA__
Bandhan Bank,541153.0,BANDHANBNK,Banks - Private Sector,205.15,33049.05,14.82,0.74,1.69,1.43,6.78,11.38,39.98,7.3,0.0,12.74,157579.46,161.1,121.58,,4.9,0.0,5.0,4.0,0.12,7.95,724153.0,39.98,7.54,0.0,1.94,,97.19,7.37,194.57,0.0,,0.0,,16.32,31.2,-3.55,-2.37,12.42,121.58,6.67,1.49,11.88,550138.0,541153.0_BANDHANBNK
Bang Overseas,532946.0,BANG,Trading,47.7,64.68,,0.0,0.72,-5.18,0.3,-8.96,72.98,-8.1,0.0,34.16,88.06,1.36,65.86,1.72,0.92,0.0,4.0,4.0,0.83,1.81,6533.0,72.98,-6.16,89.42,3.16,,242.33,-4.38,,224.08,126.14,89.42,260.8,27.02,0.0,-0.02,0.0,0.0,72.04,3.7,0.74,1.18,7035.0,532946.0_BANG
Bangalore Fort,539120.0,__NA__,Trading,49.0,23.52,69.17,0.0,3.06,0.34,0.37,0.37,33.25,3.89,0.0,34.16,26.21,0.48,16.04,9.71,1.09,0.0,7.0,5.0,0.37,12.99,1430.0,33.25,7.04,56.7,3.16,,64.61,6.09,15.99,42.72,56.19,56.7,42.22,66.76,0.0,0.0,0.0,0.01,368.98,0.55,0.17,0.18,1300.0,539120.0___NA__
Bank of Baroda,532134.0,BANKBARODA,Banks - Public Sector,274.85,142134.88,7.63,2.78,1.19,1.19,12.14,16.69,63.97,6.4,0.0,9.46,1495605.97,517.14,231.49,,1.8,0.0,6.0,7.0,0.07,13.28,1329618.0,63.97,6.33,0.0,1.18,,-110.35,5.78,434.77,0.0,,0.0,,7.32,12.4,0.13,0.29,16.04,203.15,5.17,1.05,15.12,1289443.0,532134.0_BANKBARODA
Bank of India,532149.0,BANKINDIA,Banks - Public Sector,120.0,54631.98,8.31,2.3,0.79,0.75,11.64,9.98,73.38,6.06,0.0,9.46,793080.73,455.27,155.03,,3.44,0.0,5.0,7.0,0.07,12.4,617238.0,73.38,5.69,0.0,1.18,,-31.51,5.2,224.27,0.0,,0.0,,6.27,4.52,0.21,1.17,15.82,147.27,4.42,0.47,6.33,577992.0,532149.0_BANKINDIA
Bank of Maha,532525.0,MAHABANK,Banks - Public Sector,64.45,45639.49,11.24,2.16,2.31,1.42,14.01,22.83,86.46,5.12,0.0,9.46,293773.07,708.14,28.06,,3.93,0.0,7.0,6.0,0.07,14.47,846746.0,86.46,5.38,0.0,1.18,,-68.86,4.9,60.25,0.0,,0.0,,7.8,1.04,0.59,-0.03,4.68,23.46,4.79,1.04,17.44,677087.0,532525.0_MAHABANK
Banka Bioloo,-1.0,BANKA,Miscellaneous,96.99,105.21,,0.0,2.66,-0.94,0.65,-1.63,52.72,1.53,0.0,34.07,128.44,1.08,36.62,1.91,1.62,0.0,3.0,3.0,0.7,1.8,6265.0,52.72,3.54,167.61,3.2,,261.56,2.47,,264.99,88.38,167.61,185.76,47.25,0.03,0.03,0.0,0.0,36.97,9.61,3.93,6.55,4448.0,-1.0_BANKA
Bannari Amm Spg.,532674.0,BASML,Textiles - Cotton/Blended,48.51,314.54,,0.0,0.8,-1.76,1.27,-5.4,55.33,2.4,0.0,26.01,813.64,6.48,61.59,2.51,1.15,0.0,5.0,1.0,0.74,3.15,20872.0,55.33,1.2,66.1,1.46,,220.45,1.57,,124.7,51.89,66.1,110.49,44.61,0.05,-0.02,0.0,0.0,64.9,2.37,-1.74,-5.03,18249.0,532674.0_BASML
Bannari Amm.Sug.,500041.0,BANARISUG,Sugar,3220.0,4037.78,26.5,0.4,2.39,6.35,0.29,9.4,58.7,5.78,0.0,16.08,4516.89,1.25,1346.44,1.53,0.32,0.0,8.0,4.0,0.93,1.42,8694.0,58.7,8.24,22.05,1.31,,169.78,10.49,1918.19,246.26,19.1,22.05,243.3,41.04,0.25,-0.01,0.0,0.0,1237.58,11.93,5.82,9.64,8766.0,500041.0_BANARISUG
Bansal Roofing,538546.0,__NA__,Steel - Medium / Small,81.03,106.84,30.09,0.0,3.88,9.23,0.16,13.74,73.38,4.87,0.0,27.86,110.7,1.32,20.94,12.93,0.47,0.0,6.0,4.0,2.75,1.39,6546.0,73.38,14.11,8.19,2.94,,8.95,13.51,35.62,19.74,12.95,8.19,24.5,26.53,0.09,0.0,0.0,0.0,18.24,21.25,11.47,18.98,6034.0,538546.0___NA__
Bansisons Tea,519353.0,__NA__,Tea,3.99,2.53,,0.0,0.43,-2.59,0.0,-2.66,23.15,-6.56,0.0,30.73,2.44,0.63,9.37,,2.56,0.0,3.0,4.0,0.0,1.04,27952.0,23.15,-3.08,,1.36,,,-2.61,,,,,,76.85,0.0,0.0,0.0,0.0,9.62,0.49,0.16,0.16,27971.0,519353.0___NA__
Banswara Syntex,503722.0,BANSWRAS,Textiles - Spinning - Synthetic / Blended,150.05,513.65,14.46,1.99,0.96,3.32,0.66,6.81,54.37,9.18,0.0,23.18,840.19,3.42,156.29,2.4,0.84,0.0,6.0,5.0,1.18,2.0,15147.0,54.37,6.85,59.89,0.85,,112.97,7.2,191.07,186.1,52.49,59.89,178.7,36.74,8.9,-0.03,0.0,0.0,148.71,22.13,11.38,24.45,15342.0,503722.0_BANSWRAS
Barak Valley,532916.0,BVCL,Cement - North India,67.26,149.05,20.58,0.0,1.22,3.1,0.4,6.21,55.32,10.68,0.0,29.59,194.51,2.22,54.3,1.73,0.71,0.0,8.0,6.0,1.0,1.94,9057.0,55.32,6.43,26.7,3.08,,66.1,8.65,63.22,114.37,113.74,26.7,201.41,44.67,0.0,0.0,0.0,0.0,51.03,9.6,2.25,4.72,8494.0,532916.0_BVCL
Barbeque-Nation,543283.0,BARBEQUE,Hotels,580.3,2267.33,,0.0,5.81,-0.88,1.74,-2.82,33.71,2.18,0.65,165.63,2916.9,3.91,100.58,10.36,0.38,0.0,3.0,4.0,0.99,3.23,39184.0,33.49,4.95,1.08,7.87,,-22.01,4.84,,-68.19,103.01,1.08,33.74,25.01,16.88,-0.88,-0.79,24.42,102.91,8.92,1.36,3.68,38829.0,543283.0_BARBEQUE
Baroda Extrusion,513502.0,__NA__,Mining / Minerals / Metals,6.57,97.92,,0.0,,-3.41,,,55.38,-0.71,0.0,19.15,155.83,14.9,-2.65,14.93,1.37,0.0,4.0,2.0,3.94,-0.82,21165.0,55.38,-7.27,36.93,3.52,,32.4,-3.28,,25.8,35.03,36.93,23.9,44.61,0.0,0.0,0.0,0.0,-2.57,-22.68,-10.89,,19157.0,513502.0___NA__
Baroda Rayon,500270.0,__NA__,Construction,169.8,389.04,25.12,0.0,1.17,2.41,0.64,4.92,67.53,3.1,0.0,33.28,598.64,2.29,144.88,0.11,0.38,0.0,5.0,3.0,0.12,1.94,80737.0,67.53,3.38,91.97,2.89,,2527.83,2.83,220.66,3374.09,22.19,91.97,3304.31,31.45,0.01,0.0,0.0,1.02,129.95,55.11,43.66,143.16,81886.0,500270.0___NA__
Baron Infotech,532336.0,__NA__,Computers - Software - Medium / Small,0.88,0.9,,0.0,,-9.47,,,12.44,-3.0,0.0,34.11,2.0,1.02,-0.38,0.0,0.02,0.0,5.0,2.0,0.0,-4.6,9349.0,12.44,-150.0,,3.7,,,-3.09,,,,,,87.56,0.0,0.0,0.0,0.0,-0.22,-127.64,-81.6,-298.88,9372.0,532336.0___NA__
Bartronics India,532694.0,ASMS,Computers - Software - Medium / Small,20.34,619.51,292.22,0.0,23.37,4.3,0.0,8.17,90.0,0.16,0.0,34.11,609.18,30.46,0.87,1.05,4.31,0.0,6.0,3.0,0.99,1.86,39275.0,90.0,8.54,3.36,3.7,,-7.25,3.26,0.94,3.36,,3.36,,9.78,0.0,0.0,0.0,0.22,0.83,-0.3,-4.1,,35688.0,532694.0_ASMS
Basant Agro Tech,524687.0,__NA__,Fertilizers,22.9,207.54,52.4,0.34,1.19,0.95,0.88,2.3,53.07,5.54,0.0,32.06,360.62,9.06,19.22,1.57,0.56,0.0,3.0,0.0,0.98,2.38,48522.0,53.07,4.88,58.22,2.11,,195.29,4.79,13.74,238.69,47.06,58.22,227.53,46.9,0.0,0.0,0.0,0.02,18.86,11.36,4.5,10.98,47481.0,524687.0___NA__
BASF India,500042.0,BASF,Chemicals,5015.0,21709.95,38.53,0.3,6.78,8.17,0.05,19.02,73.33,3.6,0.0,39.79,21241.74,4.33,744.72,5.27,1.04,0.0,9.0,4.0,2.0,2.14,48219.0,73.33,18.64,66.86,3.67,,45.12,10.71,1476.75,21.1,113.39,66.86,67.63,15.87,4.12,0.31,0.04,6.67,624.04,20.12,6.04,15.19,51068.0,500042.0_BASF
Basilic Fly Stud,-1.0,BASILIC,Entertainment / Electronic Media Software,433.0,1006.28,27.79,0.0,8.31,74.15,0.02,119.83,59.9,5.36,0.0,41.23,966.22,2.32,52.2,,6.47,100.0,2.0,3.0,2.05,1.62,2528.0,59.9,151.36,71.58,2.96,,60.04,34.77,135.26,71.58,,71.58,,39.77,0.33,-0.09,0.0,0.01,,170.7,84.76,155.62,2503.0,-1.0_BASILIC
Bata India,500043.0,BATAINDIA,Leather / Leather Products,1509.05,19395.41,66.53,0.79,12.66,8.81,0.89,19.67,50.16,2.49,0.0,73.86,20344.73,12.85,118.8,1.63,0.84,99.7,5.0,3.0,1.05,2.17,223136.0,50.16,14.64,8.41,2.81,,71.53,15.18,233.65,162.47,73.3,8.41,227.37,13.28,8.24,0.36,-1.38,28.31,111.9,19.56,9.48,19.81,204861.0,500043.0_BATAINDIA
Batliboi,522004.0,__NA__,Engineering,121.35,416.36,45.46,0.0,2.41,3.01,0.55,6.49,62.69,3.89,0.0,43.13,480.76,3.43,50.3,4.24,0.64,0.0,4.0,5.0,0.94,2.08,10331.0,62.69,5.39,47.77,5.46,,23.77,5.88,59.74,61.81,85.12,47.77,99.16,36.96,0.04,0.04,0.29,0.29,47.14,7.94,3.67,8.07,10048.0,522004.0___NA__
Baweja Studios L,-1.0,BAWEJA,Entertainment / Electronic Media Software,84.75,156.17,18.99,0.0,1.63,18.31,0.04,41.37,70.69,10.28,0.0,41.23,111.79,1.84,51.94,0.0,3.42,0.0,3.0,4.0,1.43,2.26,2583.0,70.69,54.11,42.12,2.96,,75.33,9.22,72.2,42.12,,42.12,,27.33,0.86,,,1.11,,71.67,21.12,58.8,,-1.0_BAWEJA
Bayer Crop Sci.,506285.0,BAYERCROP,Pesticides / Agrochemicals - Multinational,6899.45,31007.61,41.88,1.92,10.9,15.97,0.02,26.63,71.43,3.31,0.0,40.74,29890.71,4.49,634.02,1.74,1.48,0.0,8.0,4.0,1.1,1.63,45852.0,71.43,26.42,68.67,5.89,,83.7,20.9,1533.12,186.52,75.86,68.67,193.71,12.15,3.62,0.09,0.1,12.8,603.47,33.66,15.02,25.91,46907.0,506285.0_BAYERCROP
Bazel Internatio,539946.0,__NA__,Finance & Investments,52.5,10.24,28.46,0.0,0.23,0.67,0.2,0.82,0.46,4.05,0.0,23.18,17.28,0.2,225.22,,44.28,0.0,6.0,4.0,0.33,1.22,427.0,0.46,1.04,315.76,1.78,,1060.12,1.3,96.71,315.76,,315.76,0.0,99.53,0.0,0.0,0.0,0.0,222.61,-1.21,-3.29,-3.89,390.0,539946.0___NA__
BCL Enterprises,539621.0,__NA__,Finance & Investments,1.07,12.48,,0.0,0.97,-16.61,0.1,-18.17,3.15,-19.39,0.0,23.18,13.22,11.66,1.1,0.63,2.15,0.0,3.0,5.0,0.17,1.2,51198.0,3.15,-92.03,69.66,1.78,,281.41,-16.56,,415.45,0.0,69.66,345.79,96.86,0.0,0.0,0.0,0.0,1.32,-4.36,-5.36,-5.81,46985.0,539621.0___NA__
BCL Industries,524332.0,BCLIND,Solvent Extraction,52.93,1441.56,15.9,0.95,2.22,8.04,0.73,16.74,59.47,8.54,4.29,21.13,1912.9,27.23,23.93,4.51,0.7,0.0,6.0,5.0,1.78,1.84,92001.0,56.92,10.52,20.86,2.46,,86.03,12.55,42.25,87.27,21.92,20.86,88.33,34.63,5.91,0.03,0.0,0.0,17.86,13.88,6.95,16.13,73113.0,524332.0_BCLIND
