Name,BSE Code,NSE Code,Industry,Current Price,Price to Sales,Price to Free Cash Flow,EVEBITDA,Current ratio,Interest Coverage Ratio,PEG Ratio,Working Capital to Sales ratio,QoQ Profits,QoQ Sales,Net worth,Market Cap to Sales,Interest Coverage,Enterprise Value to EBIT,Debt Capacity,Debt To Profit,Total Capital Employed,CROIC,debtplus,Leverage,Dividend Payout,Intrinsic Value,cash debt contingent liabilities by mcap,Cash by market cap,52w Index,Down from 52w high,Up from 52w low,From 52w high,Mkt Cap To Debt Cap,Dividend Payout Ratio,Graham,Price to Cash Flow,ROCE3yr avg,PB X PE,NCAVPS,Market Capt to Cash Flow,Altman Z Score,Market cap to quarterly profit,Market Capitalization,join_key
Apt Packaging,506979.0,__NA__,Plastics Products,40.02,1.66,31.19,-56.47,0.99,-2.48,,22.03,139.53,-7.89,-5.02,1.66,-2.48,-23.4,-0.93,-8.51,15.49,3.95,-5.55,-4.15,0.0,,-132.43,0.01,54.09,24.16,60.08,0.76,3.14,0.0,,-42.42,-6.44,,5.28,-42.12,1.81,123.88,21.06,506979.0___NA__
Aptech,532475.0,APTECHT,Computers - Education,220.5,2.93,35.21,22.06,2.21,35.15,2.84,38.83,-59.26,3.4,259.98,2.93,35.15,25.83,0.11,0.29,201.29,13.66,0.09,1.71,89.86,63.23,0.22,0.05,10.57,43.31,9.92,0.57,3.07,89.86,71.07,-152.07,25.54,187.04,29.25,-152.05,7.86,293.97,1278.75,532475.0_APTECHT
Aptus Value Hou.,543335.0,APTUS,Finance - Housing,344.95,12.61,-16.46,18.53,11.94,3.04,0.69,25.22,4.09,6.58,3767.92,12.61,3.04,18.68,-0.44,8.5,366.23,-12.99,1.38,2.15,36.69,261.23,-28.17,0.02,68.08,12.0,41.03,0.88,-1.54,36.69,144.36,-12.7,14.28,127.24,6.9,-12.7,4.27,104.93,17212.08,543335.0_APTUS
Arabian Petrol.,-1.0,ARABIAN,Chemicals,85.0,0.35,-12.72,8.3,1.76,4.19,0.29,26.79,-3.47,21.69,46.19,0.35,4.19,9.28,-0.47,5.16,82.69,-12.07,0.73,3.47,0.0,164.82,-38.04,0.01,27.25,31.81,21.17,0.68,-2.47,0.0,79.62,-10.23,19.2,23.25,64.37,-10.22,6.09,,92.58,-1.0_ARABIAN
Aravali Sec,512344.0,__NA__,Finance & Investments,6.41,485.5,5.05,-215.83,1.13,-0.33,,300.0,18.18,,-0.63,485.5,-0.33,-117.73,-0.03,-8.27,1.98,61.96,-5.7,-5.84,0.0,,-33.37,0.05,69.48,18.76,110.86,0.81,0.84,0.0,,-81.19,13.96,,0.04,-80.92,4.13,-107.89,9.71,512344.0___NA__
Arcee Industries,520121.0,__NA__,Steel - Medium / Small,6.1,2.93,11.97,-6.44,1.22,-35.0,,86.92,-150.0,200.0,3.65,2.93,-35.0,-4.79,0.06,-0.34,2.72,6.07,0.07,2.48,0.0,,-6.69,0.01,38.49,20.26,18.91,0.8,1.96,0.0,,44.44,-11.78,,1.82,44.86,1.23,-12.56,3.14,520121.0___NA__
Archean Chemical,543657.0,ACI,Chemicals,681.25,6.32,25.8,17.21,2.95,43.24,0.63,18.74,-41.64,-31.32,1706.42,6.32,43.24,20.09,0.15,0.12,1356.16,20.07,0.19,1.1,11.48,657.31,-3.3,0.0,54.38,18.72,37.86,0.81,2.27,11.48,285.1,21.58,36.61,136.37,20.19,21.58,9.47,140.95,8406.42,543657.0_ACI
Archidply Decor,543231.0,ADL,Miscellaneous,91.95,1.08,39.11,15.76,1.97,1.38,113.97,89.97,36.36,24.39,50.76,1.08,1.38,25.37,-0.31,733.33,62.27,1.9,0.43,1.49,0.0,6.27,-42.49,0.01,62.23,13.65,35.2,0.86,2.23,0.0,10.52,-83.05,3.81,1706.14,75.91,-82.56,3.3,341.27,51.19,543231.0_ADL
Archidply Inds.,532994.0,ARCHIDPLY,Miscellaneous,100.0,0.46,77.33,14.26,1.21,2.65,,23.89,-70.55,15.92,111.53,0.46,2.65,17.48,,20.88,254.32,1.15,2.38,2.58,0.0,47.3,-133.08,0.01,42.65,32.61,56.25,0.67,,0.0,67.19,17.36,11.15,49.8,52.31,17.33,3.37,461.98,198.65,532994.0_ARCHIDPLY
Archies,532212.0,ARCHIES,Trading,26.55,1.12,12.81,25.94,1.64,-0.72,,79.13,-1426.15,3.51,99.26,1.12,-0.72,-40.38,-0.37,-6.85,146.71,4.48,0.57,1.75,0.0,,-62.63,0.0,22.35,37.53,20.9,0.62,0.97,0.0,,22.49,0.54,,18.75,22.48,2.49,-10.4,89.69,532212.0_ARCHIES
Archit Organosys,524640.0,__NA__,Chemicals,54.01,0.98,14.88,14.36,1.21,1.4,8.32,22.44,489.13,24.91,64.15,0.98,1.4,36.95,0.17,7.92,85.76,8.1,0.42,1.8,0.0,23.61,-20.71,0.04,60.61,18.54,53.87,0.81,0.78,0.0,33.84,10.85,13.21,238.27,12.39,10.86,3.9,-130.34,110.79,524640.0___NA__
ARCL Organics,543993.0,__NA__,Chemicals,71.89,0.3,-15.34,3.25,1.37,5.77,0.09,19.06,32.63,19.12,65.5,0.3,5.77,4.04,0.32,2.58,99.42,-4.43,0.65,2.12,0.0,307.03,-47.84,0.27,100.0,0.0,,1.0,0.44,0.0,161.31,4.49,27.35,4.48,45.44,4.49,3.03,11.41,57.51,543993.0___NA__
Arex Industries,526851.0,__NA__,Textiles - Products,150.0,1.16,7.4,7.59,1.94,3.77,10.3,25.64,-97.96,3.3,31.61,1.16,3.77,13.88,0.3,4.13,43.47,18.23,0.33,1.63,0.0,102.27,-17.44,0.0,34.7,38.52,49.93,0.61,0.52,0.0,107.37,6.32,9.82,43.95,32.7,6.25,4.44,1980.0,59.4,526851.0___NA__
Arfin India,539151.0,__NA__,Aluminium and Aluminium Products,45.48,1.43,75.39,27.48,1.38,1.52,21.26,28.31,9.55,18.5,96.36,1.43,1.52,31.28,-0.09,14.56,217.05,4.89,1.37,2.86,0.0,5.21,-17.95,0.01,46.52,27.46,49.11,0.73,3.85,0.0,8.4,165.36,12.89,701.06,8.98,165.38,7.62,352.0,767.36,539151.0___NA__
Arham Tech,-1.0,ARHAM,Electronics - Consumer,140.0,4.33,-56.78,28.38,1.86,5.17,,61.25,86.47,1.96,23.89,4.33,5.17,31.02,-0.09,4.06,43.71,-13.4,0.83,1.73,0.0,85.56,-7.95,0.0,67.72,25.53,256.23,0.74,-20.16,0.0,30.24,52.35,28.99,483.01,19.82,52.41,11.1,,236.89,-1.0_ARHAM
Aries Agro,532935.0,ARIES,Fertilizers,265.95,0.67,6.99,7.07,1.68,2.27,1.0,36.57,-181.66,-27.43,260.34,0.67,2.27,8.16,0.55,4.0,287.68,14.44,0.71,1.99,6.69,297.38,-51.75,0.02,58.47,22.4,68.43,0.78,0.44,6.69,259.42,4.52,13.9,25.0,146.14,4.52,3.54,-61.52,345.75,532935.0_ARIES
Arigato Universe,530267.0,__NA__,Engineering,89.0,31.75,-217.16,190.54,4.85,,83.47,116.96,-16.67,282.61,10.57,31.75,,190.54,0.01,0.0,2.01,-2.39,0.0,1.02,0.0,7.39,1.73,0.01,88.28,10.37,682.07,0.9,-22.39,0.0,12.39,-129.26,1.71,1160.46,3.28,-129.26,9.62,1085.8,54.29,530267.0___NA__
Arih.Found.Hsg.,531381.0,__NA__,Construction,206.2,1.43,4.66,7.63,1.89,2.22,0.4,102.5,-90.08,39.85,191.49,1.43,2.22,7.7,-0.27,8.73,147.79,11.49,0.7,2.44,0.0,328.44,-70.66,0.11,100.0,0.0,342.96,1.0,1.66,0.0,280.54,65.68,7.19,12.2,147.88,65.68,2.15,197.03,177.33,531381.0___NA__
Arihant Academy,-1.0,ARIHANTACA,Miscellaneous,125.0,2.5,26.72,17.66,1.68,180.0,,30.94,372.22,-5.33,21.21,2.5,180.0,31.0,0.3,0.0,15.27,14.51,0.0,1.43,0.0,68.86,20.43,0.2,31.03,37.5,36.99,0.63,2.47,0.0,44.92,9.24,30.13,174.32,15.38,9.17,5.59,164.54,75.69,-1.0_ARIHANTACA
Arihant Capital,511605.0,ARIHANTCAP,Finance & Investments,72.1,3.19,-67.5,4.13,1.57,8.37,0.32,84.99,25.88,-12.29,322.52,3.19,8.37,4.22,0.47,1.41,214.73,-3.01,1.12,2.02,7.38,153.77,5.74,0.41,74.79,14.52,101.68,0.85,5.6,7.38,68.71,-25.33,23.67,25.16,19.2,-25.33,3.17,30.44,750.66,511605.0_ARIHANTCAP
Arihant Super.,506194.0,ARIHANTSUP,Construction,340.55,2.78,-35.67,17.14,2.47,4.1,0.59,144.98,4.82,30.29,263.57,2.78,4.1,17.49,-0.31,7.5,752.41,,,4.12,9.54,196.85,,0.01,70.61,18.26,115.88,0.82,16.38,9.54,149.23,-11.63,14.41,117.47,177.51,-11.61,3.65,85.94,1401.72,506194.0_ARIHANTSUP
Arihant's Secur.,531017.0,__NA__,Finance & Investments,21.6,3.85,1620.0,7.14,31.91,,0.22,1407.83,-354.55,-47.69,39.69,3.85,,7.14,3.65,0.0,39.56,0.02,0.0,0.81,0.0,128.5,2.96,0.06,66.56,22.58,138.41,0.77,-6.97,0.0,60.95,-18.31,5.54,2.7,79.12,-18.32,3.06,-12.87,10.81,531017.0___NA__
Aris Interna.,531677.0,__NA__,Computers - Software - Medium / Small,60.37,25.89,-44.54,68.54,,,1.04,174.29,-66.67,-68.42,0.58,25.89,,68.54,0.0,2.0,0.61,-29.68,0.45,1.22,0.0,15.23,1.66,0.03,100.0,0.0,54.95,1.0,-5.66,0.0,8.68,56.6,-52.35,1087.86,4.07,56.63,19.79,151.0,9.06,531677.0___NA__
Aristo Bio-Tech,-1.0,ARISTO,Pesticides / Agrochemicals - Indian,90.35,0.25,-93.56,9.43,1.26,4.2,2.52,13.19,-48.64,-15.44,33.61,0.25,4.2,11.51,-0.16,5.35,54.02,-1.25,0.64,3.31,6.98,60.87,-32.11,0.03,76.33,11.33,70.15,0.89,1.61,6.98,79.77,8.08,13.65,28.86,47.56,8.09,3.56,,61.51,-1.0_ARISTO
Arman Financial,531179.0,ARMANFIN,Finance & Investments,2160.0,3.42,-5.21,7.0,6.08,1.86,0.28,71.46,21.0,8.35,812.69,3.42,1.86,7.02,-0.9,9.94,480.35,-19.31,3.19,2.88,0.0,4581.47,-91.51,0.21,47.12,19.4,27.31,0.81,-0.66,0.0,1700.44,-7.5,17.81,35.86,450.18,-7.48,2.89,44.54,2263.41,531179.0_ARMANFIN
Arman Holdings,538556.0,__NA__,Trading,60.54,7.18,1574.04,1048.67,6.18,,-202.44,89.75,,216.67,6.05,7.18,,1048.67,0.06,0.0,3.94,0.33,0.0,1.08,0.0,1.92,0.25,0.0,64.13,35.87,,0.64,-157.7,0.0,3.17,524.68,0.53,8216.17,7.58,525.67,10.01,3154.0,31.54,538556.0___NA__
Arnold Holdings,537069.0,__NA__,Finance & Investments,49.0,0.56,9.03,8.34,1.33,3.44,0.13,3.95,743.42,13.7,54.94,0.56,3.44,9.33,-0.01,6.81,11.44,10.45,1.09,2.54,0.0,78.18,-43.91,0.12,85.94,9.68,189.94,0.9,1.06,0.0,43.92,3.81,11.78,28.01,3.45,3.8,3.84,18.18,116.51,537069.0___NA__
Aro Granite Inds,513729.0,AROGRANITE,Miscellaneous,58.54,0.58,12.94,8.63,1.53,1.21,-2.07,157.49,350.0,-1.35,192.02,0.58,1.21,13.81,-1.35,144.08,393.95,1.78,1.08,2.33,0.0,29.32,-222.15,0.08,63.89,15.53,48.2,0.84,0.38,0.0,49.17,2.56,3.91,30.77,159.64,2.56,2.08,248.81,89.57,513729.0_AROGRANITE
Arrow Greentech,516064.0,ARROWGREEN,Plastics Products,569.65,5.79,3970.02,17.14,5.98,93.41,0.98,47.07,105.53,103.21,126.86,5.79,93.41,20.41,0.04,0.04,110.53,0.19,0.1,1.05,10.23,300.23,1.06,0.03,81.11,10.02,91.48,0.9,12.23,10.23,192.36,46.8,14.71,197.91,46.29,46.76,13.22,85.69,859.51,516064.0_ARROWGREEN
Arrowhead Sepera,544025.0,__NA__,Engineering,138.5,1.05,-29.13,6.92,3.83,4.48,0.15,75.2,0.0,-8.21,15.61,1.05,4.48,6.95,,0.88,18.91,-8.53,0.17,8.42,0.0,219.42,-7.75,0.03,12.41,45.69,13.52,0.54,,0.0,145.59,-11.59,28.35,20.34,98.0,-11.42,4.93,,25.93,544025.0___NA__
Arshiya,506074.0,ARSHIYA,Miscellaneous,5.49,0.98,2.4,57.5,0.19,-0.25,,-257.37,-10.77,-2.93,2.74,0.98,-0.25,-18.92,-5.55,-6.46,892.17,4.63,384.62,11.77,0.0,,-693.81,0.06,32.38,43.69,59.13,0.56,0.18,0.0,,1.44,2.47,,-14.4,1.44,-0.16,-2.43,144.65,506074.0_ARSHIYA
ARSS Infra,533163.0,ARSSINFRA,Construction,22.29,0.14,-12.21,-53.51,0.18,-286.91,,52.37,-1146.41,10.62,-133.05,0.14,-286.91,-51.9,-22.42,300.38,231.73,-0.28,-13.71,-13.43,0.0,,-3489.09,1.04,52.55,16.67,28.47,0.83,0.03,0.0,,6.63,-3.47,,86.15,6.64,0.25,-2.32,50.67,533163.0_ARSSINFRA
Art Nirman Ltd,-1.0,ARTNIRMAN,Construction,67.26,4.89,140.13,69.63,3.99,3.0,-64.07,101.28,175.0,256.8,35.3,4.89,3.0,97.32,0.07,2.47,39.84,3.21,0.08,1.49,0.0,17.52,0.85,0.01,51.06,24.09,49.47,0.76,4.15,0.0,12.27,105.75,-6.57,675.59,13.89,105.56,7.51,762.91,167.84,-1.0_ARTNIRMAN
Artefact Project,531297.0,__NA__,Miscellaneous,74.57,2.24,-192.13,8.32,1.98,4.13,0.33,188.04,-87.91,11.6,59.29,2.24,4.13,8.79,0.01,1.93,57.32,-0.41,0.25,1.6,0.0,81.08,-20.43,0.08,44.3,32.82,63.53,0.67,-2.09,0.0,114.82,-123.72,10.55,9.56,62.26,-123.25,2.76,246.5,54.23,531297.0___NA__
Artemis Electri.,542670.0,__NA__,Electric Equipment,31.82,11.43,-226.47,63.38,0.91,2.39,-8.63,24.04,3.79,2.95,77.37,11.43,2.39,71.29,-0.04,3.67,55.38,-3.46,0.31,1.66,0.0,4.71,-2.99,0.0,31.15,56.04,136.23,0.44,-19.57,0.0,5.88,68.44,0.43,658.93,0.67,68.45,11.85,583.05,798.78,542670.0___NA__
Artemis Medicare,542919.0,ARTEMISMED,Healthcare,179.45,2.91,-515.39,19.93,0.94,3.3,2.84,2.32,20.94,3.14,451.64,2.91,3.3,27.7,0.0,6.2,752.29,-0.67,0.77,2.03,12.44,64.34,-11.86,0.02,75.26,10.23,53.05,0.9,2.58,12.44,52.02,22.83,11.69,270.39,1.43,22.84,6.07,176.51,2456.95,542919.0_ARTEMISMED
Artson Engg.,522134.0,__NA__,Engineering - Turnkey Services,166.2,4.79,-1352.82,46.25,0.95,1.22,3.3,33.79,169.39,-20.36,0.91,4.79,1.22,53.74,-0.09,10.53,60.08,-0.84,70.21,166.92,0.0,2.08,-10.53,0.0,63.22,23.8,115.84,0.76,27.27,0.0,3.01,-162.24,4.22,68382.79,11.73,-162.33,7.97,464.86,613.61,522134.0___NA__
Aruna Hotels,500016.0,__NA__,Hotels,10.77,2.11,-3.48,10.77,0.15,0.74,,-72.17,67.72,60.47,26.57,2.11,0.74,14.22,-3.55,-25.49,164.0,-7.0,4.32,6.81,0.0,,-313.8,0.01,9.02,53.93,13.13,0.46,-0.6,0.0,,6.22,2.78,,-3.69,6.22,0.74,-71.63,36.53,500016.0___NA__
Arunis Abode,526935.0,__NA__,Construction,47.49,11.68,-427.41,13.83,4.64,2.84,,153.28,-16.67,-38.64,6.47,11.68,2.84,16.56,,2.23,3.73,-0.39,0.13,1.4,0.0,24.21,-5.75,0.0,70.73,19.04,131.66,0.81,,0.0,25.12,3.13,20.91,80.39,6.23,3.13,4.8,95.0,14.25,526935.0___NA__
Arunjyoti Bio,530881.0,__NA__,Trading,86.0,7.85,-9.6,75.58,1.51,0.38,,51.25,550.0,50.26,1.77,7.85,0.38,267.87,-0.35,-146.89,50.97,-38.08,29.09,25.4,0.0,,-32.01,0.0,93.03,5.16,265.65,0.95,-9.12,0.0,,25.35,2.27,,5.63,25.4,5.46,127.22,160.3,530881.0___NA__
Arvee Laborat.,-1.0,ARVEE,Chemicals,187.0,6.79,157.83,55.73,3.11,8.32,-14.44,50.71,-50.0,-20.26,29.11,6.79,8.32,95.93,0.1,0.95,30.69,4.41,0.03,1.33,0.0,19.18,3.17,0.02,39.45,40.63,80.5,0.59,3.69,0.0,23.8,30.66,14.42,1391.41,13.99,30.71,11.05,1717.25,206.07,-1.0_ARVEE
Arvind & Company,-1.0,ACSAL,Shipping,47.0,4.03,-8.14,6.19,1.0,6.19,,28.06,52.15,33.5,15.72,4.03,6.19,8.08,-0.03,2.22,40.87,-22.22,0.52,3.7,0.0,146.73,-25.38,0.0,19.48,44.05,23.52,0.56,1.46,0.0,47.34,5.22,21.89,22.2,3.28,5.23,3.58,,57.05,-1.0_ACSAL
Arvind Fashions.,542484.0,ARVINDFASN,Trading,518.35,1.62,22.35,14.49,1.27,2.18,3.12,25.09,-38.91,-2.77,1003.29,1.62,2.18,25.09,-0.04,8.37,1968.42,13.15,1.26,3.63,20.61,60.51,-15.87,0.03,72.98,13.61,74.06,0.86,2.33,20.61,101.48,15.9,9.37,701.7,80.22,15.9,5.28,280.1,6904.49,542484.0_ARVINDFASN
Arvind Ltd,500101.0,ARVIND,Textiles - Cotton/Blended,376.7,1.27,21.31,12.67,1.12,3.89,5.0,18.88,10.71,9.86,3542.75,1.27,3.89,18.11,0.1,4.11,4999.84,9.26,0.43,2.0,36.92,133.24,-14.54,0.01,93.72,4.29,202.21,0.96,1.1,36.92,197.99,14.15,12.57,82.54,55.85,14.15,4.44,99.52,9855.58,500101.0_ARVIND
Arvind SmartSp.,539301.0,ARVSMART,Construction,712.1,9.49,174.76,27.11,1.24,2.85,12.48,103.17,67.38,39.23,494.56,9.49,2.85,28.15,0.05,2.16,423.87,2.69,0.24,3.65,38.17,183.89,-1.71,0.02,88.96,6.79,142.13,0.93,7.83,38.17,149.99,106.23,12.22,510.11,77.36,106.14,3.34,209.0,3237.34,539301.0_ARVSMART
Aryaman Capital,538716.0,__NA__,Finance & Investments,133.35,5.01,19.23,14.07,75.2,2.99,0.26,195.45,35.77,-34.77,41.15,5.01,2.99,14.18,0.22,7.16,63.66,11.97,1.12,2.51,0.0,39.78,-7.48,0.21,100.0,0.0,166.7,1.0,1.87,0.0,64.57,18.16,10.17,95.91,51.94,18.13,5.03,,159.71,538716.0___NA__
Aryaman Fin.Serv,530245.0,__NA__,Finance & Investments,320.0,5.65,21.39,9.63,60.34,9.55,0.36,140.83,-81.58,-62.52,72.89,5.65,9.55,9.67,0.34,1.68,95.44,12.58,0.63,2.01,0.0,103.99,7.17,0.17,94.45,3.51,163.16,0.96,2.43,0.0,145.64,14.65,15.62,108.65,79.62,14.63,6.22,389.41,373.83,530245.0___NA__
Aryan Share,542176.0,__NA__,Finance & Investments,21.1,16.23,6.81,9.63,1.21,,2.78,84.62,-96.0,1350.0,15.23,16.23,,10.17,3.19,0.0,0.39,6.21,0.0,1.17,0.0,26.28,14.85,0.11,56.7,30.82,140.05,0.69,0.4,0.0,44.07,-6.81,4.13,5.21,1.1,-6.81,1.97,633.0,6.33,542176.0___NA__
Asahi India Glas,515030.0,ASAHIINDIA,Glass & Glass Products,689.75,3.85,140.63,24.57,1.03,4.26,4.48,15.17,16.94,5.89,2353.45,3.85,4.26,32.08,-0.01,6.05,4101.82,3.08,0.84,2.14,14.82,179.43,-10.67,0.01,86.16,4.47,41.05,0.96,2.74,14.82,171.44,25.66,18.78,366.15,27.19,25.66,6.76,228.91,16767.8,515030.0_ASAHIINDIA
Asahi Songwon,532853.0,ASAHISONG,Dyes And Pigments,484.1,1.34,-68.19,36.32,1.15,0.39,,37.5,142.92,23.32,235.59,1.34,0.39,157.78,-0.23,12.61,476.69,-1.86,0.86,2.38,2.94,164.92,-35.23,0.01,91.31,5.08,128.35,0.95,2.21,2.94,276.57,65.43,2.5,,135.44,65.37,3.27,518.77,570.65,532853.0_ASAHISONG
Asarfi Hospital,543943.0,__NA__,Healthcare,61.69,1.44,,,,3.32,,,,,,1.44,3.32,,,,,,,,0.0,,,,6.86,57.67,11.15,0.42,,0.0,,4.66,0.0,,,4.66,,,121.39,543943.0___NA__
Ascensive Educa.,543443.0,__NA__,Miscellaneous,58.0,1.13,-82.95,9.45,2.63,6.29,0.49,63.64,1.54,37.77,10.43,1.13,6.29,10.32,-0.1,1.87,14.28,-2.67,0.22,2.7,0.0,85.09,-7.56,0.03,57.58,22.15,62.92,0.78,-10.89,0.0,44.86,-21.62,20.45,37.52,32.44,-21.54,4.48,,23.69,543443.0___NA__
Ascom Leasing &,-1.0,ASCOM,Finance & Investments,110.6,10.51,60.0,18.53,3.86,32.71,6.09,53.53,-5.1,-2.56,44.66,10.51,32.71,18.91,0.01,0.49,6.75,5.38,0.05,1.06,0.0,55.6,0.39,0.02,0.0,60.5,0.0,0.4,69.1,0.0,60.33,-808.76,17.79,75.28,5.64,-809.75,6.33,164.0,129.56,-1.0_ASCOM
Ashapura Minech.,527001.0,ASHAPURMIN,Mining / Minerals / Metals,424.65,1.46,-71.59,15.34,1.19,3.29,0.42,22.4,24.32,-38.29,920.36,1.46,3.29,20.6,-0.08,3.49,1674.86,-3.28,1.65,3.42,0.0,476.08,-35.47,0.03,83.98,12.13,261.71,0.88,4.37,0.0,266.47,26.24,14.16,82.91,64.97,26.24,3.51,192.42,3884.96,527001.0_ASHAPURMIN
Ashapuri Gold,542579.0,__NA__,Diamond Cutting / Jewellery,7.71,1.56,-266.76,22.67,15.98,23.82,0.43,50.34,48.08,1.46,89.96,1.56,23.82,24.69,-0.07,0.24,88.97,-1.06,0.02,1.03,0.0,2.19,-0.68,0.0,3.17,59.49,5.04,0.41,-3.51,0.0,3.68,54.21,6.61,97.57,2.49,54.21,8.76,83.43,256.95,542579.0___NA__
Ashiana Agro Ind,519174.0,__NA__,Trading,21.6,10.25,-51.39,71.54,21.2,,1.92,104.12,0.0,-7.69,2.52,10.25,,71.54,0.02,0.0,1.01,-7.86,0.0,0.99,0.0,5.68,6.44,0.07,100.0,0.0,400.0,1.0,-5.45,0.0,5.67,-43.2,1.9,327.22,2.2,-43.22,8.61,198.8,9.94,519174.0___NA__
Ashiana Housing,523716.0,ASHIANA,Construction,420.8,4.48,147.54,34.76,1.57,53.57,1.14,90.03,-37.48,56.49,770.19,4.48,53.57,37.77,0.09,1.78,948.26,3.08,0.22,2.99,18.08,71.31,1.47,0.05,77.11,14.12,124.13,0.86,5.87,18.08,119.59,19.92,5.01,277.6,84.55,19.92,4.23,243.39,4230.08,523716.0_ASHIANA
Ashiana Ispat,513401.0,__NA__,Steel - Medium / Small,46.1,0.11,12.43,10.5,1.3,1.22,-1.3,34.87,-40.0,17.4,38.69,0.11,1.22,12.33,-2.42,68.93,141.65,2.21,2.62,4.45,0.0,26.78,-271.05,0.05,56.32,24.92,74.82,0.75,0.9,0.0,44.91,-23.05,7.97,23.72,140.28,-22.95,3.49,94.15,36.72,513401.0___NA__
Ashika Credit,543766.0,__NA__,Finance & Investments,82.1,5.31,-10.87,9.04,0.57,18.48,1.89,-2.88,-165.81,-147.73,68.08,5.31,18.48,9.05,0.6,2.35,-0.24,-11.94,0.37,1.13,0.0,69.11,-25.58,0.0,85.1,9.83,164.84,0.9,-2.31,0.0,107.76,-3.93,13.87,13.12,-0.45,-3.93,3.31,-15.22,97.55,543766.0___NA__
Ashima,514286.0,ASHIMASYN,Textiles - Cotton/Blended,47.14,2.74,-35.48,13.48,2.87,13.02,0.07,69.97,2685.47,84.94,316.86,2.74,13.02,14.38,-0.09,1.29,368.79,-7.26,0.53,1.36,0.0,25.79,-10.74,0.05,100.0,0.0,291.2,1.0,-3.89,0.0,43.26,-23.51,4.33,26.73,12.02,-23.5,4.99,9.44,903.49,514286.0_ASHIMASYN
Ashirwad Cap.,512247.0,__NA__,Finance & Investments,5.77,27.62,-52.45,29.83,13.05,,1.94,134.57,-73.97,-81.71,18.92,27.62,,30.01,0.28,0.0,2.67,-6.15,0.0,0.86,0.0,5.32,0.04,0.0,82.1,11.5,147.64,0.88,-7.29,0.0,2.85,-40.57,9.13,92.4,0.28,-40.57,6.26,273.32,51.93,512247.0___NA__
Ashirwad Steels,526847.0,__NA__,Finance & Investments,46.02,13.08,4.43,16.53,134.78,46.43,1.08,273.64,57.89,152.94,80.85,13.08,46.43,16.94,1.0,0.0,12.39,16.32,0.01,0.99,0.0,79.69,3.04,0.03,47.31,31.97,73.01,0.68,0.61,0.0,51.3,6.25,3.28,18.06,9.63,6.25,2.9,63.92,57.53,526847.0___NA__
Ashish Polyplast,530429.0,__NA__,Plastics Products,73.77,1.57,50.16,17.81,2.89,9.91,0.73,15.43,-82.5,1.53,6.48,1.57,9.91,22.39,0.21,0.1,4.88,7.32,0.02,1.25,0.0,19.42,2.63,0.02,100.0,0.0,383.42,1.0,2.57,0.0,32.57,14.58,9.3,115.52,7.24,14.58,8.72,358.29,25.08,530429.0___NA__
Ashnisha Indus.,541702.0,__NA__,Trading,6.07,4.92,-7.59,32.94,3.56,,-2.56,261.75,0.0,541.51,60.56,4.92,,44.92,-0.74,3.93,44.3,-10.4,0.06,1.48,0.0,2.14,-4.78,0.03,1.72,76.15,5.93,0.24,-0.33,0.0,3.58,20.71,1.49,65.13,3.23,20.71,2.55,306.55,61.31,541702.0___NA__
Ashnoor Textile,507872.0,__NA__,Textiles - Products,43.2,0.53,10.07,7.23,1.67,2.83,0.76,79.07,135.58,14.93,64.07,0.53,2.83,9.31,-0.22,10.17,142.15,5.11,1.18,2.3,0.0,43.03,-103.12,0.06,36.89,38.17,56.47,0.62,0.58,0.0,65.13,6.54,10.84,9.91,64.2,6.56,3.21,30.19,68.83,507872.0___NA__
Ashok Leyland,500477.0,ASHOKLEY,Automobiles - LCVs / HCVs,241.7,1.55,-20.76,12.93,1.09,2.41,6.35,35.55,53.35,22.4,9004.62,1.55,2.41,14.6,-0.52,15.13,24850.6,-7.23,4.58,6.79,58.52,66.88,-48.16,0.07,95.49,1.62,53.41,0.98,-3.3,58.52,76.39,-11.34,10.87,221.76,55.44,-11.34,3.18,79.68,70973.46,500477.0_ASHOKLEY
Ashoka Buildcon,533271.0,ASHOKA,Engineering - Turnkey Services,225.25,0.65,16.64,4.49,0.92,1.58,0.23,11.51,157.5,14.86,2220.25,0.65,1.58,5.28,-0.44,10.46,7855.86,6.46,2.62,8.16,0.0,386.26,-79.2,0.11,85.89,9.61,183.65,0.9,0.9,0.0,178.58,8.44,33.01,40.55,40.18,8.44,1.63,34.06,6323.31,533271.0_ASHOKA
Ashoka Metcast,540923.0,ASHOKAMET,Trading,20.19,0.76,-2.77,7.05,4.02,5.24,0.16,125.12,839.47,485.29,104.56,0.76,5.24,7.7,-0.79,2.67,99.9,-14.79,0.12,1.3,0.0,53.09,-22.35,0.03,19.12,43.46,22.22,0.57,-0.32,0.0,42.47,3.17,6.36,5.27,33.16,3.17,3.04,14.14,50.47,540923.0_ASHOKAMET
Ashoka Refinerie,526983.0,__NA__,Trading,12.69,2.92,-7.03,221.5,22.0,,,42.57,100.0,60.71,2.73,2.92,,221.5,-0.17,7.5,0.63,-21.3,0.06,1.18,0.0,1.94,-2.55,0.03,100.0,0.0,179.52,1.0,-1.09,0.0,3.26,-2.82,4.29,341.28,1.85,-2.82,4.48,216.0,4.32,526983.0___NA__
