Name,BSE Code,NSE Code,Industry,Current Price,Sales growth 3Years,Sales growth 5Years,Profit growth 3Years,Profit growth 5Years,Sales growth 10years median,Sales growth 5years median,Sales growth 7Years,Sales growth 10Years,EBIDT growth 3Years,EBIDT growth 5Years,EBIDT growth 7Years,EBIDT growth 10Years,EPS growth 3Years,EPS growth 5Years,EPS growth 7Years,EPS growth 10Years,Profit growth 7Years,Profit growth 10Years,Change in promoter holding 3Years,Average Earnings 5Year,Average Earnings 10Year,Average EBIT 5Year,Average EBIT 10Year,Market Capitalization,join_key
Chaman Metallics,-1.0,CMNL,Steel - Sponge Iron,69.9,10.35,77.01,31.07,98.14,31.52,31.52,,,22.66,84.45,,,-9.69,58.45,,,,,,9.39,,13.24,,168.7,-1.0_CMNL
Chamanlal Setia,530307.0,CLSEL,Food - Processing - Indian,205.4,16.77,12.12,12.14,27.86,4.27,6.74,15.54,12.55,12.26,21.83,14.34,17.38,12.14,27.86,17.04,20.33,17.04,20.26,-0.01,86.53,60.26,123.1,90.13,1062.61,530307.0_CLSEL
Chambal Brewer,512301.0,__NA__,Trading,10.74,,,,,-100.0,,,,,,,-1.81,,,,0.0,,0.0,0.0,-0.07,-0.03,-0.07,-0.02,8.04,512301.0___NA__
Chambal Fert.,500085.0,CHAMBLFERT,Fertilizers,517.0,12.2,12.22,-3.5,12.63,4.2,20.92,13.18,7.27,-3.07,11.6,15.52,11.9,-2.27,13.49,21.41,19.2,20.75,18.75,0.32,1279.25,838.67,2025.89,1430.86,20713.73,500085.0_CHAMBLFERT
Chandni Machines,542627.0,__NA__,Trading,55.66,56.67,71.3,286.34,80.62,-10.37,221.45,,,118.07,82.06,,,286.34,80.62,,,,,0.0,0.74,,1.03,,17.96,542627.0___NA__
Chandra Bhagat,542934.0,__NA__,Trading,79.0,46.3,15.81,100.44,17.27,12.46,27.25,13.76,16.51,1.03,-3.13,-1.8,5.68,100.44,-27.74,-25.41,-13.22,12.76,15.89,-3.03,0.75,0.69,3.78,4.04,59.61,542934.0___NA__
Chandra Pr. Intl,530309.0,__NA__,Trading,24.43,55.85,56.73,-48.47,-25.72,17.07,31.78,62.78,23.59,-8.13,5.68,18.88,7.06,-48.46,-25.71,-3.48,-8.27,-3.49,-8.27,-8.84,7.34,3.68,11.78,6.24,45.18,530309.0___NA__
Chandrima Mercan,540829.0,__NA__,Trading,18.54,11.55,,34.98,179.31,10.45,10.45,32.96,,34.98,179.31,78.02,49.74,34.98,179.31,78.02,25.18,78.02,55.93,0.0,-0.39,-0.19,-0.39,-0.19,4.1,540829.0___NA__
Charms Industrie,531327.0,__NA__,Finance & Investments,7.1,98.32,-41.35,15.37,,33.88,-99.03,-25.42,-16.48,14.94,,-2.83,,15.37,,-2.83,,-2.83,,0.0,-0.14,-0.1,-0.14,-0.1,2.92,531327.0___NA__
Chart.Logistics,531977.0,__NA__,Miscellaneous,10.88,-18.33,-12.67,31.67,-22.46,-5.92,-8.34,-10.51,-7.78,-6.22,-11.79,-17.31,-7.34,31.67,-22.46,-33.07,7.58,-33.07,7.58,-8.22,-0.09,1.65,4.65,7.9,108.07,531977.0___NA__
Charter. Capital,511696.0,__NA__,Finance & Investments,246.75,46.06,26.72,129.37,56.41,4.14,24.1,8.19,11.53,115.91,49.7,11.24,15.79,129.37,56.41,12.71,18.8,12.71,18.8,0.0,1.14,1.2,1.41,1.58,74.28,511696.0___NA__
Chatha Foods,544151.0,__NA__,Food - Processing - Indian,106.0,29.8,7.96,52.44,7.14,14.13,14.13,,,100.12,3.83,,,41.78,-4.89,,,,,,1.33,,2.88,,238.48,544151.0___NA__
Chavda Infra Ltd,-1.0,CHAVDA,Construction,168.0,38.36,,61.67,,47.41,47.41,,,42.11,,,,-36.42,,,,,,,,,,,414.22,-1.0_CHAVDA
CHD Chemicals,539800.0,__NA__,Trading,7.05,-38.17,-26.46,63.03,-17.0,-14.85,-19.98,-12.95,1.21,21.39,-3.66,2.62,20.3,63.03,-17.0,-10.11,-9.0,-4.16,11.19,-13.61,0.29,0.34,0.72,0.8,7.13,539800.0___NA__
Checkpoint Trend,531099.0,__NA__,Trading,9.01,32.12,13.88,44.22,16.72,-2.59,-2.59,20.29,,44.22,16.72,0.0,9.6,44.22,16.72,0.0,9.6,0.0,9.6,0.0,-0.01,-0.02,-0.01,-0.02,4.93,531099.0___NA__
Chembond Chem.,530871.0,CHEMBOND,Chemicals,643.95,19.0,8.95,29.71,20.67,4.99,4.99,6.85,5.37,25.78,17.74,10.66,11.6,29.71,20.67,13.94,18.82,13.94,18.95,1.67,21.02,20.41,30.87,30.04,866.02,530871.0_CHEMBOND
Chemcon Special.,543233.0,CHEMCON,Chemicals,262.1,3.13,-2.51,-30.2,-14.93,5.59,-7.08,17.23,17.62,-22.42,-10.07,23.66,19.98,-30.2,-17.32,4.74,13.63,30.3,32.39,-0.01,48.43,32.1,67.8,46.79,960.08,543233.0_CHEMCON
Chemcrux Enterp.,540395.0,__NA__,Chemicals,236.35,13.74,7.26,-1.35,-2.9,3.94,-0.13,16.2,17.52,3.27,0.0,21.42,24.78,-1.36,-2.92,28.1,21.75,28.11,34.68,-0.02,11.26,7.25,15.66,10.36,350.02,540395.0___NA__
Chemfab Alka.,541269.0,CHEMFAB,Chemicals,609.2,21.87,11.11,79.09,1.42,7.62,5.8,12.87,31.86,37.61,0.16,9.36,56.34,78.64,0.94,,,9.48,17.15,-0.86,29.34,20.84,43.32,33.4,866.68,541269.0_CHEMFAB
Chemo Pharma Lab,506365.0,__NA__,Pharmaceuticals - Indian - Bulk Drugs,66.0,,,68.69,41.71,,,,,71.0,44.71,28.84,18.2,68.69,41.71,26.62,17.46,26.62,17.46,0.0,0.46,0.33,0.54,0.47,9.9,506365.0___NA__
Chemplast Sanmar,543336.0,CHEMPLASTS,Chemicals,543.05,1.08,25.61,,,0.26,0.26,,,-45.15,-18.63,,,,,,,,,,159.41,,427.83,,8586.11,543336.0_CHEMPLASTS
Chemtech Indust.,537326.0,__NA__,Engineering,195.0,31.12,13.49,82.75,78.35,10.43,17.34,-5.58,0.35,26.96,19.4,8.45,14.18,68.56,69.91,60.25,14.83,65.9,16.31,-18.44,1.52,0.17,2.74,1.76,285.43,537326.0___NA__
Chennai Ferrous,539011.0,__NA__,Trading,119.0,45.51,83.47,-18.0,81.02,1.25,47.35,71.71,17.03,-4.18,17.55,29.57,13.92,-18.0,81.02,17.44,40.97,17.44,40.97,-2.76,7.93,-0.05,8.24,0.17,42.91,539011.0___NA__
Chennai Meena,523489.0,__NA__,Healthcare,36.74,25.88,11.67,18.31,,6.37,15.14,10.67,8.06,23.41,-3.54,6.21,-2.04,18.31,,6.89,,6.89,,0.0,0.75,0.46,2.0,1.77,27.44,523489.0___NA__
Cheviot Company,526817.0,CHEVIOT,Textiles - Jute - Yarn / Products,1475.0,5.35,3.24,-2.77,7.29,-1.32,-1.32,2.34,5.21,-2.02,4.24,4.53,8.27,-1.45,8.85,8.67,12.3,6.78,10.94,-0.14,65.46,53.3,83.08,69.98,887.5,526817.0_CHEVIOT
CHL,532992.0,__NA__,Hotels,35.0,75.45,6.42,34.82,19.96,3.47,3.47,5.94,8.15,192.61,23.14,22.85,20.46,34.82,19.96,13.34,24.78,13.34,24.78,0.0,-8.52,-13.2,6.5,2.84,191.86,532992.0___NA__
Choice Intl.,531358.0,CHOICEIN,Finance & Investments,388.65,62.31,44.05,97.49,85.35,13.5,37.76,27.97,28.4,76.51,44.71,32.58,30.83,76.69,61.46,26.34,24.93,53.94,43.46,-9.26,54.34,30.56,97.63,63.59,7748.87,531358.0_CHOICEIN
Choksi Imaging,530427.0,__NA__,Photographic And Allied Products,66.33,-51.85,-40.71,,,-36.53,-28.88,-35.47,-38.73,,,,5.32,,,,6.79,,6.79,22.15,-0.14,0.45,-0.14,0.66,25.87,530427.0___NA__
Choksi Laborator,526546.0,__NA__,Miscellaneous,55.0,12.62,1.7,34.33,-7.05,6.56,6.56,3.61,5.17,31.21,6.71,10.15,9.07,34.33,-7.05,6.81,-0.18,6.81,-0.18,0.0,-0.08,0.46,2.51,2.73,38.31,526546.0___NA__
Chola Financial,504973.0,CHOLAHLDNG,Finance & Investments,1463.55,22.9,18.75,29.05,20.53,10.1,20.22,38.14,11.35,27.16,20.46,73.39,17.9,29.04,20.52,21.43,19.08,21.46,19.13,-1.43,1092.3,815.5,8968.39,5986.05,27482.16,504973.0_CHOLAHLDNG
Cholaman.Inv.&Fn,511243.0,CHOLAFIN,Finance & Investments,1427.6,25.93,21.91,31.0,23.37,13.43,22.57,22.24,19.29,27.81,20.72,22.59,19.58,29.96,21.61,23.7,22.99,24.98,24.97,-1.27,2162.79,1466.57,8643.6,6158.32,119945.79,511243.0_CHOLAFIN
Chordia Food,519475.0,__NA__,Miscellaneous,87.5,-65.15,-44.36,8.87,-17.63,9.58,9.58,-32.75,-21.21,-16.29,-20.35,-0.29,-7.44,8.87,-17.63,16.04,-9.68,17.6,-7.04,0.0,0.46,0.84,0.96,1.95,35.25,519475.0___NA__
Chothani Foods,540681.0,__NA__,Trading,30.1,25.89,11.18,15.87,1.49,-2.44,-2.44,-0.66,,9.58,5.64,7.07,37.97,-8.15,-11.71,-16.56,3.06,2.23,30.2,-19.49,0.12,0.1,0.35,0.27,31.18,540681.0___NA__
Chowgule Steam,501833.0,__NA__,Shipping,29.3,,132.66,80.51,35.07,-76.92,-100.0,34.26,-12.76,31.8,78.47,41.57,28.0,80.51,35.07,18.38,10.31,18.38,10.31,-0.08,1.66,-3.05,2.34,-3.46,106.39,501833.0___NA__
Chrome Silicon,513005.0,__NA__,Mining / Minerals / Metals,43.45,270.91,84.6,17.45,,-48.88,89.98,,21.7,19.28,,,-2.92,17.45,,4.2,5.21,,-3.02,0.58,-22.0,-14.78,-22.06,-13.19,71.22,513005.0___NA__
CIAN Agro,519477.0,__NA__,Solvent Extraction,42.7,-13.69,1.8,23.98,36.39,-1.55,14.75,7.83,30.93,6.21,11.37,29.86,41.7,23.98,36.39,6.45,11.46,6.45,18.2,-6.66,2.52,1.54,20.05,12.23,119.5,519477.0___NA__
Cian Healthcare,542678.0,__NA__,Pharmaceuticals - Indian - Bulk Drugs & Formln,24.0,-5.76,,52.86,,-10.05,-10.05,,,-2.68,,,,49.45,,,,,,-43.78,-1.39,,5.44,,59.99,542678.0___NA__
CIE Automotive,532756.0,CIEINDIA,Castings & Forgings,597.05,15.33,2.93,126.95,17.82,16.92,6.02,8.27,15.4,40.94,7.77,15.29,42.06,126.88,17.78,30.86,15.94,30.92,28.02,-5.91,378.44,297.48,749.83,561.52,22649.82,532756.0_CIEINDIA
Cigniti Tech.,534758.0,CIGNITITEC,Computers - Software - Medium / Small,1367.5,26.5,17.34,16.27,2.36,11.95,10.16,16.6,21.49,17.05,9.75,45.46,21.46,17.28,2.53,23.06,17.33,23.34,20.55,-4.46,130.51,83.67,172.5,115.5,3733.31,534758.0_CIGNITITEC
CIL Nova Petro.,533407.0,__NA__,Textiles - Manmade,30.0,,,,,-21.16,-21.44,,,,,,,,,,,,,0.0,-0.78,1.1,0.72,4.48,81.3,533407.0___NA__
Cil Securities,530829.0,__NA__,Finance & Investments,50.06,22.77,19.9,56.59,67.26,8.33,17.39,1.77,12.58,50.49,55.4,-2.57,20.87,56.59,67.26,-4.62,22.45,-4.62,22.45,0.0,1.7,1.58,2.37,2.12,25.03,530829.0___NA__
Cindrella Fin.,531283.0,__NA__,Finance & Investments,12.7,20.51,21.29,53.78,26.76,37.5,37.5,16.99,,81.71,88.82,45.79,,53.78,26.76,36.87,,36.87,,0.24,0.49,,0.27,,5.28,531283.0___NA__
Cindrella Hotels,526373.0,__NA__,Hotels,51.0,48.49,11.65,41.36,15.58,5.17,1.5,10.06,8.24,125.42,4.73,5.26,4.26,41.36,15.58,13.62,10.19,13.62,10.19,0.08,0.19,0.23,0.17,0.3,18.36,526373.0___NA__
Cineline India,532807.0,CINELINE,Entertainment / Electronic Media Software,134.1,105.47,59.2,,,57.54,57.54,,,20.72,20.65,,,,,,,,,-0.69,-5.03,,19.94,,459.5,532807.0_CINELINE
Cinerad Communic,530457.0,__NA__,Entertainment / Electronic Media Software,70.95,,,,,,,,,,,,,,,,,,,25.18,,,,,135.95,530457.0___NA__
Cinevista,532324.0,CINEVISTA,Entertainment / Electronic Media Software,18.23,-15.53,-58.39,,,-31.35,-45.0,-43.42,-37.94,,,,,,,,,,,-0.18,-10.29,-5.55,-8.45,-2.47,104.74,532324.0_CINEVISTA
Cipla,500087.0,CIPLA,Pharmaceuticals - Indian - Bulk Drugs & Formln,1488.2,10.39,9.51,21.85,25.42,7.96,11.84,8.68,9.74,16.37,15.76,15.63,11.34,21.81,25.37,24.53,11.76,24.59,11.82,-3.26,2688.84,1953.48,3906.89,2814.72,120174.83,500087.0_CIPLA
Cistro Telelink,531775.0,__NA__,Trading,0.64,44.22,,31.73,17.08,20.0,20.0,,,31.73,17.08,13.32,10.31,31.73,17.08,13.32,10.31,13.32,10.31,0.0,-0.04,-0.05,-0.04,-0.05,3.29,531775.0___NA__
Citadel Realty,502445.0,__NA__,Construction,38.01,12.11,7.19,33.42,18.4,11.11,11.11,-13.5,9.67,10.74,7.02,-9.69,41.62,33.42,17.26,-17.58,32.83,-16.33,34.24,0.0,0.72,0.94,2.38,2.44,30.0,502445.0___NA__
CitiPort Fin.,531235.0,__NA__,Finance & Investments,17.46,15.98,16.72,14.47,,5.88,44.44,12.59,8.66,76.52,,40.85,27.1,14.47,37.97,16.99,11.61,16.99,11.61,0.0,0.02,0.01,0.08,0.04,5.41,531235.0___NA__
Citizen Infoline,538786.0,__NA__,Trading,37.64,92.45,9.95,27.72,-12.94,-15.04,7.27,2.1,-2.73,27.72,-46.11,-40.75,-34.42,27.72,-12.94,-14.52,-27.23,-14.52,-27.23,-23.78,-0.11,-0.05,-0.11,-0.04,20.32,538786.0___NA__
City Crops Agro,544000.0,__NA__,Trading,28.1,134.84,118.38,284.85,106.99,38.65,38.65,,,301.56,112.34,,,-67.31,-52.86,,,,,,0.79,,0.91,,45.85,544000.0___NA__
City Online Ser.,538674.0,__NA__,Telecommunications - Service Provider,6.29,7.33,-4.85,23.06,12.05,-7.33,-1.35,-7.44,-1.96,68.37,72.45,0.72,-7.0,23.06,12.05,,,,,0.0,-0.72,-0.64,-0.57,-0.41,3.25,538674.0___NA__
City Pulse Multi,542727.0,__NA__,Entertainment / Electronic Media Software,162.2,184.39,-17.94,29.44,-23.96,17.02,17.02,27.5,-1.52,52.86,-10.35,20.4,27.1,29.44,-39.62,-30.2,7.49,0.99,10.8,-1.26,-0.35,-0.13,-0.33,-0.12,53.82,542727.0___NA__
City Union Bank,532210.0,CUB,Banks - Private Sector,166.75,8.43,6.95,19.67,8.33,7.8,10.66,7.51,7.55,12.37,6.88,7.03,6.94,19.57,8.14,10.28,10.01,10.57,11.35,0.0,756.41,638.95,3471.44,3083.29,12350.72,532210.0_CUB
Cityman,521210.0,__NA__,Construction,26.46,,,-25.77,0.55,-100.0,-100.0,,,-25.77,0.55,-3.26,-1.81,-25.77,0.55,-2.57,2.77,-2.57,2.77,0.0,0.36,0.02,0.4,0.04,30.96,521210.0___NA__
CL Educate,540403.0,CLEDUCATE,Miscellaneous,84.52,20.45,-1.25,46.36,-5.02,9.35,9.35,2.76,3.84,286.41,-1.8,-0.13,0.17,47.19,-4.14,-0.97,-4.84,-1.62,-1.32,2.89,4.42,10.36,9.41,19.71,456.85,540403.0_CLEDUCATE
Clara Industries,543435.0,__NA__,Packaging,234.1,,,,,11.42,11.42,,,,,,,,,,,,,,,,,,96.79,543435.0___NA__
Class. Gl. Fin.,538433.0,__NA__,Finance & Investments,1.1,9.22,-18.69,-12.64,0.0,-8.33,-8.33,-15.26,30.51,20.51,11.84,-3.53,,-12.64,0.0,-12.82,,-12.27,,0.0,0.03,0.03,0.04,0.04,4.04,538433.0___NA__
Classic Filament,540310.0,__NA__,Trading,35.0,,,-3.85,-19.73,-30.79,-77.3,,,-3.85,-19.73,8.14,,-3.85,-19.73,8.14,,8.14,,57.33,-0.09,-0.09,-0.09,-0.09,21.4,540310.0___NA__
Classic Leasing,540481.0,__NA__,Finance & Investments,14.0,98.32,28.81,,55.18,60.0,60.0,25.4,25.57,151.98,60.55,48.6,41.42,51.83,55.18,36.87,,36.87,,0.0,0.02,0.02,0.08,0.05,4.2,540481.0___NA__
Clean Science,543318.0,CLEAN,Chemicals,1482.5,15.59,15.01,7.11,20.08,22.21,22.21,,,9.4,20.32,,,7.09,-49.37,,,,,,221.2,,295.92,,15751.86,543318.0_CLEAN
CLIO Infotech,530839.0,__NA__,Computers - Software - Medium / Small,6.66,35.72,13.4,26.94,16.0,-65.79,-100.0,-3.32,-11.52,-12.64,17.61,21.9,-24.67,26.94,16.0,21.9,-15.67,21.9,-15.67,0.0,-0.36,-0.2,0.03,0.01,7.33,530839.0___NA__
CMI,517330.0,CMICABLES,Cables - Power,4.36,-64.63,-47.64,,,13.76,-59.52,-28.9,-12.98,,,,,,,,,,,-43.44,-24.67,-5.0,-5.14,14.61,7.0,517330.0_CMICABLES
CMM Infraproj,-1.0,CMMIPL,Construction,2.0,36.89,6.27,-4.35,-26.66,10.35,7.82,-5.45,3.1,-38.11,-26.97,-20.43,-4.31,-4.35,-26.66,-48.78,-28.38,-34.43,-14.87,-45.65,-5.31,-0.84,-0.25,4.93,3.13,-1.0_CMMIPL
CMS Info Systems,543441.0,CMSINFO,Miscellaneous,508.05,20.14,14.59,27.4,29.88,20.45,20.45,,,27.1,24.99,,,23.43,27.43,,,,,,233.01,,331.77,,8269.11,543441.0_CMSINFO
CNI Research,512018.0,__NA__,Finance & Investments,8.17,,20.92,30.7,29.77,-8.41,-42.18,28.51,13.68,30.75,29.91,38.4,30.33,30.7,29.77,38.22,22.96,38.22,30.2,0.0,-0.44,-0.23,-0.43,-0.22,93.8,512018.0___NA__
Coal India,533278.0,COALINDIA,Mining / Minerals / Metals,472.0,16.49,7.4,43.29,16.43,4.97,2.95,8.94,7.26,36.08,12.82,17.93,8.51,43.29,16.43,22.14,9.76,22.01,9.49,-3.0,22448.8,17400.81,31137.9,25253.35,290880.74,533278.0_COALINDIA
Coastal Corporat,501831.0,COASTCORP,Aquaculture,228.85,-2.74,-6.23,-37.39,-34.62,3.72,0.59,-1.64,6.59,1.34,-13.99,1.59,4.22,-38.82,-36.15,-12.99,-9.42,-11.62,-8.42,5.74,15.4,16.63,30.44,34.51,306.53,501831.0_COASTCORP
Coastal Roadways,520131.0,__NA__,Miscellaneous,25.57,5.67,-6.01,53.7,24.12,-3.42,-3.42,-5.37,-4.2,17.31,14.41,3.14,15.13,53.7,24.12,22.6,8.5,22.6,8.5,0.0,0.21,0.03,0.4,0.36,10.61,520131.0___NA__
Cochin Malabar,508571.0,__NA__,Miscellaneous,218.2,,,40.63,26.83,,,,,95.05,49.31,24.02,15.67,40.63,26.83,17.11,7.39,17.11,7.39,0.0,-0.37,-0.58,0.05,-0.32,38.62,508571.0___NA__
Cochin Minerals,513353.0,__NA__,Chemicals,277.35,7.9,6.1,1.94,9.45,10.09,17.84,10.55,8.63,25.48,18.25,153.84,42.62,1.94,9.45,19.59,15.47,19.59,15.47,-1.14,17.07,5.08,33.19,15.17,217.16,513353.0___NA__
Cochin Shipyard,540678.0,COCHINSHIP,Miscellaneous,2260.0,8.95,4.21,10.05,11.26,13.16,13.16,8.5,7.32,8.67,8.28,11.74,9.47,10.05,11.26,11.78,9.53,14.19,11.18,0.0,586.82,448.6,835.85,664.59,59456.24,540678.0_COCHINSHIP
Coffee Day Enter,539436.0,COFFEEDAY,Hotels,55.45,4.48,-23.58,34.02,25.95,-6.11,-29.58,-13.34,-7.36,80.21,-16.34,-12.35,-3.5,34.02,25.95,19.82,8.14,20.26,16.94,-7.02,-160.43,-69.5,-38.17,176.06,1171.41,539436.0_COFFEEDAY
Coforge,532541.0,COFORGE,Computers - Software - Medium / Small,5535.0,25.33,20.08,19.41,14.36,13.29,14.53,18.47,14.82,22.0,15.99,16.51,14.54,18.61,14.35,16.95,13.19,17.07,13.39,-63.99,620.5,447.41,881.54,640.32,36913.22,532541.0_COFORGE
Colab Cloud,542866.0,__NA__,Finance & Investments,16.63,170.88,39.59,334.45,82.06,16.67,16.67,12.67,54.89,349.79,74.5,16.26,,194.45,42.53,-0.58,,18.42,,4.75,0.48,0.35,0.58,0.44,169.63,542866.0___NA__
Colgate-Palmoliv,500830.0,COLPAL,Personal Care - Multinational,2875.3,5.47,4.95,8.9,12.1,5.18,5.34,5.21,4.73,8.67,9.2,10.47,10.72,8.9,12.1,12.75,10.52,12.75,10.52,0.0,1064.75,850.09,1411.5,1166.65,78204.04,500830.0_COLPAL
Colinz Labs,531210.0,__NA__,Pharmaceuticals - Indian - Formulations,42.5,4.5,-1.52,32.64,32.5,-0.79,-0.79,-1.92,-0.53,15.66,11.77,7.32,5.72,32.64,32.5,19.6,21.48,19.6,21.48,-0.08,0.33,0.23,0.5,0.38,19.43,531210.0___NA__
Colorchips New,540023.0,__NA__,Entertainment / Electronic Media Software,23.35,-47.07,-40.89,21.49,,-28.97,-37.32,-41.5,-8.7,-29.05,-1.89,-20.54,25.89,21.49,,,,,,-8.74,-0.92,-0.43,-0.9,-0.41,39.72,540023.0___NA__
Comfort Comtrade,534691.0,__NA__,Finance & Investments,26.37,-26.58,-11.98,12.23,179.02,-24.85,-39.72,20.43,,18.93,212.97,54.75,,12.23,179.02,53.56,,53.56,,4.33,5.89,3.46,8.94,5.09,26.42,534691.0___NA__
Comfort Fincap,535267.0,__NA__,Finance & Investments,9.39,7.69,13.47,7.2,13.12,13.32,11.68,14.46,17.42,6.51,13.67,16.01,22.33,7.23,13.14,14.98,23.59,14.97,23.58,5.37,3.97,3.13,8.6,6.35,50.96,535267.0___NA__
Comfort Intech,531216.0,__NA__,Breweries & Distilleries,9.69,22.73,24.1,18.71,169.56,27.2,27.2,48.47,29.02,19.86,50.11,26.22,38.52,18.71,169.56,43.7,21.97,43.7,21.97,3.28,7.93,,6.64,,310.02,531216.0___NA__
Command Polymers,543843.0,__NA__,Plastics Products,27.7,-12.4,53.73,,,19.08,19.08,,,,,,,,,,,,,,-0.21,,0.32,,25.97,543843.0___NA__
Commerl. Synbags,539986.0,COMSYN,Packaging,83.0,10.18,6.66,-15.74,-8.48,4.5,-1.9,13.32,11.54,0.17,-0.3,9.16,9.78,-19.0,-10.61,1.79,-11.78,3.52,6.29,-2.36,11.41,9.17,19.11,16.12,331.62,539986.0_COMSYN
Committed Cargo,-1.0,COMMITTED,Miscellaneous,58.75,7.82,10.52,21.27,10.77,16.67,16.67,12.25,,20.86,8.17,7.09,,7.69,3.16,-26.01,,11.04,,,3.26,,4.59,,63.51,-1.0_COMMITTED
Competent Auto,531041.0,__NA__,Trading,576.95,21.15,11.62,17.32,12.38,3.79,3.79,8.1,10.2,12.37,14.98,14.81,15.01,17.32,12.38,12.86,12.23,12.86,12.23,0.0,20.19,17.13,41.81,34.82,354.84,531041.0___NA__
Compuage Info.,532456.0,COMPINFO,Trading,3.69,-4.04,-1.7,,,10.81,-6.25,2.68,6.71,,,,,,,,,,,-15.68,-2.75,6.27,69.33,65.78,31.65,532456.0_COMPINFO
Compucom Soft.,532339.0,COMPUSOFT,Computers - Education,28.57,59.68,0.64,48.24,12.99,5.78,28.74,3.12,-0.64,48.6,1.22,-3.66,-7.25,48.24,12.99,12.42,-5.52,12.42,-5.52,-3.62,4.81,4.88,7.97,8.97,226.06,532339.0_COMPUSOFT
Computer Point,507833.0,__NA__,Trading,9.14,25.99,-60.07,,-12.94,-49.93,-66.67,-68.04,-54.15,-15.66,-22.88,-23.18,-20.3,0.0,-12.94,-24.27,-12.94,-24.27,-12.94,0.0,0.01,0.02,0.01,0.02,27.42,507833.0___NA__
Comrade Applian.,543921.0,__NA__,Electronics - Components,92.0,3.75,,43.33,,7.61,7.61,,,22.51,,,,9.14,,,,,,,0.59,,2.02,,69.26,543921.0___NA__
Conart Engineers,522231.0,__NA__,Construction,149.0,31.08,9.52,94.28,12.89,8.58,-2.93,13.28,19.23,59.13,8.21,7.61,18.86,94.28,12.89,12.63,41.73,13.36,42.37,0.01,1.48,1.39,1.85,1.81,46.79,522231.0___NA__
Concord Biotech,543960.0,CONCORDBIO,Pharmaceuticals - Indian - Bulk Drugs & Formln,1532.75,18.13,18.46,8.54,20.28,19.2,19.2,,,10.52,18.23,,,-51.19,-25.54,,,,,,217.19,,292.09,,16035.06,543960.0_CONCORDBIO
Concord Control,543619.0,__NA__,Electric Equipment,1259.45,55.97,36.95,112.44,78.98,32.98,32.98,,,103.44,72.1,,,-31.56,-9.29,,,,,,4.7,,6.44,,753.41,543619.0___NA__
Concord Drugs,538965.0,__NA__,Pharmaceuticals - Indian - Bulk Drugs & Formln,38.9,-5.54,-2.09,1.64,0.48,-0.02,-0.02,-3.97,2.45,3.58,-0.27,-5.76,0.97,-2.81,-4.24,9.62,-1.11,14.78,2.14,11.03,0.73,0.7,2.56,2.97,38.9,538965.0___NA__
Concrete Infra,539266.0,__NA__,Trading,3.1,,,57.07,35.1,-21.77,-72.97,32.79,55.89,66.61,40.63,54.49,26.51,57.07,35.1,47.24,22.32,47.24,22.32,0.0,0.1,0.05,0.14,0.08,2.33,539266.0___NA__
Confidence Fut.,539991.0,__NA__,Trading,108.0,399.67,,847.27,,128.54,128.54,,,365.47,,,,414.12,,,,,,4.88,,,,,270.22,539991.0___NA__
Confidence Petro,526829.0,CONFIPET,Miscellaneous,81.11,46.22,21.85,27.07,8.7,22.11,22.17,27.34,25.95,44.89,23.5,36.34,25.53,22.43,5.53,49.29,46.06,53.71,49.08,-1.19,77.14,47.78,127.37,82.48,2575.36,526829.0_CONFIPET
Cons. Finvest,-1.0,CONSOFINVT,Finance & Investments,197.94,61.81,42.93,75.47,122.71,7.16,7.21,33.22,30.97,67.45,82.01,74.67,35.79,75.47,122.66,-14.07,30.19,-14.06,30.21,3.35,74.83,55.56,96.65,53.77,640.63,-1.0_CONSOFINVT
Consecutive In&T,539091.0,__NA__,Finance & Investments,41.6,,,-7.17,-9.25,-33.33,-57.14,,,23.86,7.89,-7.18,,-33.02,-25.39,-28.68,,-17.97,,0.0,0.1,0.12,0.13,0.13,33.31,539091.0___NA__
Constronics,523844.0,__NA__,Trading,57.55,-20.46,6.96,122.4,106.99,-6.1,-6.1,,,129.74,111.68,40.85,31.53,122.4,106.99,38.95,30.2,38.95,30.2,-5.95,0.19,0.05,0.2,0.06,72.11,523844.0___NA__
Cont. Chemicals,506935.0,__NA__,Computers - Software - Medium / Small,74.89,30.27,17.19,54.87,8.87,-4.55,-4.55,-4.97,-3.18,35.41,13.63,27.7,18.67,54.87,,,,44.26,31.1,0.0,0.21,0.18,0.29,0.23,16.85,506935.0___NA__
Cont. Controls,531460.0,__NA__,Electric Equipment,13.5,,,18.39,9.43,0.83,-4.13,,,,,,,18.39,9.43,,,,,0.0,-1.09,-0.7,-0.76,-0.48,8.3,531460.0___NA__
Cont. Petroleums,523232.0,__NA__,Chemicals,73.18,-17.99,2.21,6.66,29.83,-10.69,-14.22,13.34,7.19,11.97,11.5,23.18,17.62,6.66,30.02,28.32,17.67,28.19,17.59,0.0,2.87,1.77,5.02,3.34,40.69,523232.0___NA__
Cont. Securities,538868.0,__NA__,Finance & Investments,8.5,24.44,30.97,29.49,66.16,19.05,28.05,21.68,14.44,32.12,62.41,32.21,18.33,23.67,53.22,26.09,28.9,33.61,34.24,1.36,0.5,0.27,0.69,0.38,22.34,538868.0___NA__
Containe Tech.,543606.0,__NA__,Auto Ancillaries,80.3,156.96,39.28,374.75,84.54,52.88,112.08,,,125.56,62.91,,,157.81,27.94,,,,,,0.3,,0.75,,50.14,543606.0___NA__
